ITEMUSE, -211, item not available, SYSTEM_WARNING,
ITEMUSE, -212, Item is not available, SYSTEM_WARNING,
ITEMUSE, -230, Cannot be used due to cool time, SYSTEM_WARNING,
ITEMUSE, -248, Cannot be used because it does not meet the usage conditions, SYSTEM_WARNING,
ITEMUSE, -2601, This piece is already available, SYSTEM_WARNING,
ITEMUSE, -2708, can only be used outside the city, SYSTEM_WARNING,
ITEMUSE, -3001, Items cannot be moved while the stalls are open, SYSTEM_WARNING,
ITEMUSE, -5303, Items in regular inventory are currently unavailable, SYSTEM_WARNING,
ITEMUSE, -5304, items in normal inventory are currently unavailable, SYSTEM_WARNING,
ITEMUSE, -9999, Item cannot be used because it does not meet the usable conditions. , SYSTEM_WARNING,
ITEMUSE_EFFECT, 1, Token Ring created, SYSTEM_NOTIFY,
ITEMUSE_ITEM, 1, Cannot be used for equipped items, SYSTEM_WARNING,
CITYCHANNEL_SELECT, GENERIC, channel selection failed, SYSTEM_WARNING,
CITYCHANNEL_SELECT, -19, The number of connected channels has reached the upper limit, SYSTEM_WARNING,
DISCONNECT, GENERIC, disconnected from server, SYSTEM_WARNING,
DISCONNECT, 6, Disconnected when entering the server, SYSTEM_WARNING,
DISCONNECT, 7, Disconnected when entering the map, SYSTEM_WARNING,
DISCONNECT, 9, Failed to enter the map, SYSTEM_WARNING,
DISCONNECT, 29, Could not connect to message server due to timeout, SYSTEM_WARNING,
CHARMAKE, GENERIC, character creation failed, SYSTEM_WARNING,
CHARMAKE, -610, Target is a character that has not been lost, SYSTEM_WARNING,
CHARMAKE, -612, already used name, SYSTEM_WARNING,
CHARMAKE, -613, Illegal lost bonus, SYSTEM_WARNING,
CHARMAKE, -615, Illegal name, SYSTEM_WARNING,
CHARMAKE, -617, The change procedure is already underway with the same character name, SYSTEM_WARNING,
SHORTCUT, GENERIC, Shortcut cannot be registered, SYSTEM_WARNING,
SHORTCUT, -100, Passive skills cannot be registered, SYSTEM_WARNING,
LOOT, -1, I don't have anything. , SYSTEM_WARNING,
LOOT, -10, no route target, SYSTEM_WARNING,
LOOT, -207, There is no space in the inventory. , SYSTEM_WARNING,
LOOT, -1500, no root authority. , SYSTEM_WARNING,
GIMMICK, -1500, you are not authorized to look up. , SYSTEM_WARNING,
#Error related log,
COMMON_ERRMSG, -206, The item is equipped and cannot be operated. , SYSTEM_NOTIFY,
COMMON_ERRMSG, -207, The storage capacity is full. , SYSTEM_NOTIFY,
COMMON_ERRMSG, -208, The item is cursed and cannot be manipulated. , SYSTEM_NOTIFY,
COMMON_ERRMSG, -209, The item is not cursed and cannot be manipulated. , SYSTEM_NOTIFY,
COMMON_ERRMSG, -210, The item is damaged and cannot be manipulated. , SYSTEM_NOTIFY,
COMMON_ERRMSG, -213, Item not found. , SYSTEM_NOTIFY,
COMMON_ERRMSG, -215, Cannot operate because you are not the owner of the item. , SYSTEM_NOTIFY,
COMMON_ERRMSG, -239, The item is pending trade. , SYSTEM_NOTIFY,
COMMON_ERRMSG, -240, the item is in a parcel. , SYSTEM_NOTIFY,
COMMON_ERRMSG, -241, The item is used at the gem shop. , SYSTEM_NOTIFY,
COMMON_ERRMSG, -242, The item is on sale at a stall. , SYSTEM_NOTIFY,
COMMON_ERRMSG, -243, The item is dedicated to the balance of the soul. , SYSTEM_NOTIFY,
COMMON_ERRMSG, -254, The item is used by Soul Partner. , SYSTEM_NOTIFY,
COMMON_ERRMSG, -700, I don't have enough money. , SYSTEM_NOTIFY,
COMMON_ERRMSG, -701, I can't have any more money. , SYSTEM_NOTIFY,
COMMON_ERRMSG, -702, Money cannot be manipulated. , SYSTEM_NOTIFY,
COMMON_ERRMSG, -2202, registered in the other party's rejection list. , SYSTEM_NOTIFY,
COMMON_ERRMSG, -2201, the target is registered in the deny list. , SYSTEM_NOTIFY,
COMMON_ERRMSG, -3000, Cannot be used during trading. , SYSTEM_NOTIFY,
COMMON_ERRMSG, -3001, Cannot be used during stalls. , SYSTEM_NOTIFY,
COMMON_ERRMSG, -3002, Cannot be used during the event. , SYSTEM_NOTIFY,
COMMON_ERRMSG, -3100, The target player is not ready to answer, so please try again after a while. , SYSTEM_NOTIFY,
COMMON_ERRMSG, -999, Cannot be set because the Medal with Diment has expired. , SYSTEM_NOTIFY,
COMMON_ERRMSG, -3500, The status of the bounty neck is invalid. , SYSTEM_NOTIFY,
COMMON_ERRMSG, -3501, Since it is not included in the blacklist, you cannot register as a bounty. , SYSTEM_NOTIFY,
Only COMMON_ERRMSG, -3502, and imprisoned characters can log in. , SYSTEM_NOTIFY,
COMMON_ERRMSG, -3503, Non-criminal souls cannot be awarded. , SYSTEM_NOTIFY,
COMMON_ERRMSG, -3505, Imprisoned characters cannot be deleted. , SYSTEM_NOTIFY,
COMMON_ERRMSG, -2151, Cannot be used in the sword state, SYSTEM_WARNING,
COMMON_ERRMSG, -4800, no more bullets can be loaded, SYSTEM_WARNING,
#Error related log,
ERR_SELECTWORLD, GENERIC, unknown error occurred, SYSTEM_WARNING,
ERR_SELECTWORLD, -2, Server processing is over allowed, SYSTEM_WARNING,
ERR_SELECTWORLD, -3, invalid protocol sent, SYSTEM_WARNING,
ERR_SELECTWORLD, -7, already logged in, SYSTEM_WARNING,
ERR_SELECTWORLD, -8, under maintenance, SYSTEM_WARNING,
ERR_SELECTWORLD, -17, timeout error, SYSTEM_WARNING,
ERR_SELECTWORLD, -18, The number of world connections has reached the upper limit, SYSTEM_WARNING,
ERR_SELECTWORLD, -19, The number of connected channels has reached the upper limit, SYSTEM_WARNING,
ERR_SELECTWORLD, -32, New registrations in this world are currently suspended, SYSTEM_WARNING,
ERR_SOULSELECT, GENERIC, Soul selection failed, SYSTEM_WARNING,
ERR_SOULSELECT, -14, Unknown error in soul selection, SYSTEM_WARNING,
ERR_SKILL_FREEPOS, GENERIC, Cannot be used at the specified point, SYSTEM_WARNING,
ERR_DASH_FAILED, 1, I can't dash because I don't have enough OD, SYSTEM_WARNING,
ERR_DASH_FAILED, 2, I can't dash jump because I don't have enough OD, SYSTEM_WARNING,
ERR_DASH_FAILED, 3, condition is 0, so dashing is not possible, SYSTEM_WARNING,
ERR_DASH_FAILED, 4, Currently, you cannot jump. , SYSTEM_WARNING,
ERR_DASH_FAILED, 5, currently not able to dash. , SYSTEM_WARNING,
ERR_DASH_FAILED, 6, Dash jump is not currently available. , SYSTEM_WARNING,
ERR_DASH_FAILED, 7, I can't dash because I'm full, SYSTEM_WARNING,
ERR_STEP_FAILED, 1, Unable to step due to lack of OD, SYSTEM_WARNING,
ERR_STEP_FAILED, 2, No steps are currently available. , SYSTEM_WARNING,
ERR_SKILLREQUEST, -1, Cannot be used because it is in cool time, SYSTEM_WARNING,
ERR_SKILLREQUEST, -2, Cannot be used with that equipment, SYSTEM_WARNING,
ERR_SKILLREQUEST, -3, Missing OD, SYSTEM_WARNING,
ERR_SKILLREQUEST, -4, Missing MP, SYSTEM_WARNING,
ERR_SKILLREQUEST, -5, Cannot be used with that equipment, SYSTEM_WARNING,
ERR_SKILLREQUEST, -6, Cannot be used with that equipment, SYSTEM_WARNING,
ERR_SKILLREQUEST, -10, not available on this map, SYSTEM_WARNING,
ERR_SKILLREQUEST, -11, Cannot be used while crouching, SYSTEM_WARNING,
ERR_SKILLREQUEST, -12, Cannot be used while jumping, SYSTEM_WARNING,
ERR_SKILLREQUEST, -13, not available during step, SYSTEM_WARNING,
ERR_SKILLREQUEST, -14, Cannot be used in the sword state, SYSTEM_WARNING,
ERR_SKILLREQUEST, -15, currently no skills available, SYSTEM_WARNING,
ERR_SKILLREQUEST, -16, Skills cannot be used while within camp range, SYSTEM_WARNING,
ERR_SKILLREQUEST, -17,%s cannot be used when in camp range, SYSTEM_WARNING,
ERR_SKILLREQUEST, -18, Skills cannot be used in soul state, SYSTEM_WARNING,
ERR_SKILLREQUEST, -19, no more bullets can be loaded, SYSTEM_WARNING,
ERR_SKILL_EXEC, -1, Failed to activate skill, SYSTEM_WARNING,
ERR_SKILL_EXEC, -1322, Illegal target, SYSTEM_WARNING,
ERR_SKILL_EXEC, -1325, Power level is not used enough times. , SYSTEM_WARNING,
ERR_SKILL_EXEC, 1, Not enough distance, SYSTEM_WARNING,
ERR_SKILL_EXEC, GENERIC, Skill activation failed: <errcode>, SYSTEM_WARNING, 1,
ERR_EQUIP, GENERIC, Equipment failed, SYSTEM_WARNING,
ERR_EQUIP, -203, invalid item storage slot, SYSTEM_WARNING,
ERR_EQUIP, -3, currently equipment cannot be changed, SYSTEM_WARNING,
ERR_EQUIP, 2, Items on the sale list cannot be equipped, SYSTEM_WARNING,
ERR_EQUIP, 3, Items on the appraisal list cannot be equipped, SYSTEM_WARNING,
ERR_EQUIP, 7, Items set for training cannot be equipped, SYSTEM_WARNING,
ERR_EQUIP, 8, Items set for special training cannot be equipped, SYSTEM_WARNING,
ERR_EQUIP, 9, Items set for gem socket porting cannot be equipped, SYSTEM_WARNING,
ERR_EQUIP, 10, Equipment cannot be changed because the equipped item is cursed, SYSTEM_WARNING,
ERR_EQUIP, 11, Items set as arcane cannot be equipped, SYSTEM_WARNING,
ERR_EQUIP, 12, Cannot equip because there is no space in the Token Ring slot, SYSTEM_WARNING,
ERR_EQUIP, 13, Items set to enchantment cannot be equipped, SYSTEM_WARNING,
ERR_EQUIP, 14, Items set for enchantment extraction cannot be equipped, SYSTEM_WARNING,
ERR_EQUIP, -244, Cannot be equipped because it is already equipped by other adventurers. , SYSTEM_WARNING,
ERR_EQUIP, -247, Cannot equip multiple Token Rings with the same name, SYSTEM_WARNING,
ERR_EQUIP, -208, Equipment cannot be changed because the equipped item is cursed, SYSTEM_WARNING,
ERR_EQUIP, -249, Equip your weapon first, SYSTEM_WARNING,
ERR_EQUIP, -250, cannot equip an arrow without equipping a bow, SYSTEM_WARNING,
ERR_EQUIP, -251, Barrett cannot be equipped without a bow gun, SYSTEM_WARNING,
ERR_EQUIP, -252, cannot equip bullets without a gun, SYSTEM_WARNING,
ERR_EQUIP, -253, no bullets, SYSTEM_WARNING,
ERR_EQUIP, -5303, Items in regular inventory are currently unavailable, SYSTEM_WARNING,
ERR_EQUIP, -5304, Items in regular inventory are currently unavailable, SYSTEM_WARNING,
ERR_UNEQUIP, 1, not equipped with item, SYSTEM_WARNING,
ERR_UNEQUIP, -203, Invalid item storage slot, SYSTEM_WARNING,
ERR_UNEQUIP, -201, invalid item storage type, SYSTEM_WARNING,
ERR_UNEQUIP, -208, cannot be removed because the equipment is cursed, SYSTEM_WARNING,
ERR_UNEQUIP, GENERIC, Failed to remove equipment, SYSTEM_WARNING,
ERR_LOGOUTCANCEL, GENERIC, Failed to cancel logout (%d), SYSTEM_WARNING,
ERR_LOGOUTSTART, GENERIC, Logout failed: <errcode>, SYSTEM_WARNING, 1,
ERR_LOGOUTSTART, -3200, Cannot log out while crouching, SYSTEM_WARNING,
ERR_GUARD, 1, GP is missing, so it cannot be guarded, SYSTEM_WARNING,
ERR_GUARD, 2, Cannot guard because it is not equipped with a shield, SYSTEM_WARNING,
ERR_GUARD, 3, currently unable to guard, SYSTEM_WARNING,
ERR_ECHO, 1, The soul name of the other party is not specified. In the case of whisper, please specify Soul name remark content with a half-width space. , SYSTEM_WARNING,
ERR_CHARMAKE, -100, There are not enough characters in the name. </br> Please enter the name with 2 or more characters and 8 characters or less. , SYSTEM_WARNING, 1,
ERR_CHARMAKE, -101, Name has too many characters. </br> Please enter the name with 2 or more characters and 8 characters or less. , SYSTEM_WARNING, 1,
ERR_CHARMAKE, -102, No name entered. , SYSTEM_WARNING, 1,
ERR_CHARMAKE, -110, Alignment is not set. , SYSTEM_WARNING, 1,
ERR_CHARMAKE, -111, Occupation is not set. , SYSTEM_WARNING, 1,
Allocate ERR_CHARMAKE, -112, bonus points. , SYSTEM_WARNING, 1,
ERR_GUARD_START, GENERIC, Guard failed, SYSTEM_IMPORTANCE,
#ERR_GUARD_START, GENERIC, Guard failed: <errcode>, SYSTEM_IMPORTANCE, 1,
ERR_CHARSELECT, GENERIC, Character selection failed (CODE: <errcode>), SYSTEM_NOTIFY, 1,
ERR_CHARSELECT, -8, under maintenance, SYSTEM_NOTIFY,
ERR_CHARSELECT, -13, Illegal character selected, SYSTEM_NOTIFY,
ERR_CHARSELECT, -5301, Euclid's infinite corridor cannot be deleted. , SYSTEM_NOTIFY,
ERR_CROUCH, 1, currently unable to crouch, SYSTEM_WARNING,
ERR_CROUCH, 2, currently unable to stand up, SYSTEM_WARNING,
ERR_CROUCH, 3, currently unable to crouch, SYSTEM_WARNING,
ERR_ATTACK, 1, Cannot attack while within camp range, SYSTEM_WARNING,
ERR_ATTACK, 2, cannot attack in soul state, SYSTEM_WARNING,
ERR_ATTACK, 3, not equipped with arrows, SYSTEM_WARNING,
ERR_ATTACK, 4, not equipped with bullets, SYSTEM_WARNING,
ERR_CHANGE_POSE, 1, Currently, it is not possible to switch between sword pulling and sword delivery, SYSTEM_WARNING,
ERR_CHANGE_POSE, 2, Cannot pull out in soul state, SYSTEM_WARNING,
ERR_CHANGE_POSE, 3, currently cannot be pulled out, SYSTEM_WARNING,
ERR_BONUSPOINT, GENERIC, Failed to draw bonus points, SYSTEM_WARNING,
ERR_BONUSPOINT, -2511, Illegal bonus point lottery time, SYSTEM_WARNING,
ERR_SSELECT_FROM_CHRSELECT, GENERIC, Failed to return to soul selection, SYSTEM_WARNING,
ERR_SSELECT_FROM_CHRSELECT, -999, Failed to return to soul selection, SYSTEM_WARNING,
ERR_MSGSV_DETACH, GENERIC, Message server connection failed, SYSTEM_WARNING,
ERR_MSGSV_DETACH, -9, Could not connect to message server due to timeout, SYSTEM_WARNING,
ERR_MSGSV_DETACH, -39, This soul password has failed authentication and is locked. </br> </br> You will be able to re-enter after a while. </br> Please contact us from Support → Inquiries on the official website. , SYSTEM_WARNING, 1,
BATTLEREPORT_ERROR, 0, battle_report_start_notify notification has not arrived! , SYSTEM_WARNING,
BATTLEREPORT_ERROR, 1, The report requires action, but no action has come! , SYSTEM_WARNING,
DROP_ITEM, -204, The number of items to discard is invalid. , SYSTEM_WARNING,
DROP_ITEM, -206, Equipped items cannot be discarded. , SYSTEM_WARNING,
DROP_ITEM, -208,%s is cursed and cannot be discarded. , SYSTEM_WARNING,
DROP_ITEM, -211, This item cannot be thrown away. , SYSTEM_WARNING,
Discarded DROP_ITEM, 0,%s. , SYSTEM_NOTIFY,
DROP_ITEM, GENERIC, items that cannot be thrown away. , SYSTEM_WARNING,
DROP_ITEM, 10, There are no items to throw away. , SYSTEM_WARNING,
DROP_ITEM, -3001, Items cannot be thrown away while the stalls are open. , SYSTEM_WARNING,
ROOKIE, 0, no damage caused by beginner protection, SYSTEM_WARNING,
ROOKIE, 1,%s will not be damaged by the beginner protection function, SYSTEM_WARNING,
#Logs around the battle,
SELF_DAMAGE, received HP damage from 1,%1%s to%2%d, ENEMY_ATTACK_HPDAMAGE,
SELF_DAMAGE, 2,%d HP damage, ENEMY_ATTACK_HPDAMAGE,
SELF_DAMAGE, 3,? Received%d HP damage from, ENEMY_ATTACK_HPDAMAGE,
SELF_DAMAGE, 4, Received%2%d HP damage instead of%1%s, ENEMY_ATTACK_HPDAMAGE,
SELF_DAMAGE, 11, hard hit! Received%2%d HP damage from%1%s, ENEMY_ATTACK_HPDAMAGE,
SELF_DAMAGE, 12, hard hit! Received%d HP damage, ENEMY_ATTACK_HPDAMAGE,
SELF_DAMAGE, 13, hard hit! ?? Received%d HP damage from, ENEMY_ATTACK_HPDAMAGE,
SELF_DAMAGE, 14, hard hit! Received%2%d HP damage instead of%1%s, ENEMY_ATTACK_HPDAMAGE,
SELF_DAMAGE, 21, critical hit! Received%2%d HP damage from%1%s, ENEMY_ATTACK_HPDAMAGE,
SELF_DAMAGE, 22, critical hit! Received%d HP damage, ENEMY_ATTACK_HPDAMAGE,
SELF_DAMAGE, 23, critical hit! ?? Received%d HP damage from, ENEMY_ATTACK_HPDAMAGE,
SELF_DAMAGE, 24, critical hit! Received%2%d HP damage instead of%1%s, ENEMY_ATTACK_HPDAMAGE,
SELF_DAMAGE, 31, Guard! Received%2%d HP damage from%1%s, ENEMY_ATTACK_HPDAMAGE,
SELF_DAMAGE, 32, Guard! Received%d HP damage, ENEMY_ATTACK_HPDAMAGE,
SELF_DAMAGE, 33, Guard! ?? Received%d HP damage from, ENEMY_ATTACK_HPDAMAGE,
SELF_DAMAGE, 34, Guard! Received%2%d HP damage instead of%1%s, ENEMY_ATTACK_HPDAMAGE,
SELF_DAMAGE, 41, Guard Break! Received%2%d HP damage from%1%s, ENEMY_ATTACK_HPDAMAGE,
SELF_DAMAGE, 42, Guard Break! Received%d HP damage, ENEMY_ATTACK_HPDAMAGE,
SELF_DAMAGE, 43, Guard Break! ?? Received%d HP damage from, ENEMY_ATTACK_HPDAMAGE,
SELF_DAMAGE, 44, Guard Break! Received%2%d HP damage instead of%1%s, ENEMY_ATTACK_HPDAMAGE,
ENEMY_DAMAGE, inflicted%2%d HP damage on 1,%1%s, SELF_ATTACK_HPDAMAGE,
ENEMY_DAMAGE, 11, hard hit! Inflicted%2%d HP damage on%1%s, SELF_ATTACK_HPDAMAGE,
ENEMY_DAMAGE, 21, a critical hit! Inflicted%2%d HP damage on%1%s, SELF_ATTACK_HPDAMAGE,
ENEMY_DAMAGE, 31, Guard! Inflicted%2%d HP damage on%1%s, SELF_ATTACK_HPDAMAGE,
ENEMY_DAMAGE, 41, Guard Break! Inflicted%2%d HP damage on%1%s, SELF_ATTACK_HPDAMAGE,
ENEMY_DAMAGE, 2,%1%s dealt%3%d HP damage to%2%s, PARTY_ATTACK_HPDAMAGE,
ENEMY_DAMAGE, 12, hard hit! %1%s dealt%3%d HP damage to%2%s, PARTY_ATTACK_HPDAMAGE,
ENEMY_DAMAGE, 22, a critical hit! %1%s dealt%3%d HP damage to%2%s, PARTY_ATTACK_HPDAMAGE,
ENEMY_DAMAGE, 32, Guard! %1%s dealt%3%d HP damage to%2%s, PARTY_ATTACK_HPDAMAGE,
ENEMY_DAMAGE, 42, Guard Break! %1%s dealt%3%d HP damage to%2%s, PARTY_ATTACK_HPDAMAGE,
PARTY_DAMAGE, 1,%1%s received%3%d HP damage from%2%s, ENEMY_ATTACK_PTHPDAMAGE,
PARTY_DAMAGE, 2,%1%s received%2%d HP damage, ENEMY_ATTACK_PTHPDAMAGE,
PARTY_DAMAGE, 11, hard hit! %1%s received%3%d HP damage from%2%s, ENEMY_ATTACK_PTHPDAMAGE,
PARTY_DAMAGE, 12, hard hit! %1%s received%2%d HP damage, ENEMY_ATTACK_PTHPDAMAGE,
PARTY_DAMAGE, 21, critical hit! %1%s received%3%d HP damage from%2%s, ENEMY_ATTACK_PTHPDAMAGE,
PARTY_DAMAGE, 22, critical hit! %1%s received%2%d HP damage, ENEMY_ATTACK_PTHPDAMAGE,
PARTY_DAMAGE, 31, Guard! %1%s received%3%d HP damage from%2%s, ENEMY_ATTACK_PTHPDAMAGE,
PARTY_DAMAGE, 32, guard! %1%s received%2%d HP damage, ENEMY_ATTACK_PTHPDAMAGE,
PARTY_DAMAGE, 41, Guard Break! %1%s received%3%d HP damage from%2%s, ENEMY_ATTACK_PTHPDAMAGE,
PARTY_DAMAGE, 42, Guard Break! %1%s received%2%d HP damage, ENEMY_ATTACK_PTHPDAMAGE,
SELF_ACDAMAGE, received GP damage from 1,%1%s to%2%d, ENEMY_ATTACK_ACDAMAGE,
SELF_ACDAMAGE, 2,%d GP damage, ENEMY_ATTACK_ACDAMAGE,
SELF_ACDAMAGE, 3,? Received%d GP damage from, ENEMY_ATTACK_AC DAMAGE,
SELF_ACDAMAGE, 11, hard hit! Received%2%d GP damage from%1%s, ENEMY_ATTACK_ACDAMAGE,
SELF_ACDAMAGE, 12, hard hit! Received%d GP damage, ENEMY_ATTACK_ACDAMAGE,
SELF_ACDAMAGE, 13, hard hit! ?? Received%d GP damage from, ENEMY_ATTACK_AC DAMAGE,
SELF_AC DAMAGE, 21, critical hit! Received%2%d GP damage from%1%s, ENEMY_ATTACK_ACDAMAGE,
SELF_ACDAMAGE, 22, critical hit! Received%d GP damage, ENEMY_ATTACK_ACDAMAGE,
SELF_AC DAMAGE, 23, critical hit! ?? Received%d GP damage from, ENEMY_ATTACK_AC DAMAGE,
SELF_AC DAMAGE, 31, Guard! Received%2%d GP damage from%1%s, ENEMY_ATTACK_ACDAMAGE,
SELF_AC DAMAGE, 32, Guard! Received%d GP damage, ENEMY_ATTACK_ACDAMAGE,
SELF_AC DAMAGE, 33, Guard! ?? Received%d GP damage from, ENEMY_ATTACK_AC DAMAGE,
SELF_AC DAMAGE, 41, Guard Break! Received%2%d GP damage from%1%s, ENEMY_ATTACK_ACDAMAGE,
SELF_AC DAMAGE, 42, Guard Break! Received%d GP damage, ENEMY_ATTACK_ACDAMAGE,
SELF_AC DAMAGE, 43, Guard Break! ?? Received%d GP damage from, ENEMY_ATTACK_AC DAMAGE,
ENEMY_ACDAMAGE, inflicted%2%d GP damage on 1,%1%s, SELF_ATTACK_ACDAMAGE,
ENEMY_AC DAMAGE, 11, Hard hit! Inflicted%2%d GP damage on%1%s, SELF_ATTACK_ACDAMAGE,
ENEMY_AC DAMAGE, 21, a critical hit! Inflicted%2%d GP damage on%1%s, SELF_ATTACK_ACDAMAGE,
ENEMY_AC DAMAGE, 31, Guard! Inflicted%2%d GP damage on%1%s, SELF_ATTACK_ACDAMAGE,
ENEMY_AC DAMAGE, 41, Guard Break! Inflicted%2%d GP damage on%1%s, SELF_ATTACK_ACDAMAGE,
ENEMY_ACDAMAGE, 2,%1%s dealt%3%d GP damage to%2%s, PARTY_ATTACK_ACDAMAGE,
ENEMY_AC DAMAGE, 12, Hard hit! %1%s dealt%3%d GP damage to%2%s, PARTY_ATTACK_ACDAMAGE,
ENEMY_AC DAMAGE, 22, a critical hit! %1%s dealt%3%d GP damage to%2%s, PARTY_ATTACK_ACDAMAGE,
ENEMY_AC DAMAGE, 32, Guard! %1%s dealt%3%d GP damage to%2%s, PARTY_ATTACK_ACDAMAGE,
ENEMY_AC DAMAGE, 42, Guard Break! %1%s dealt%3%d GP damage to%2%s, PARTY_ATTACK_ACDAMAGE,
PARTY_ACDAMAGE, 1,%1%s received GP damage from%2%s to%3%d, ENEMY_ATTACK_PTAC DAMAGE,
PARTY_ACDAMAGE, 2,%1%s received%2%d GP damage, ENEMY_ATTACK_PTACDAMAGE,
PARTY_ACDAMAGE, 11, hard hit! %1%s received GP damage from%2%s to%3%d, ENEMY_ATTACK_PTAC DAMAGE,
PARTY_ACDAMAGE, 12, hard hit! %1%s received%2%d GP damage, ENEMY_ATTACK_PTAC DAMAGE,
PARTY_ACDAMAGE, 21, critical hit! %1%s received GP damage from%2%s to%3%d, ENEMY_ATTACK_PTAC DAMAGE,
PARTY_ACDAMAGE, 22, critical hit! %1%s received%2%d GP damage, ENEMY_ATTACK_PTAC DAMAGE,
PARTY_AC DAMAGE, 31, Guard! %1%s received GP damage from%2%s to%3%d, ENEMY_ATTACK_PTAC DAMAGE,
PARTY_ACDAMAGE, 32, guard! %1%s received%2%d GP damage, ENEMY_ATTACK_PTAC DAMAGE,
PARTY_AC DAMAGE, 41, Guard Break! %1%s received GP damage from%2%s to%3%d, ENEMY_ATTACK_PTAC DAMAGE,
PARTY_AC DAMAGE, 42, Guard Break! %1%s received%2%d GP damage, ENEMY_ATTACK_PTAC DAMAGE,
SELF_MPDAMAGE, received MP damage from 1,%1%s to%2%d, ENEMY_ATTACK_MPDAMAGE,
SELF_MPDAMAGE, 2,%d MP damage, ENEMY_ATTACK_MPDAMAGE,
MP damage did not work on SELF_MPDAMAGE, 3,%s, ENEMY_ATTACK_MPDAMAGE,
PARTY_MPDAMAGE, 1,%1%s received MP damage from%2%s to%3%d, ENEMY_ATTACK_PTMPDAMAGE,
PARTY_MPDAMAGE, 2,%1%s received%2%d MP damage, ENEMY_ATTACK_PTMPDAMAGE,
PARTY_MPDAMAGE, 3,%s did not have MP damage, ENEMY_ATTACK_PTMPDAMAGE,
ENEMY_MPDAMAGE, 1,%1%s dealt%3%d MP damage to%2%s, SELF_ATTACK_MPDAMAGE,
ENEMY_MPDAMAGE, 2,%1%s dealt%2%d MP damage, SELF_ATTACK_MPDAMAGE,
ENEMY_MPDAMAGE, 3,%s did not have MP damage, SELF_ATTACK_MPDAMAGE,
SELF_APDAMAGE, OD damage from 1,%1%s to%2%d, SYSTEM_NOTIFY,
SELF_APDAMAGE, 2,%d OD damage, SYSTEM_NOTIFY,
OD damage did not work on SELF_APDAMAGE, 3,%s, SYSTEM_NOTIFY,
PARTY_APDAMAGE, 1,%1%s received OD damage from%2%s to%3%d, SYSTEM_NOTIFY,
PARTY_APDAMAGE, 2,%1%s received%2%d OD damage, SYSTEM_NOTIFY,
OD damage did not work on PARTY_APDAMAGE, 3,%s, SYSTEM_NOTIFY,
ENEMY_APDAMAGE, 1,%1%s dealt%3%d OD damage to%2%s, SYSTEM_NOTIFY,
ENEMY_APDAMAGE, 2,%1%s dealt%2%d OD damage, SYSTEM_NOTIFY,
