#,シリアルID,名前
#,,
#,,
#,1,2
#,1,
#,1,2
#,1,
#,,
120110,Beginner Circlet,
120111,Jeweled Crown,
120112,Old circlet,
120113,[RD] circlet,
120114,[Phantom] Terutakara of crown,
120115,Sage circlet,
120191,Worn Circlet,
120201,Ornament,
120202,Ornament 2,
120203,Ornament 3,
120204,Ornament 4,
120205,Sturdy Ornament,
120206,Ornament of Blessing,
120207,Crown of Knowledge,
120208,Di Mi lure circlet,
120209,[RD] ornament,
120210,Alter ornament,
120301,Enchanted Eye,
120302,Wizard's Eye,
120303,Adept Eye,
120304,Libation Eye,
120305,Sturdy Enchanted Eye,
120306,Holiness Eye,
120307,Charmed Circlet,
120308,Con tribute Eye,
120310,Diffusion Tze door circlet,
120311,[RD] Enchanted Eye,
120312,Rebateai,
120313,Crown of oath,
120401,Silver Hairpin,
120402,Silver Hairpin 2,
120403,Silver Hairpin 3,
120404,Silver Hairpin 4,
120405,Sturdy Silver Hairpin,
120406,Di binary ornament,
120407,Flash Hairpin,
120408,Mobile Mana tank,
120409,Phantom Eye,
120410,[RD] silver hair ornaments,
120411,Witch circlet,
120501,Scholar Watch,
120502,Mystic Watch,
120503,Holy Watch,
120504,Sage's Watch,
120505,Wise Watch,
120506,Uruka circlet,
120507,Sonju circlet,
120601,★Thieval Cap,
120602,★Red Soil Cap,
120603,★Thieval Cap (Red),
120604,★Thieval Cap (Blue),
120605,★Thieval Cap (Green),
120701,★Magisa HatNA,
120702,★Magisa Hat (Purple),
120703,★Magisa Hat (Green),
120704,★Magisa Hat (Orange),
120705,★Magisa Hat (Black),
120751,★Magisa Hat,
120801,Agate Corsage,
120802,Sara Circlet,
120803,[Of Muma] Salah circlet,
120804,Oh segment circlet,
120810,Prophet Circlet,
120811,[RD] Prophet circlet,
120812,Credito circlet,
120901,Robe 5 Helmet,
120981,Pointy Hat,
120982,Special Pointy Hat,
120983,Rotten Pumpkin Hat,
120984,Redrum Hat,
120985,Special Redrum Hat,
120986,Redrum Had (Black),
120987,Special Redrum Hat (Black),
120988,Redrum Had (Green),
120989,Special Redrum Hat (Green),
121001,Wise Suit Helmet,
121002,★ veil Magus Hat,
121101,Priest Robe Helmet,
121102,Crown of Saint,
121201,Head Tunic Helmet,
121301,Priest Robe 2 Helmet,
121401,Silk Habit Head,
121402,Rezzogurasu of darkness,
121403,Gili et circlet,
121501,Tunic Head 2,
121502,Karabari head: 21502,
121503,Karabari head: 21503,
121601,Silk Habit 2 Head,
121602,Yale Petit guard,
121701,Wizard Ornament,
121702,High Wizard Ornamentation,
121703,Punish ornament,
121705,Deal over Kulm ornament,
121801,Wise Suit 2 Helmet,
122001,Confirmation: the priest dedicated Armor 1,
122301,Morusumitora,
129901,Migraine Circlet,
152101,Human ♂ head race equipment,
152201,Human ♀ head race equipment,
152301,Elf ♂ head race equipment,
152401,Elf ♀ head race equipment,
152501,Dwarf ♂ head race equipment,
152601,Dwarf ♀ head race equipment,
152701,Pokuru ♂ head race equipment,
152801,Pokuru ♀ head race equipment,
152901,Norm ♂ head race equipment,
153001,Norm ♀ head race equipment,
160101,★General Hood,
160102,★General Hood (Violet),
160103,★General Hood (Blue),
160104,★General Hood (Green),
160105,★General Hood (Yellow),
160106,★Buccaneer Hat,
160201,Clear Hood (Human) (M),
160202,Clear Hood (Human) (F),
160203,Clear Hood (Elf) (M),
160204,Clear Hood (Elf) (F),
160205,Clear Hood (Dwarf) (M),
160206,Clear Hood (Dwarf) (F),
160207,Clear Hood (Porkul) (M),
160208,Clear Hood (Porkul) (F),
160209,Clear Hood (Gnome) (M),
160210,Clear Hood (Gnome) (F),
160281,★Pointy Hat,
160282,★Pumpkin Hat,
160283,★Redrum Hat,
160284,★Light Angel Halo,
160285,★Rotten Pumpkin Hat,
160286,★Redrum Hat (Black),
160287,★Redrum Hat (Green),
160288,★ Halloween hat,
160701,★Tort Hat,
160702,★ Florham glass,
160801,★Gothic Doll Hat,
160901,★Kobold Head Cap,
160902,★ chrome Kobold head cap,
161001,★Jester Cap,
161002,★ hard Publicis Rei cap,
161101,★Testament Ring,
161201,★Hersant Steam Goggles,
161202,★ Goraguwaka Glass,
161301,★Genius Mortar Board,
161401,★Holy Light Hood,
161501,★Commemoration Helm,
161502,★ 2nd Anniversary Helm,
161601,★Tiara,
161701,★Venetian Mask,
161801,★Butterfly Hairpin,
161802,★ hair ornaments of Juju [crush],
161803,★ hair ornaments of Juju [Thank you],
161901,★Something Undescribable,
162001,★Brilliant Headwear,
162002,★ Brilliant head Madame,
162101,★Rouge Sorcie Cap,
162201,★Agent Hat,
162202,★ Warme Rio hat,
162301,DS Helmet Test: 1623,
162401,DS Helmet Test: 1624,
162501,DS Helmet Test: 1625,
162502,★ dark Merchant turban,
162601,DS Helmet Test: 1626,
162701,★ Aix queue conditioners mask,
162801,★ Hysteria hat,
162901,★ Alpes Year hat,
163001,★ Dark Knight Helm,
163101,★ Miyabi hairpin,
163201,★ Ney Val officer cap,
163202,★ Blue Knight Helm,
163301,★ Wind Breaker mask,
163401,★ disk All hat,
163601,★ abstinence of Masou Kamen,
163602,★ Light Master Food,
163701,★ Horai Roman style hat,
163801,★ FR-A4 Helm,
163901,★ Mifuyunkabuto (with visor),
163902,★ Mifuyunkabuto,
164001,★ Elixir searcher glass,
164201,★ Night layer head,
164301,★ zero Helm,
164302,★ Virumu head,
164401,★ Guranturia head,
164501,☆ shadow Ah Met,
164502,☆ Bloody Helm,
164503,☆ steel support lit,
164504,☆ Gold Chain Helm,
164505,☆ mirror guard,
164506,☆ daemon skin Helm,
164507,☆ Furuaifuherumu,
164551,☆ ornament,
164552,☆ stardust of hair ornaments,
164553,☆ Demonic circlet,
164554,☆ black circlet,
164555,☆ Cardinal Mitra,
164556,☆ Holy Loch Eye,
164557,☆ resentment of hair ornaments,
164558,☆ Calm circlet,
164559,☆ Prophet circlet,
164560,☆ wizard ornament,
164601,☆ Desire gear,
164602,☆ Survival bandana,
164603,☆ Fortune bandana,
164604,☆ Gale headgear,
164605,☆ sprint bandana,
164606,☆ Strong bandana,
164607,☆ Bandit Helm,
164608,☆ headgear,
170101,Artifact Head (Fighter),
170201,Artifact Head (Thief),
170301,Artifact Head (Mage),
170401,Artifact Head (Priest),
180101,★Clear Helmet (Human M),
180102,★Clear Helmet (Human F),
180103,★Clear Helmet (Elf M),
180104,★Clear Helmet (Elf F),
180105,★Clear Helmet (Dwarf M),
180106,★Clear Helmet (Dwarf F),
180107,★Clear Helmet (Porkul M),
180108,★Clear Helmet (Porkul F),
180109,★Clear Helmet (Gnome M),
180110,★Clear Helmet (Gnome F),
180181,Metal helm of novice warrior,
180182,Bandana of underling thieves,
180183,Apprentice clergy of leather guard,
180184,Circlet of apprentice magician,
180501,★ Nejirihachimaki,
180601,★ your face [Greater daemon],
180701,★ Spooky hat,
180702,Spooky hat,
190101,★Disconcerting Helm,
200101,Leather Armor,
200102,Solid Leather Mail,
200103,Gladiator Mail,
200104,Elven Mail,
200105,Hero Mail,
200106,Crisis Mail,
200107,Haketon Mail,
200108,Gurafiko Brest,
200109,Leather Mail,
200110,Rotten Leather Mail,
200111,Holy Leather Mail,
200112,Tough Leather Mail,
200113,Sturdy Solid Leather Mail,
200114,Solid Leather Mail of Blessing,
200115,Skillful Leather Mail,
200116,Le Frize shell,
200117,Leather armor of jewelry knight,
200118,[RD] Leather Armor,
200119,[RD] Solid Leather Armor,
200181,Robustness of dō-maru,
200191,Old Mail,
200192,Las Weserblick door shell,
200201,Bronze Cuirass,
200202,Magic Cuirass,
200203,Crimson Cuirass,
200204,Gospel Cuirass,
200205,Damascus Cuirass,
200206,Crystal Cuirass,
200207,Armor of Endurance,
200208,Light Bronze Cuirass,
200209,Bronze Cuirass of the Strong,
200210,Well Used Bronze Cuirass,
200211,Advanced Armor of Endurance,
200212,Eisen Cuirass,
200213,Eisen Cuirass of Blessing,
200214,Magical Leather Armor,
200215,Invincible Bronze Cuirass,
200216,Rotten Leather Armor,
200217,Shake Thing Cui Las,
200218,Demonic shell,
200219,Armor of jewelry knight,
200220,Chain mail of the tyrant,
200221,St. armor of martyr,
200222,[RD] Aizen Cui Las,
200223,Solomon mail,
200301,Hard Leather Mail,
200302,Expert Mail,
200303,Blood Mail,
200304,Moon Mail,
200305,Glory Mail,
200306,#N/A,
200307,Sturdy Hard Leather Mail,
200308,Blessed Hard Leather Mail,
200309,Sheepskin Male,
200310,Pre-Vie Die shell,
200311,[RD] Hard Leather Armor,
200401,Iron Scale,
200402,Iron Scale 2,
200403,Iron Scale 3,
200404,Iron Scale 4,
200405,Iron Scale 5,
200406,Iron Scale Mail of the Strong,
200407,Veteran Iron Scale Armor,
200408,Heavy Iron Scale ,
200409,King's Armor,
200410,Solid Armor,
200411,Stiff Rusty Armor,
200412,Armor of the tyrant,
200501,Steel Mail,
200502,Knight Plates,
200503,Iris Plates,
200504,Phantom Plates,
200505,General Plates,
200506,Holy Plates,
200507,Steel Mail of Valor,
200508,Iron armor of the hero,
200509,REM less Armor,
200510,Vaizemeiru,
200601,Heat Haze Armor,
200603,Aruba Armor,
200604,Leather Mail of Ruin,
200801,Bronze 3 Torso,
200802,Death Bae Ray Deployment mail,
200803,Barber Armor,
200804,Karabari body: 0803,
200805,Gleam shell,
200806,Loud eggplant Armor,
200807,[Of iron doll Gleam shell,
200901,Soldier Cuirass,
200902,Royal Soldier Cuirass,
200903,Toraomumeiru,
200905,Schmidt mail,
201201,Chain Mail,
201202,Verification: Warrior armor 2,
201203,Confirmation warrior body: 1203,
201204,Daemon skin mail,
201205,Karabari body: 1204,
201206,Karabari body: 1205,
201207,Mirror wall,
201208,Furuaifumeiru,
201209,[Of iron doll mirror wall,
201210,Marukupaju,
201301,Studded Leather Mail,
201302,Spiked Leather Mail,
201303,Soil Mall mail,
201304,Mizerikorude,
201305,Karabari body: 1303,
201306,Patron of leather armor,
201308,Shivupanasheru,
201309,Radiance shell,
201310,Pabiedasheru,
201401,Half-Plate Torso,
201402,Play armor of,
201403,Karabari body: 1403,
201404,Karabari body: 1404,
201405,Scale armor of Tokenshi,
201406,Ancient armor of faith,
201407,Cathedral Armor,
201501,Shadow Breastpiece,
201502,Of Dan Armor,
201503,Confirmation warrior body: 1502,
201504,Heavy armor of distorted dragon,
201505,Heavy armor of the Holy Knights,
201506,Frontier Armor,
201507,Variant mail,
201508,Rush Brest,
201601,Gold Chain Mail,
201602,Wieland Brest,
201603,[RD] gold chain mail,
201604,Relief mail,
201701,Iron Scale 2 Torso,
201702,Tao plate,
201801,Knight Plate 2 Torso,
201802,★ lead-follower Tew de armor,
201901,Lead Plate,
201902,Reversal mail,
201903,[Of Muma] lead plate,
201904,Holy armor,
202001,Breast Shell,
202002,Distortion dragon of leather armor,
202003,[Of Muma] Brest shell,
202004,Oh segment shell,
202101,Steel 2 Torso,
202201,Verification: Samurai-only armor 2,
202202,★ Komakudji-dō-maru,
202301,Verification: monarch-only armor 2,
202401,Gurabesusheru,
209101,Koj's armor [replica],
209901,Ultra Heavy Armor,
209902,[RD] Super Heavy armor,
210101,Leather Jerkin,
210102,Scout Leather,
210103,Ranger Vest,
210104,Fortune Vest 2,
210105,Sturdy Leather Vest,
210106,Tracker Vest,
210107,Illusion Best,
210191,Old Vest,
210301,Harness,
210302,Harness 2,
210303,Harness 3,
210304,Harness 4,
210305,Harness 5,
210306,Harness of Hope,
210307,Gale Harness,
210308,Force harness,
210309,Tactical Vest,
210310,Light armor of jewelry knight,
210311,Thieves King of leather armor,
210312,Mirror di Best,
210313,Soniohanesu,
210401,Strong Jacket,
210402,Studded Jacket,
210403,Hiking Jacket,
210404,Ignus Jacket,
210405,Demon Jacket,
210406,Sturdy Strong Jacket,
210407,Strong Jacket for Thieves,
210501,Splint Mail,
210502,Lamellar Armor,
210503,Druid Mail,
210504,Sylvan Mail,
210505,Sturdy Splint Mail,
210506,Thief Splint Mail,
210507,Gale Splint Mail,
210508,Recaptured Leather Jacket,
210509,Kaya Night jacket,
210510,Lacus par harness,
210511,Vurottobesuto,
210512,Desa Fio jacket,
210513,Hakeem jacket,
210601,★Carnage Jacket (Black),
210602,★Carnage Jacket (Blue),
210603,★Carnage Jacket (Red),
210604,★Carnage Jacket (Green),
210605,★Carnage Jacket (Yellow),
211001,Ranger's Vest,
211002,Light Ranger's Vest,
211003,Delight Best,
211004,Dawn Best,
211101,Bandit Suit Torso,
211102,Light armor of distorted dragon,
211103,Pull fur jacket,
211104,Resistance Best,
211105,Grants shell,
211201,Fortune Armor,
211202,Ependymal of Evasion,
211203,Les Very jacket,
211204,[Of iron doll Evasion of ependymal,
211205,Trick Armor,
211206,Lee Fi Shen door Best,
211301,Bandit Suit 2 Torso,
211401,★ permanent and ependymal,
211501,Low Vernon Best,
211502,Survival Best,
211503,Dread harness,
211504,Vitz Best,
219001,Harness Variation 1 Torso,
219002,Hound Vest,
219003,Võru § timer harness,
219004,[Of Muma] Hound Best,
219005,Light armor of the assassin,
219006,Kinari Les harness,
219901,Unsettling Leather Armor,
219902,[RD] eerie leather armor,
220101,Robe,
220102,Professor Robe,
220103,Brink Robe,
220104,Deep Robe,
220105,Necromancer Robe,
220106,Strong Mage Robe,
220107,Old Robe,
220108,Secret Bondage,
220109,[RD] Meijirobu,
220110,Sage Robe,
220191,Old Mage Robe,
220201,Cloak,
220202,Cloak 2,
220203,Cloak 3,
220204,Cloak 4,
220205,Tight Bound Cloak,
220206,Holy Tight Bound Cloak,
220207,Cloak of Knowledge,
220208,Sturdy Cloak,
220209,Di Mi lure robe,
220210,[RD] cloak,
220301,Enchanted Robe,
220302,Wizard Robe,
220303,Adept Robe,
220304,Libation Robe,
220305,Strong Enchanted Robe,
220306,Enchanted Robe of Knowledge,
220307,Holiness Robes,
220308,Charmed Robe,
220309,Vestment of Archbishop,
220310,Diffusion Tze door cloak,
220311,Phantom Robe,
220312,[RD] Enchanted robe,
220401,Black Cloak,
220402,Black Cloak 2,
220403,Black Cloak 3,
220404,Black Cloak 4,
220405,Master Cloak,
220406,Black Cloak of Knowledge,
220407,Spirit Draining Cloak,
220408,Di binary Gabu,
220409,Magical Robe,
220410,Kokui commandments,
220411,Scorching Black Cloak,
220412,Welling Black Cloak,
220413,Squall Black Cloak,
220414,Fertility Black Cloak,
220415,Kokui Mashirubeo,
220416,[RD] black cloak,
220417,Witch Robe,
220501,Scholar Clothes,
220502,Mystic Clothes,
220503,Holy Clothes,
220504,Sage's Clothes,
220505,Wise Clothes,
220506,Urukarobu,
220507,Sonju Robe,
220601,★Thieval Robe,
220602,★Red Soil Robe,
220603,★Thieval Robe (Red),
220604,★Thieval Robe (Blue),
220605,★Thieval Robe (Green),
220701,★Magisa ClothesNA,
220702,★Magisa Clothes (Purple),
220703,★Magisa Clothes (Green),
220704,★Magisa Clothes (Orange),
220705,★Magisa Clothes (Black),
220751,★Magisa Clothes,
220801,Stardust Robes,
220802,[Of Muma] stardust vestment of,
220804,Oh segment lobes,
220810,Prophet Robe,
220811,[RD] Prophet Robe,
220812,Credito Court,
220901,Robe 5 Torso,
221001,Wise Suit Torso,
221002,★ veil Magus Loeb,
221101,Priest Robe Torso,
221102,Angel of vestment,
221201,Torso Tunic Torso,
221202,Gloria Robe,
221301,Priest Robe 2 Torso,
221302,Clothing of distortion dragon,
221401,Silk Habit Torso,
221402,Grudge of clothing,
221501,Tunic Torso 2,
221502,Karabari body: 21502,
221503,Karabari body: 21503,
221504,Sound Claus,
221601,Silk Habit 2 Torso,
221602,Grove shell,
221701,Wizard Cloak,
221702,High Wizard Cload,
221703,Cloak of tyrant,
221704,Punish gown,
221705,Deal over Kulm robe,
221801,Wise Suit 2 Torso,
222001,Verification: priests dedicated armor 2,
222301,Talent Robe,
222302,Kamurobu,
222303,[Of iron doll Kamurobu,
229801,★ Red lamb coat,
229802,Red lamb coat,
229803,Special red lamb coat,
229901,Robe of Dripping Blood,
229902,Criminal Cloak,
229903,[RD] dripping blood robe of,
250101,Traveler Tunic,
250201,Tourist Tunic,
250301,Elven Shirt,
250401,Elven Top,
250501,Worker Tunic,
250601,Dwarf Female Default Top,
250701,Little Tunic,
250801,Tiny Tunic,
250901,Gnome Male Default Top,
251001,Chest Protector,
252101,Adventure Jacket,
252201,Pioneer Jacket,
252301,High Elf Coat,
252401,High Elven Clothes,
252501,Meister Jacket,
252601,Dwarf Top (F),
252701,Pretty Jacket,
252801,Cutie Dress,
252901,Gnome Top (M),
253001,Elegance Dress,
254101,★Classic Adventurer Jacket,
254102,★Classic Pioneer Jacket,
254103,★Classic High Elven Coat,
254104,★Classic High Elven Clothes,
254105,★Classic Meister Jacket,
254106,★Classic Dwarf (F) Armor,
254107,★Classic Pretty Jacket,
254108,★Classic Cute Dress,
254109,★Classic Gnome (M) Armor,
254110,★Classic Elegant Dress,
260101,★General Breastplate,
260102,★General Breastplate (Violet),
260103,★General Breastplate (Blue),
260104,★General Breastplate (Green),
260105,★General Breastplate(Yellow),
260106,★Buccaneer Shirt,
260201,★Traveler's Tunic,
260202,★Tourist Tunic,
260203,★Elven Shirt,
260204,★Elven Top,
260205,★Worker Tunic,
260206,★Tunic (Dwarf F),
260207,★Little Tunic,
260208,★Tiny Tunic,
260209,★Chest Guard (Gnome M),
260210,★Chest Protector,
260701,★Tort Shirt,
260702,★ Florham Best,
260801,★Gothic Doll Outer,
260901,★Kobold Shoulder Guard,
260902,★ chrome Kobold shoulder guard,
261001,★Jester Tops,
261002,★ hard Publicis Rei Tops,
261101,★Testament Armor,
261201,★Hersant Steam Top,
261202,★ Goraguwaka Tops,
261301,★Genius Gown,
261401,★Holy Light Breastplate,
262001,★Brilliant Top,
262002,★ Brilliant Tops Madame,
262101,★Rouge Sorcie Clothes,
262201,★Agent Jacket,
262202,★ Warme Rio jacket,
262301,DS Clothes Test: 2623,
262401,DS Clothes Test: 2624,
262501,DS Clothes Test: 2625,
262502,★ dark Merchant Tops,
262601,DS Clothes Test: 2626,
262701,★ Aix queue conditioners Armor,
262801,★ Hysteria outer,
262901,★ Alpes Tops,
263001,★ Dark Knight mail,
263101,★ Miyabikimono,
263201,★ Ney Val Officers jacket,
263202,★ Blue Knight Armor,
263301,★ Wind Breaker gown,
263401,★ disk All jacket,
263601,★ abstinence of MaSonoroikoromo,
263602,★ light master Claus,
263701,★ Horai Roman style kimono,
263801,★ FR-A4 Armor,
263901,★ Mifuyun'yoroi,
264001,★ Elixir searcher Court,
264201,★ night layer coat,
264301,★ zero War Court,
264302,★ zero Light Armor,
264303,★ Virumu War Court,
264304,★ Virumu Light Armor,
264401,★ Guranturia Tops,
264501,☆ shadow Brest,
264502,☆ Bloody mail,
264503,☆ steel mail,
264504,☆ gold chain mail,
264505,☆ mirror Wall,
264506,☆ daemon skin mail,
264507,☆ Furuaifumeiru,
264551,☆ cloak,
264552,☆ stardust vestment of,
264553,☆ Demonic Gabu,
264554,☆ black cloak,
264555,☆ Cardinal Robe,
264556,☆ Holy Loch robe,
264557,☆ grudge of clothing,
264558,☆ Kamurobu,
264559,☆ Prophet Robe,
264560,☆ wizard cloak,
264601,☆ Desire harness,
264602,☆ Survival Best,
264603,☆ Fortune Armor,
264604,☆ Gale harness,
264605,☆ sprint mail,
264606,☆ Strong jacket,
264607,☆ Bandit Armor,
264608,☆ harness,
270101,Artifact Top (Fighter),
270201,Artifact Top (Thief),
270301,Artifact Top (Mage),
270401,Artifact Top (Priest),
280101,★Clear Armor (Human M),
280102,★Clear Armor (Human F),
280103,★Clear Armor (Elf M),
280104,★Clear Armor (Elf F),
280105,★Clear Armor (Dwarf M),
280106,★Clear Armor (Dwarf F),
280107,★Clear Armor (Porkul M),
280108,★Clear Armor (Porkul F),
280109,★Clear Armor (Gnome M),
280110,★Clear Armor (Gnome F),
280181,Metal Cui class of novice warrior,
280182,Underling bandit jacket,
280183,Leather Armor of apprentice clergy,
280184,Lobe of the apprentice magician,
280601,★Razer Cloak,
280602,★Robe of the Gathering,
280802,★ blue bikini tops,
280803,Blue bikini tops,
290101,★Disconcerting Armor,
300101,Hose,
300102,Solid Leather Leggings,
300103,Gladiator Leggings,
300104,Elven Leggings,
300105,Hero Leggings,
300106,Crisis Leggings,
300107,Haketon Leggings,
300108,Blessed Leather Leggings,
300109,Sturdy Solid Leather Leggings,
300110,Solid Leather Leggings of Blessing,
300111,Skillful Leather Leggings,
300112,Le Frize leggings,
300113,Gurafiko leggings,
300114,[RD] leather leggings,
300115,[RD] Solid leather leggings,
300181,佩楯 of Kihaku,
300192,Las Weserblick door leggings,
300201,Cuisse,
300202,Magic Cuisse,
300203,Crimson Cuisse,
300204,Gospel Cuisse,
300205,Damascus Cuisse,
300206,Crystal Cuisse,
300207,Leg Armor of Endurance,
300208,Light Cuisse,
300209,Cuisse of the Strong,
300210,Veteran Cuisse,
300211,Advanced Leg Armor of Endurance,
300212,Eisen Cuisse,
300213,Eisen Cuisse of Blessing,
300214,Willpower Chain Leggings,
300215,Invincible Cuisse,
300216,Shake Thing Kyuisu,
300217,Demonic leggings,
300218,Queue La Kyuisu,
300219,[RD] Aizen Kyuisu,
300220,Solomon leggings,
300301,Hard Leggings,
300302,Expert Leggings,
300303,Blood Leggings,
300304,Moon Leggings,
300305,Glory Leggings,
300306,Blessed Leggings,
300307,Strong Hard Leggings,
300308,Blessed Hard Leggings,
300309,Sheepskin Leggings,
300310,Pre-Vie Die leggings,
300311,[RD] hard leggings,
300401,Bulleto,
300402,Bulleto 2,
300403,Bulleto 3,
300404,Bulleto 4,
300405,Bulleto 5,
300406,Greaves of the Strong,
300407,Veteran Greaves,
300408,Off rally shake jet,
300410,Robust Red Burietto,
300501,Steel Bulleto,
300502,Knight Cuisse,
300503,Iris Cuisse,
300504,Phantom Cuisse,
300505,General's Bottoms,
300506,Holy Cuisse,
300507,Steel Bulleto of Valor,
300508,REM-less Fold,
300509,Vaizekyuisu,
300601,Heat Haze Kyuisu,
300603,Aruba Fold,
300801,Bronze 3 Greaves,
300802,Death Bae Ray Deployment Kyuisu,
300803,Ufukyuisu,
300804,Karabari Leg: 0803,
300806,Loud eggplant Kyuisu,
300901,Soldier Cuisse,
300902,Royal Solider Cuisse,
300903,Tiger Homme Kyuisu,
300905,Schmidt Kyuisu,
301201,Chain Hoes,
