#,シリアルID,名前
#,,
#,,
#,1,2
#,1,
#,1,2
#,1,
#,,
40500017,Ville over Tarnovo card
40500018,Ryoma card
40500019,Sammy down card
40500020,Coco Ratu graphics card
40500021,Zaigoukado
40500022,Ulrike card
40500023,Feeling down card
40500024,Greater daemon card
40590001,Arahauikado
40590002,Street vendors maiden Lotte Card
50030132,Steele
50100101,Heal Potion
50100102,Heal Potion (M)
50100103,Ointment
50100104,Thief Potion
50100105,Heal Potion (X)
50100106,Beginner's Potion
50100107,Her Santo Potion
50100111,Material Potion
50100112,Materials Potion DX
50100151,Pop Potion
50100152,Luxury pop Potion
50100153,The finest pop potion
50100154,Pop Potion [CP]
50100155,Luxury pop potion [CP]
50100156,Finest pop potion [CP]
50100201,Antidote
50100202,Smelling Salts
50100203,Special Med
50100204,Silver bullet DX
50100211,Kondemamoru
50100251,Stealth Potion
50100252,Stealth Potion DX
50100253,Stealth Potion DX [CP]
50100261,Beginner Experience Potion
50100262,Experience Potion
50100263,Luxury Experience Potion
50100264,Finest Experience Potion
50100265,Special grade Experience Potion
50100266,Adventurer guidance textbooks
50100301,Simple Camp
50100302,Camp
50100303,High Camp
50100304,Union Camp
50100305,Experimental Simple Camp
50100306,Master Camp
50100307,Grand Camp
50100311,Simple Camp (M)
50100312,Camp (M)
50100313,High Camp (M)
50100314,Master camp [M]
50100399,Test Camp
50100401,Trap Maker
50100402,Item Inspect
50100411,All things melting solution
50100412,Red elixir
50100413,Blue elixir
50100414,Green elixir
50100415,White elixir
50100501,Bag (S)
50100502,Bag (M)
50100503,Pouch
50100504,Search Bag (S)
50100505,Search Bag (M)
50100506,Guardian Bag
50100507,Explorers bag [large]
50100511,Jewel Bag (S)
50100512,Jewel Bag (M)
50100513,Jewelry pouch [large]
50100521,Bag of fledgling
50100599,Test bag 24
50100601,Fighter Permit
50100602,Thief Permit
50100603,Mage Permit
50100604,Priest Permit
50100605,Samurai Permit
50100606,Bishop Permit
50100607,Ninja Permit
50100608,Lord Permit
50100609,Crown career certificate
50100610,Alchemist career certificate
50100701,Fighter Rune Stone
50100702,Thief Rune Stone
50100703,Mage Rune stone
50100704,Priest Rune Stone
50100705,Classless Stone
50100706,Samurai Soul Shard
50100707,Bishop Soul Shard
50100708,Ninja Soul Shard
50100709,Lord Soul Shard
50100710,Clown Rune Stone
50100711,The soul of the pieces [Alchemist]
50100801,Soul Incense (Beginner)
50100802,Soul Incense (Amateur)
50100803,Soul Incense (Acolyte)
50100804,Your incense of the soul [drive]
50100805,Your incense [Ken] of the soul
50100806,Your incense [gravel] of the soul
50100811,Incense of vitality [inspiring]
50100812,Incense of vitality [robust]
50100813,Incense of vitality [quickly]
50100814,Incense of vitality [vigor]
50100815,Incense of vitality [calm]
50100901,Heart powder
50100902,Heart drink
50100903,Heart Flower
50100904,Heart coin
50100905,Heart key
50101001,Friends glass
50101002,Friends Carnelian
50101003,Friends lapis lazuli
50101004,Friends Serafinaito
50101005,Friends Citrine
50101006,Friends Amethyst
50110001,Rain of Arahaui makeover
50110002,Rain of rabbit-chan makeover
50110003,Rain of Nyanchan makeover
50130101,Jewel of ability [HP] LV1
50130102,Jewel of ability [HP] LV2
50130103,Jewel of ability [HP] LV3
50130104,Jewel of ability [HP] LV4
50130111,Jewel of ability [MP] LV1
50130112,Jewel of ability [MP] LV2
50130113,Jewel of ability [MP] LV3
50130114,Jewel of ability [MP] LV4
50130121,Jewel of ability [Physical attack] LV1
50130122,Jewel of ability [Physical attack] LV2
50130123,Jewel of ability [Physical attack] LV3
50130124,Jewel of ability [Physical attack] LV4
50130126,Jewel of ability [magic attack] LV1
50130127,Jewel of ability [magic attack] LV2
50130128,Jewel of ability [magic attack] LV3
50130129,Jewel of ability [magic attack] LV4
50130131,Jewel of ability [physical defense] LV1
50130132,Jewel of ability [physical defense] LV2
50130133,Jewel of ability [physical defense] LV3
50130134,Jewel of ability [physical defense] LV4
50130141,Jewel of ability [magic defense] LV1
50130142,Jewel of ability [magic defense] LV2
50130143,Jewel of ability [magic defense] LV3
50130144,Jewel of ability [magic defense] LV4
50130151,Jewel of the attribute assignment [fire] LV1
50130152,Jewel of the attribute assignment [fire] LV2
50130153,Jewel of the attribute assignment [fire] LV3
50130161,Jewel of the attribute assignment [water] LV1
50130162,Jewel of the attribute assignment [water] LV2
50130163,Jewel of the attribute assignment [water] LV3
50130171,Jewel of the attribute assignment [wind] LV1
50130172,Jewel of the attribute assignment [wind] LV2
50130173,Jewel of the attribute assignment [wind] LV3
50130181,Jewel of the attributes granted [the land] LV1
50130182,Jewel of the attributes granted [the land] LV2
50130183,Jewel of the attributes granted [the land] LV3
50130191,Jewel of the attribute assignment [light] LV1
50130192,Jewel of the attribute assignment [light] LV2
50130193,Jewel of the attribute assignment [light] LV3
50130201,Jewel of the attribute assignment [darkness] LV1
50130202,Jewel of the attribute assignment [darkness] LV2
50130203,Jewel of the attribute assignment [darkness] LV3
50130211,Jewel of resistance [body resistance] LV1
50130212,Jewel of resistance [body resistance] LV2
50130213,Jewel of resistance [body resistance] LV3
50130221,Gem [spirit-resistant] of resistance LV1
50130222,Gem [spirit-resistant] of resistance LV2
50130223,Gem [spirit-resistant] of resistance LV3
50130231,Jewel of ability [movement speed] LV1
50130232,Jewel of ability [movement speed] LV2
50130233,Jewel of ability [movement speed] LV3
50130251,Fury of the scrolls
50130252,Scroll of Aegis
50130253,Chisato quick pace of the scrolls
50130254,Tenka Muso of scrolls
50130255,Scroll of push boldly forward
50130256,Scroll of headlong
50130257,Scroll of thunderclap KazeRetsu
50130258,Scroll of Shippujinrai
50130259,Scroll of Kounryusui
50130260,Free and vigorous of the scrolls
50130261,An endless Weapons training stone
50130262,Infinite Armor training stone
50130263,Infinity of decorative wrought stone
50130264,Scroll of omnipotent
50130301,Search for small pouch
50130302,Search for medium-sized pouch
50130303,Search for large porch
50130304,Search for a small bag
50130305,Search for a medium-sized bag
50130306,Search for large bag
50130307,Search for medium-sized Zach
50130308,Search for large Zach
50130401,Short Life Potion
50130402,Tall Life Potion
50130403,Grande Life Potion
50130411,Short Mana Potion
50130412,Tall Mana Potion
50130413,Grande Mana Potion
50130421,Middle Elixir
50130422,Master Elixir
50130501,Search for the master camp
50130502,Search for ground camp
50130503,Search for the magic bullet DX
50130504,Search for prophylactic DX
50130505,Search for repair tools
50130506,Search for appraisal eye
50130601,Scroll of Harito
50130602,Scroll of Maharito
50130603,Scroll of Katino
50130604,Scroll of Badiosu
50130605,Scroll of Montino
50130606,Scroll of Bamatsu
50130607,Scroll of Badiaru
50130608,Scroll of Revive
50130609,Scroll of Resurrection
50130610,Scroll of self burst
50130611,The alarm of the scrolls
50130701,Plant seems to seed
50130702,Foot of a large insect
50130703,Centerpiece of the organism
50130704,Something of meat
50130705,Murky water
50130706,Clear water
50130707,Something that moldy
50130708,Piled up bread dust
50130709,Bread of ticking
50130710,Fluffy white bread
50130711,4 Copper of skewer meat
50130712,Unidentified course meal
50200101,Shadow Avatar
50300101,Guard crash
50300102,Sphere Brave
50300103,Strike Smash
50300104,Burnishing smash
50300105,Triple Rush
50300106,Roti strike
50300107,shock wave
50300108,Key points against
50300109,The sword cross
50300110,Cut in two
50300111,heat haze
50300112,Tsubamegaeshi
50300113,The sword strength
50300114,Whirlwind
50300115,Armor crash
50300116,Crash attack
50300117,Helmet split
50300118,Aiming
50300119,Drive Spear
50300120,Poison shot
50300121,Power shot
50300122,Speed ​​shot
50300123,Three-Way
50300124,Rising shot
50300125,Burst shot
50300126,Week shot
50300127,Sleeping shot
50300128,Status attack
50300129,Direct slash
50300130,Side attack
50300131,Back attack
50300201,Stealthy steps
50300202,Observe
50300203,Break open
50300204,Sixth Sense
50300205,Long-range
50300206,Physical strength Lv1
50300207,Leg strength Lv1
50300208,Observing eye Lv1
50300209,Hearing Lv1
50300210,Lung vitality Lv1
50300211,Trampled Lv1
50300212,Walking ability
50300213,Hearing ability
50300214,Lung vitality
50300215,Trampled
50300216,Visibility good
50300301,Harito
50300302,Morito
50300303,Hadaruto
50300304,Hanito
50300305,Bari
50300401,Toagurefu
50300402,Madiosu
50300403,Pine tree
50300404,Gurefudi
50300405,Diadi
50300406,Di
50300501,Dios
50300602,Activate guard
50300603,Physical hardening
50300604,Rapid
50300605,Poison-resistant Lv1
50300606,Sleep-resistant Lv1
50300607,Paralysis resistant Lv1
50300608,Petrochemical resistant Lv1
50300609,Silence resistant Lv1
50300610,Fascinated resistant Lv1
50300611,Confusion resistant Lv1
50300612,Fainted resistant Lv1
50300613,Fear resistant Lv1
50300614,Darkness resistant Lv1
50300701,Robust Lv1
50300702,Agility Lv1
50300703,Quest of knowledge Lv1
50300704,Faith Lv1
50300801,Pikukii (PICKI)
50300802,Magic Power
50300901,Vital Blow
50300902,Mana absolute
50300903,Quick Move
50300904,Armor shield
50300905,healing
50300906,technical
50300907,Mana reinforcement
50300908,Burst attack
50300909,Ancient magic
50300910,Eagle Eye
50300911,Resist
50300912,Concentrate
50300913,Magic shield
50301001,Para brush strap
50301002,Poison Trap
50301003,Provocation
50301004,Minuet
50301005,Requiem
50301006,The entire provocation
50301007,Raging
50301008,adversity
50301009,guts
50301010,guts
50400101,Kraken Coin
50400102,Counterfeit Kraken Coin
50400201,Aristocrat Coin
50400202,Counterfeit Aristocrat Coin
50400301,Godsire Coin
50400302,Counterfeit Godsire Coin
50401001,Old Sword
50401002,Worthless Bow
50401003,Withered Staff
50401004,Dull Dagger
50401005,Rusty Axe
50401006,Bent Spear
50401007,Worn-Out Cape
50401008,Crusty Helm
50401009,Rusty Armor
50401010,Shabby Shield
50401011,Moldy Gloves
50401012,Holey Shoes
50401013,Rusty Necklace
50401014,Muddy Belt
50401015,Cheap Ring
50401016,Shoddy Katana
50401017,Bent Sword
50401018,Warped Bow
50401019,Useless Staff
50401020,Gripless Dagger
50401021,Dull Axe
50401022,Broken Spear
50401023,Damp Cape
50401024,Bloody Helmet
50401025,Gouged Armor
50401026,Cracked Shield
50401027,Frayed Gloves
50401028,Soleless Shoes
50401029,Dirty Necklace
50401030,Mothbitten Belt
50401031,Smashed Ring
50401032,Poor Sword
50401033,Scraped Kneepad
50401034,Cracked Kneepad
50401035,Gripless Sword
50401036,Overlived Sword
50401037,Bent Knuckles
50401038,Tiny Knuckles
50401039,Bent Cudgel
50401040,Moist Cudgel
50401041,Dingy Earring
50401042,Axe with Bent Handle
50401043,Discarded Hand Axe
50401044,Pounded Hammer
50401045,Bent Iron Hammer
50401046,Weakened Knuckle Splints
50401047,Knicked Knife
50401048,Tarnished Sword
50401049,Unliftable Great Sword
50401050,Slimy Axe
50401051,Blunt Two-handed Axe
50401052,Smooth Wooden Bow
50401053,Nail Pounder
50401054,Dusty Guard Staff
50401055,Warped Spear
50401056,Flimsy Shield
50401057,Better Than Nothing Helmet
50401058,Rag Bandanna
50401059,Gilt Circlette
50401060,Classic Heavy Armor
50401061,Beastly Leather Vest
50401062,Patchwork Robe
50401063,Muddy Cuisse
50401064,Rotted Leather Leggings
50401065,Loose Pants
50401066,Busted Bracers
50401067,Carved Glove
50401068,Unwashed Gloves
50401069,Water-Stained Shoes
50401070,Foul Boots
50401071,Bugeaters
50401072,Plain Necklace
50401073,Melting Earring
50401074,Uncouth Ring
50401075,Undersized Belt
50401076,Gun rusty barrel
50410001,Spider Leg
50410002,100 Year Shine
50410003,Beetle Shell
50410004,Beetle Legs
50410005,Beetle Wings
50420001,Soul Medal
50420002,Shine Medal
50420003,Help Medal
50420004,Sparkle Medal
50420005,Miracle Medal
50420006,Immortal Medal
50420007,No Ash Medal
50420008,Super Medal
50430001,Shining Rock
50430002,Glimmering Rock
50430003,Evil Rock Ore (Impure)
50430004,Evil Rock Ore
50430005,Carozze Ore (Impure)
50430006,Carozze Ore
50430007,Iron Hawk Ore (Impure)
50430008,Iron Hawk Ore
50430009,Dimento Ore (Impure)
50430010,Dimento Ore
50430011,Magic basket stone
50430012,Makago Mareseki
50430101,Gemstone of Carnelian
50430102,Onyx gemstone of
50430103,Gemstone of garnet
50430104,Tourmaline gemstone of
50430105,Gemstone of fluorite
50430106,Ore Ruchirukuotsu
50430107,Amber Ore
50440001,Beautiful Rock
50440002,Corsage
50440003,Handmade Cake
50440004,Mystery Meat
50440005,Cursed Love Letter
50440998,Favorability test item (increase)
50440999,Favorability test item (decrease)
50500101,Adventurer of relics 1
50500102,Adventurers of relics 2
50500103,Adventurer of belongings 3
50600101,HPアップ　Lv1
50600102,HPアップ　Lv2
50600201,MPアップ Lv1
50600202,MPアップ Lv2
50600301,STRアップ Lv1
50600302,STRアップ Lv2
50600401,DEXアップ Lv1
50600402,DEXアップ Lv2
50600501,VITアップ Lv1
50600502,VITアップ Lv2
50600601,AGIアップ Lv1
50600602,AGIアップ Lv2
50600701,INTアップ Lv1
50600702,INTアップ Lv2
50600801,PIEアップ Lv1
50600802,PIEアップ Lv2
50600901,LUKアップ Lv1
50600902,LUKアップ Lv2
50601001,Special pattern 1
50601002,Special pattern 2
50601003,Special pattern 3
50601004,Special pattern 4
50601005,Special pattern 5
50601006,Special pattern 6
50601007,Special pattern 7
50601101,Fighter rank 1
50601102,Fighter rank 2
50601103,Fighter Rank 3
50601104,Fighter rank 4
50601201,Sea Frank 1
50601202,Sea Frank 2
50601203,Sea Frank 3
50601204,Sea Frank 4
50601301,Priest rank 1
50601302,Priest rank 2
50601303,Priest Rank 3
50601304,Priest rank 4
50601401,Meiji rank 1
50601402,Meiji rank 2
50601403,Mage Rank 3
50601404,Meiji rank 4
50700102,Experience Boost
50700103,Water storage
50700104,Water of breakthrough
50800101,Debris of the soul
50800102,Fragments of the soul
50800103,Missing soul
50900101,Debris of Power Stone
50900102,Small chunks of Power Stone
50900103,Mass of Power Stone
51000101,Weapon Forging Stone Lv 1
51000102,Weapon Forging Stone Lv1 (Sample)
51000103,Royal Weapon Forging Stone
51000104,Deluxe Royal Weapon Forging Stone
51000105,Ultimate Royal Weapon Forging Stone
51000106,Special grade Royal weapons training stone
51000151,Royal weapons training stone [CP]
51000152,Luxury Royal weapons training stone [CP]
51000153,The finest Royal weapons training stone [CP]
51000154,Special grade Royal weapons training stone [CP]
51000201,Weapon Forging Stone Lv2
51000301,Weapon Forging Stone Lv3
51000401,Weapon Forging Stone Lv4
51000501,Armor Forging Stone Lv1
51000502,Armor Forging Stone Lv1 (Sample)
51000503,Royal Armor Forging Stone
51000504,Deluxe Royal Armor Forging Stone
51000505,Ultimate Royal Armor Forging Stone
51000506,Special grade Royal Armor training stone
51000551,Royal Armor wrought stone [CP]
51000552,Luxury Royal Armor wrought stone [CP]
51000553,The finest Royal Armor wrought stone [CP]
51000554,Special grade Royal Armor wrought stone [CP]
51000601,Armor Forging Stone Lv2
51000701,Armor Forging Stone Lv3
51000801,Armor Forging Stone Lv4
51000901,Weapon Forging Stone Lv6
51001001,Armor Forging Stone Lv6
51001101,Ultimate Weapon Forging Stone
51001201,Ultimate Armor Forging Stone
51001301,Weapon Forging Stone Lv5
51001401,Armor Forging Stone Lv5
51001501,Accessory Forging Stone Lv1
51001502,Accessory Forging Stone Lv1 (Sample)
51001503,Royal Accessory Forging Stone
51001504,Deluxe Royal Accessory Forging \nStone
51001505,Ultimate Royal Accessory Forging Stone
51001506,Special grade Royal decorative wrought stone
51001551,Royal decorative wrought stone [CP]
51001552,Luxury Royal decorative wrought stone [CP]
51001553,The finest Royal decorative wrought stone [CP]
51001554,Special grade Royal decorative wrought stone [CP]
51001601,Accessory Forging Stone Lv2
51001701,Accessory Forging Stone Lv3
51001801,Accessory Forging Stone Lv4
51001901,Accessory Forging Stone Lv5
51002001,Accessory Forging Stone Lv6
51002101,Ultimate Equipment Forging Stone
51002201,Weapons training stone Lv7
51002202,Weapons training stone Lv8
51002203,Weapons training stone Lv9
51002204,Weapons training stone of God
51002205,Weapons training stone of blessing
51002206,Hasanto weapons training stone WP-G1
51002207,Hasanto weapons training stone WP-G1 [CP]
51002301,Armor training stone Lv7
51002302,Armor training stone Lv8
51002303,Armor training stone Lv9
51002304,Armor training stone of God
51002305,Armor training stone of blessing
51002306,Hasanto Armor wrought stone AR-G1
51002307,Hasanto Armor wrought stone AR-G1 [CP]
51002401,Decorative wrought stone Lv7
51002402,Decorative wrought stone Lv8
51002403,Decorative wrought stone Lv9
51002404,Decorative wrought stone of God
51002405,Decorative wrought stone of blessing
51002406,Hasanto decorative wrought stone AC-G1
51002407,Hasanto decorative wrought stone AC-G1 [CP]
51005101,Stone of numerology rank 1
51005201,Stone of numerology rank 2
51005301,Stone rank 3 of numerology
51005401,Stone of arcane No. 4
51005501,Stone of arcane No. 5
51005601,Stone of numerology rank 6
51005701,Stone of arcane No. 7
51005801,Stone of arcane No. 8
51005901,Stone of arcane No. 10
51006001,Numerology stone rank 10 of the
51006101,Stone of arcane No. 11
51006201,Stone of arcane No. 12
51006301,Stone of arcane No. 13
51006401,Stone of arcane No. 14
51006501,Stone of arcane No. 15
51006601,Stone of numerology rank 16
51006701,Stone of arcane No. 17
51006801,Stone of arcane No. 18
51006901,Stone of numerology rank 19
51007001,Stone of arcane No. 20
51007101,Stone of arcane No. 21
51007201,Stone of arcane No. 22
51007301,Numerology of stone No. 23
51007401,Stone of arcane No. 24
51007501,Stone of arcane No. 25
51007601,Stone of arcane No. 26
51007701,Stone of arcane No. 27
51007801,Numerology of stone No. 28
51007901,Stone of numerology rank 29
51008001,Stone of arcane No. 30
51008101,Stone of arcane No. 31
51009001,Royal arcane stone
51009051,Royal arcane stone [CP]
51010001,Master Material
51010051,Optimized universal material [CP]
51020001,Release agent rank 1
51020002,Release agent rank 2
51020003,Release agent rank 3
51020004,Release agent No. 4
51020005,Release agent No. 5
51020006,Release agent rank 6
51020007,Release agent No. 7
51020008,Release agent No. 8
51020009,Release agent rank 9
51020010,Release agent ranks 10
51020011,Release agent No. 11
51020012,Release agent No. 12
51020013,Release agent No. 13
51020014,Release agent No. 14
51020015,Release agent No. 15
51020016,Release agent ranks 16
51020017,Release agent No. 17
51020018,Release agent No. 18
51020019,Release agent ranks 19
51020020,Release agent No. 20
51020021,Release agent No. 21
51020022,Release agent No. 22
51020023,Release agent No. 23
51020024,Release agent No. 24
51020025,Release agent No. 25
51020026,Release agent No. 26
51020027,Release agent No. 27
51020028,Release agent No. 28
51020029,Release agent ranks 29
51020030,Release agent No. 30
51020031,Release agent No. 31
51021001,Intermediate release agent rank 1
51021002,Intermediate release agent rank 2
51021003,Intermediate release agent rank 3
51021004,Intermediate release agent No. 4
51021005,Intermediate release agent No. 5
51021006,Intermediate release agent ranks 6
51021007,Intermediate release agent No. 7
51021008,Intermediate release agent No. 8
51021009,Intermediate release agent ranks 9
51021010,Intermediate release agent ranks 10
51021011,Intermediate release agent No. 11
51021012,Intermediate release agent No. 12
51021013,Intermediate release agent No. 13
51021014,Intermediate release agent No. 14
51021015,Intermediate release agent No. 15
51021016,Intermediate release agent ranks 16
51021017,Intermediate release agent No. 17
51021018,Intermediate release agent No. 18
51021019,Intermediate release agent ranks 19
51021020,Intermediate release agent No. 20
51021021,Intermediate release agent No. 21
51021022,Intermediate release agent No. 22
51021023,Intermediate release agent No. 23
51021024,Intermediate release agent No. 24
51021025,Intermediate release agent No. 25
51021026,Intermediate release agent No. 26
51021027,Intermediate release agent No. 27
51021028,Intermediate release agent No. 28
51021029,Intermediate release agent ranks 29
51021030,Intermediate release agent No. 30
51021031,Intermediate release agent No. 31
51022001,Universal release agent
51022051,Universal release agent [CP]
51022101,Luxury all-purpose release agent
51022151,Luxury all-purpose release agent [CP]
51023001,Luxury release agent rank 1
51023002,Luxury release agent rank 2
51023003,Luxury release agent rank 3
51023004,Luxury release agent No. 4
51023005,Luxury release agent No. 5
51023006,Luxury release agent ranks 6
51023007,Luxury release agent No. 7
51023008,Luxury release agent No. 8
51023009,Luxury release agent ranks 9
51023010,Luxury release agent ranks 10
51023011,Luxury release agent No. 11
51023012,Luxury release agent No. 12
51023013,Luxury release agent No. 13
51023014,Luxury release agent No. 14
51023015,Luxury release agent No. 15
51023016,Luxury release agent ranks 16
51023017,Luxury release agent No. 17
51023018,Luxury release agent No. 18
51023019,Luxury release agent ranks 19
51023020,Luxury release agent No. 20
51023021,Luxury release agent No. 21
51023022,Luxury release agent No. 22
51023023,Luxury release agent No. 23
51023024,Luxury release agent No. 24
51023025,Luxury release agent No. 25
51023026,Luxury release agent No. 26
51023027,Luxury release agent No. 27
51023028,Luxury release agent No. 28
51023029,Luxury release agent ranks 29
51023030,Luxury release agent No. 30
51023031,Luxury release agent No. 31
51100101,Entrance Map 1
51100102,Entrance Map 2
51100103,Bol Naya Map 1
51100104,Bol Naya Map 2
51100105,Castle Map 1
51100106,Castle Map 2
51100107,Castle Map 3
51100108,Castle Map 4
51100109,Treasury Map 1
51100110,Treasury Map 2
51100111,Reservoir Map 1
51100112,Reservoir Map 2
51100113,Reservoir Map 3
51100114,Core Area Map 1
51100115,Core Area Map 2
51100116,Core Area Map 3
51100117,Soul Room Map 1
51100118,Soul Room Map 2
51100119,Soul Room Map 3
51100121,Palace Map 1
51100122,Palace Map 2
51100123,Palace Map 3
51100125,Sewer F1 Map 1
51100126,Sewer F1 Map 2
51100127,Sewer F1 Map 3
51100128,Sewer1 Exit Map
51100129,Sewer F2 Map 1
51100130,Sewer F2 Map 2
51100131,Sewer F2 Map 3
51100132,Sewer2 Exit Map
51100133,Sewer F3 Map 1
51100134,Sewer F3 Map 2
51100135,Sewer F3 Map 3
51100136,Sewer F3 Map 4
51100137,The Corruption Square Map 1
51100138,The Corruption Square Map 2
51100139,The Corruption Square Map 3
51100140,The Corruption Square Map 4
51100141,The Corruption Square Map 5
51100142,Bloody Hall Map
51100143,Rotting Prison Map 1
51100144,Rotting Prison Map 2
51100145,Rotting Prison Map 3
51100146,Rotting Prison Map 4
51100147,Rotting Prison Map 5
51100148,Vulgar Banquet Map 1
51100149,Vulgar Banquet Map 2
51100150,Vulgar Banquet Map 3
51100151,Vulgar Banquet Map 4
51100152,Vulgar Banquet Map 5
51100153,Seductive Playground Map 1
51100154,Seductive Playground Map 2
51100155,Seductive Playground Map 3
51100156,Seductive Playground Map 4
51100157,Wicked Parliament Map 1
51100158,Wicked Parliament Map 2
51100159,Wicked Parliament Map 3
51100160,Wicked Parliament Map 4
51100161,Traveler's Decline Gate Map 2
51100162,Traveler's Decline Gate Map 3
51100163,Traveler's Decline Gate Map 1
51100164,Ruined Gallery Map 1
51100165,Ruined Gallery Map 2
51100166,Ruined Gallery Map 3
51100167,Lost Path Map 1
51100168,Lost Path Map 2
51100169,Lost Path Map 3
51100170,Arrogant Ogre's Rest Map
51100171,Path of a Thousand Cuts Map
51100172,Fir Elin's Chamber Map
51100173,Warped Heaven Map
51100174,Flawed Palace of Fear Map
51100175,House of Savage Lust Map 1
51100176,House of Savage Lust Map 2
51100177,House of Savage Lust Map 3
51100178,House of Savage Lust Map 4
51100179,Map of collapsed four yuan corridor 1
51100180,Map of collapsed four yuan corridor 2
51100181,Map 1 of Putrid modern alchemy workshop
51100182,Map 2 of Putrid modern alchemy workshop
51100183,Niruda control compartment the site of the map
51100184,Tunnel map of Blue 1
51100185,Tunnel map of Blue 2
51100186,Map 3 of the tunnel of Ao
51100187,Gallery of Ao map of 4
51100188,Deep map of Blue 1
51100189,Deep map of Blue 2
51100190,Map 3 of the deep layers of the Blue
51100191,The deep layers of the Ao map of 4
51100192,Map of Heimon of Zetsuiki
51100193,Map of old Kai basket building 1
51100194,Of old Kai basket sha map 2
51100195,Map 3 of the old Kai basket sha
51100196,Map of the center of the fluctuation 1
51100197,Map of the center of the fluctuation 2
51100198,Map of the center of the fluctuation 3
51100199,Map of the depths of Konmei 1
51100200,Map of the depths of Konmei 2
51100201,Map of the depths of Konmei 3
51100202,Map of tabularium of contraindications 1
51100203,Map of tabularium of contraindications 2
51100204,Map 3 of tabularium of contraindications
51100205,Map of witch of abode 1
51100206,Witch of the abode of the map 2
51100207,Witch of the abode of the map 3
51100208,Of the road that leads to the city of sand map 1
51100209,Leading to the city of sand road map 2
51100210,Map 3 of the road that leads to the city of sand
51100211,Map of the heirs of the garden 1
51100212,Map of the heirs of the garden 2
51100213,Map 3 of the heirs of the garden
51100214,Map of the heirs of the garden 4
51100215,Map of a rotary become Densha 1
51100216,Map of a rotary become Densha 2
51100217,Map 3 of a rotary become Densha
51100218,Map of a rotary become Densha 4
51100219,Mamorusha of the chapel of the map 1
51100220,Mamorusha of the chapel of the map 2
51100221,Mamorusha of the chapel of the map 3
51100222,Map of Sealed Shi Furuzono 1
51100223,Map of Sealed Shi Furuzono 2
51100224,Map 3 of Sealed Shi Furuzono
51100225,Map of the air corridor leading to the Tengen 1
51100226,Map of the air corridor leading to the Tengen 2
51100227,Map 3 of air corridor leading to the Tengen
51100228,Map of the air corridor leading to the Tengen 4
51100229,Map of Shrine of guardian 1
51100230,Map of Shrine of Guardian 2
51100231,Map 3 of the Shrine of the guardian
51100232,Red ore becomes tunnel of map
51100233,Of red ore made tunnel deep map 1
51100234,Of red ore made tunnel deep map 2
51100235,Map of the railway deposits band 1
51100236,Map of the railway deposits band 2
51100237,Map of the railway deposits band 3
