# 110012101,Test protect,1,,,,OTHER,,0,0,,,,,,,,,,,,,,,,,,,,1,0,0,1,ALL,0,,,,SELF,,,,,,,1,1,1,1,1,1,1,1,,,,0,0,0,,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,
# 110012201,Test 2 protect,1,,,,OTHER,,0,0,,,,,,,,,,,,,,,,,,,,1,0,0,1,ALL,0,,,,SELF,,,,,,,1,1,1,1,1,1,1,1,,,,0,0,0,,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,distance,height,NONE,NONE,,,,,,,,,,,,,,,,,,,,
# 101000006,Test Morito,1,,,,MAGIC,,1.2,0,,1,,,,5,,,,,,,,,,,,2,2,1,0,0,1,ENEMY,0,,,,FREE,2000,100,,,Effect time,15,1,1,1,1,1,1,1,1,,,,0,0,0,,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,distance,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,
# 101000007,Test Kealga,1,,,,PHYSIC,,0.6,0,,1,,,,,,,,,,,,,,,,2,2,1,0,0,1,ALLY,0,,,,OBJECT,1000,,,,Effect time,0,1,1,1,1,1,1,1,1,,,,0,0,0,,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,distance,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,
# 101000008,Test day,1,,,,MAGIC,,3,0,,,,,,,,,,,,,,,,,,1,1,1,0,0,1,ALLY,0,,,,OBJECT,10,,,,Effect time,30,1,1,1,1,1,1,1,1,,,,0,0,0,,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,distance,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,
# 101000009,During test day,1,,,,MAGIC,,5,0,,,,,,,,,,,,,,,,,,1,1,1,0,0,1,ALLY,0,,,,OBJECT,10,,,,Effect time,1,1,1,1,1,1,1,1,1,,,,0,0,0,,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,distance,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,
# 101000010,Test day large,1,,,,MAGIC,,7,0,,,,,,,,,,,,,,,,,,1,1,1,0,0,1,ALLY,0,,,,OBJECT,10,,,,Effect time,1,1,1,1,1,1,1,1,1,,,,0,0,0,,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,distance,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,
# 101000011,Test day oversized,1,,,,MAGIC,,7,0,,,,,,,,,,,,,,,,,,1,1,1,0,0,1,ALLY,0,,,,OBJECT,10,,,,Effect time,1,1,1,1,1,1,1,1,1,,,,0,0,0,,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Map ID,scale,NONE,NONE,,,,,,,,,,,,,,,,,,,,
# 101000012,Test attack 01,1,,,,PHYSIC,,0,1,3,2.25,,,5,,,,,,,,,,,,,0,0,1,0,0,1,ENEMY,0,,,,WEAPON,3,1,,,,,1,1,1,1,1,1,1,1,,,,0,0,0,,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Map ID,scale,NONE,NONE,,,,,,,,,,,,,,,,,,,,
# 102000012,Test attack 02,1,,,,PHYSIC,,0,1,4,2.25,,,5,,,,,,,,,,,,,0,0,1,0,0,1,ENEMY,0,,,,WEAPON,4,1,,,,,1,1,1,1,1,1,1,1,,,,0,0,0,,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Map ID,scale,NONE,NONE,,,,,,,,,,,,,,,,,,,,
# 103000012,Test attack 03,1,,,,PHYSIC,,0,1,5,2.25,,,5,,,,,,,,,,,,,0,0,1,0,0,1,ENEMY,0,,,,WEAPON,5,1,,,,,1,1,1,1,1,1,1,1,,,,0,0,0,,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,distance,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,
# 101000013,Test instant death,1,,,,MAGIC,,0.6,0,,,,,,,,,,,,,,,,,,2,2,1,0,0,1,ENEMY,0,,,,OBJECT,1000,,,,Effect time,1,1,1,1,1,1,1,1,1,,,,0,0,0,,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,
# 101000014,Test drop rate 100%,1,,,,OTHER,,0,0,,,,,,,,,,,,,,,,,,,,1,0,0,1,ALL,0,,,,SELF,,,,,,,1,1,1,1,1,1,1,1,,,,0,0,0,,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,distance,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,
110002101,Observe,1,,,,OTHER,,0,1,0,1,,,,,2,,,,,,,,,,,,,1,0,0,1,ALL,0,,,,OBJECT,1000,,,,,,1,1,1,1,1,1,1,1,,,,0,0,0,,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,distance,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,
110003101,look in,1,,,,OTHER,,0,1,0,1,,,,,2,,,,,,,,,,,,,1,0,0,1,ALL,0,,,,OBJECT,1000,,,,,,1,1,1,1,1,1,1,1,,,,0,0,0,,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,
# 110004101,Test 3,1,,,,OTHER,,0,1,0,1,,,,,2,,,,,,,,,,,2,2,1,0,0,1,ALL,0,,,,SELF,,,,,Effect time,60,1,1,1,1,1,1,1,1,,,,0,0,0,,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,
# 110005101,Test 4,1,,,,OTHER,,0,1,0,1,,,,,2,,,,,,,,,,,2,2,1,0,0,1,ALL,0,,,,SELF,,,,,Effect time,60,1,1,1,1,1,1,1,1,,,,0,0,0,,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,distance,height,NONE,NONE,,,,,,,,,,,,,,,,,,,,
# 110006101,01 for effect test,1,,,,MAGIC,,0,0,,1,0,,,,,,,,,,,,,,,2,2,2,0,0,1,ALL,0,,,,FREE,1000,1000,,,Effect time,1,1,1,1,1,1,1,1,1,,,,0,0,0,,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,distance,height,NONE,NONE,,,,,,,,,,,,,,,,,,,,
# 110007101,Stress test skill 1,0,,,,OTHER,,0,0,,1.4,1,,0,0,0,0,0,,,,,,,,,2,2,2,1,0,1,ENEMY,0,0,,,FREE,1000,1000,,,Effect time,10,1,1,1,1,1,1,1,1,,,,0,0,0,,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,distance,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,
# 110008101,Test warp,1,,1,,OTHER,,2,1,,1,1,,,,50,,,,,,,,,,,17,17,111,0,0,1,ALL,0,,,,OBJECT,1000,,,,,,1,1,1,1,1,1,1,1,,,,0,0,0,,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,
# 110009101,Test shield bash,1,,,,PHYSIC,,0,1,,1,1,,0,0,50,0,0,,,,,,,,,0,0,1,1,0,1,ENEMY,0,0,,,SELF,,,,,,,1,1,1,1,1,1,1,1,,,,0,0,0,,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,radius,The target number of people,NONE,NONE,,,,,,,,,,,,,,,,,,,,
# 110010101,Ö,1,,,,OTHER,,0,1,,0,0,,0,0,0,0,0,,,,,,,,,0,0,1,1,0,1,ENEMY,0,0,,,SPHERE,5000,100,,,,,1,1,1,1,1,1,1,1,,,,0,0,0,,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,
# 110011101,test 7,1,,,,OTHER,,0,1,,0,0,,0,0,0,0,0,,,,,,,,,0,0,1,1,0,1,ALLY,0,0,,,SELF,,,,,,,1,1,1,1,1,1,1,1,,,,0,0,0,,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,radius,The target number of people,NONE,NONE,,,,,,,,,,,,,,,,,,,,
# 110013101,test 8,1,,,,OTHER,,0,1,,0,0,,0,0,0,0,0,,,,,,,,,0,0,1,1,0,1,ALLY,0,0,,,SPHERE,1000,100,,,,,1,1,1,1,1,1,1,1,,,,0,0,0,,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,distance,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,
110101101,"Heavenly punishment ""lightning strike"" A",0,,,,OTHER,,0,1,,1,,,,,,,,,,,,,,,,,,,,0,1,ALL,0,,,,DIRECT,,,,,,,1,1,1,1,1,1,1,1,,,,0,0,0,,1,1,
, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,distance,height,NONE,NONE,,,,,,,,,,,,,,,,,,,,
110102101,"Heavenly punishment ""lightning strike"" B",0,,,,OTHER,,0,1,,1,,,,,,,,,,,,,,,,,,,,0,1,ALL,0,,,,FREE,1000,1000,,,,,1,1,1,1,1,1,1,1,,,,0,0,0,,1,1,
, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,distance,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,
110103101,"Heavenly punishment ""lightning strike"" C",0,,,,OTHER,,0,1,,1,,,,,,,,,,,,,,,,,,,,0,1,ALL,0,0,,,DIRECT,,,,,,,1,1,1,1,1,1,1,1,,,,0,0,0,,1,1,
, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,distance,height,NONE,NONE,,,,,,,,,,,,,,,,,,,,
110104101,"Heavenly punishment ""lightning strike"" D",0,,,,OTHER,,0,1,,1,,,,,,,,,,,,,,,,,,,,0,1,ALL,0,,,,FREE,1000,1000,,,,,1,1,1,1,1,1,1,1,,,,0,0,0,,1,1,
, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,distance,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,
110111101,"Heavenly punishment ""Genkotsu"" A",0,,,,OTHER,,0,1,,1,,,,,,,,,,,,,,,,,,,,0,1,ALL,0,0,,,DIRECT,,,,,,,1,1,1,1,1,1,1,1,,,,0,0,0,,1,1,
, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,distance,height,NONE,NONE,,,,,,,,,,,,,,,,,,,,
110112101,"Heavenly punishment ""Genkotsu"" B",0,,,,OTHER,,0,1,,1,,,,,,,,,,,,,,,,,,,,0,1,ALL,0,0,,,FREE,1000,1000,,,,,1,1,1,1,1,1,1,1,,,,0,0,0,,1,1,
, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,distance,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,
110113101,"Heavenly punishment ""Genkotsu"" C",0,,,,OTHER,,0,1,,1,,,,,,,,,,,,,,,,,,,,0,1,ALL,0,0,,,DIRECT,,,,,,,1,1,1,1,1,1,1,1,,,,0,0,0,,1,1,
, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,distance,height,NONE,NONE,,,,,,,,,,,,,,,,,,,,
110114101,"Heavenly punishment ""Genkotsu"" D",0,,,,OTHER,,0,1,,1,,,,,,,,,,,,,,,,,,,,0,1,ALL,0,0,,,FREE,1000,1000,,,,,1,1,1,1,1,1,1,1,,,,0,0,0,,1,1,
, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,
110121101,Fireworks A,0,,,,OTHER,,0,10,,1,,,,,,,,62100511,1,,,,,,,0,7,1,,0,1,ALL,0,0,,,SELF,,,,,,,1,1,1,1,1,1,1,1,,,,0,0,0,,1,1,
, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,
110122101,Fireworks B,0,,,,OTHER,,0,10,,1,,,,,,,,62100512,1,,,,,,,0,7,1,,0,1,ALL,0,0,,,SELF,,,,,,,1,1,1,1,1,1,1,1,,,,0,0,0,,1,1,
, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,
110123101,Fireworks C,0,,,,OTHER,,0,10,,1,,,,,,,,62100513,1,,,,,,,0,7,1,,0,1,ALL,0,0,,,SELF,,,,,,,1,1,1,1,1,1,1,1,,,,0,0,0,,1,1,
, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,
110124101,Fireworks D,0,,,,OTHER,,0,10,,1,,,,,,,,62100514,1,,,,,,,0,7,1,,0,1,ALL,0,0,,,SELF,,,,,,,1,1,1,1,1,1,1,1,,,,0,0,0,,1,1,
, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,
110125101,Fireworks E,0,,,,OTHER,,0,10,,1,,,,,,,,62100515,1,,,,,,,0,7,1,,0,1,ALL,0,0,,,SELF,,,,,,,1,1,1,1,1,1,1,1,,,,0,0,0,,1,1,
, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,
110126101,Break sweep,1,,,,PHYSIC,,0,60,7,,1,,,,50,,1,,,,,,,,,,,1,5,0,1,ENEMY,0,1,,,SELF,,,,,Effect time,0,1,1,1,1,1,1,1,1,,,ATTACK,0,0,0,,1,1,
, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,
110127101,Burst sweep,1,,,,PHYSIC,,5,60,7,,1,,,,50,,1,,,,,,,,,3,,1,5,0,1,ENEMY,0,1,,,SELF,,,,,Effect time,0,1,1,1,1,1,1,1,1,,,ATTACK,0,0,0,,1,1,
, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,
110128101,Proof of participation in PURGE,0,,,,PHYSIC,,0,1,,0,,,,,,,,,,,,,,,,0,,1,0,0,,ALL,0,0,,,SELF,,,,,,,1,1,1,1,1,1,1,1,,,,0,0,0,,1,1,
, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,
110129101,Super reduction in MP consumption,0,,,,PHYSIC,,0,1,,0,,,,,,,,,,,,,,,,0,,1,0,0,,ALL,0,0,,,SELF,,,,,,,1,1,1,1,1,1,1,1,,,,0,0,0,,1,1,
, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,
110130101,Poison recovery,0,,,,OTHER,,0,0,,0,,,,,,,,,,,,,,,,0,,0,0,0,,ALLY,0,0,,,SELF,,,,,,,1,1,1,1,1,1,1,1,,,,0,0,0,,1,1,
, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,
110130102,Paralysis recovery,0,,,,OTHER,,0,0,,0,,,,,,,,,,,,,,,,0,,0,0,0,,ALLY,0,0,,,SELF,,,,,,,1,1,1,1,1,1,1,1,,,,0,0,0,,1,1,
, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,
110130103,Petrification recovery,0,,,,OTHER,,0,0,,0,,,,,,,,,,,,,,,,0,,0,0,0,,ALLY,0,0,,,SELF,,,,,,,1,1,1,1,1,1,1,1,,,,0,0,0,,1,1,
, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,
110130104,Fainting recovery,0,,,,OTHER,,0,0,,0,,,,,,,,,,,,,,,,0,,0,0,0,,ALLY,0,0,,,SELF,,,,,,,1,1,1,1,1,1,1,1,,,,0,0,0,,1,1,
, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,
110130105,Dark recovery,0,,,,OTHER,,0,0,,0,,,,,,,,,,,,,,,,0,,0,0,0,,ALLY,0,0,,,SELF,,,,,,,1,1,1,1,1,1,1,1,,,,0,0,0,,1,1,
, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,
110130106,Sleep recovery,0,,,,OTHER,,0,0,,0,,,,,,,,,,,,,,,,0,,0,0,0,,ALLY,0,0,,,SELF,,,,,,,1,1,1,1,1,1,1,1,,,,0,0,0,,1,1,
, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,
110130107,Silence recovery,0,,,,OTHER,,0,0,,0,,,,,,,,,,,,,,,,0,,0,0,0,,ALLY,0,0,,,SELF,,,,,,,1,1,1,1,1,1,1,1,,,,0,0,0,,1,1,
, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,
110130108,Fascination recovery,0,,,,OTHER,,0,0,,0,,,,,,,,,,,,,,,,0,,0,0,0,,ALLY,0,0,,,SELF,,,,,,,1,1,1,1,1,1,1,1,,,,0,0,0,,1,1,
, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,
110130109,Confusion recovery,0,,,,OTHER,,0,0,,0,,,,,,,,,,,,,,,,0,,0,0,0,,ALLY,0,0,,,SELF,,,,,,,1,1,1,1,1,1,1,1,,,,0,0,0,,1,1,
, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,
110130110,Fear recovery,0,,,,OTHER,,0,0,,0,,,,,,,,,,,,,,,,0,,0,0,0,,ALLY,0,0,,,SELF,,,,,,,1,1,1,1,1,1,1,1,,,,0,0,0,,1,1,
, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,
110130111,HC when hit hard (delayed EO occurs),0,,,,MAGIC,,0,0,,0,,,,,,,,,,,,,,,,0,,0,0,0,,ALLY,0,0,,,SELF,,,,,,,1,1,1,1,1,1,1,1,,,HEAL,0,0,0,,1,1,
, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,
110131101,PURGE behavior restriction grant,0,,,,PHYSIC,,0,1,,0,,,,,,,,,,,,,,,,0,,1,0,0,,ALL,0,0,,,SELF,,,,,,,1,1,1,1,1,1,1,1,,,,0,0,0,,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,
110132101,PURGE action restriction lifted,0,,,,PHYSIC,,0,1,,0,,,,,,,,,,,,,,,,0,,1,0,0,,ALL,0,0,,,SELF,,,,,,,1,1,1,1,1,1,1,1,,,,0,0,0,,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,
110133101,Giving a tailwind,0,,,,OTHER,,0,0,,0,,,,,,,,,,,,,,,,0,,0,0,0,,ALLY,0,0,,,SELF,,,,,,,1,1,1,1,1,1,1,1,,,,0,0,0,,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,
110134101,Round sweep at HH,0,,,,PHYSIC,,0,0,,0,,,,,,,,,,,,,,,,0,,0,0,0,,ALL,0,0,,,SELF,,,,,,,1,1,1,1,1,1,1,1,,,ATTACK,0,0,0,,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,
110135101,Rapid bomb end,1,1,,,OTHER,,0,5,,1.2,1,,,,0,,,50100401,4,,,,,,,4,2,1,0,0,1,ALL,0,,,,SELF,,,,,Effect time,0,1,1,1,1,1,1,1,1,,,,0,0,0,,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,
110136101,Rapid tab end,1,1,,,OTHER,,0,5,,1.2,1,,,,0,,,50100401,4,,,,,,,4,2,1,0,0,1,ALL,0,,,,SELF,,,,,Effect time,6,1,1,1,1,1,1,1,1,,,,0,0,0,,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,
110137101,Rapid blow end,1,1,,,OTHER,,0,5,,1.2,1,,,,0,,,50100401,4,,,,,,,4,2,1,0,0,1,ALL,0,,,,SELF,,,,,Effect time,0,1,1,1,1,1,1,1,1,,,,0,0,0,,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,
110138101,Deadly poison trap,1,1,,,OTHER,,0,5,,1.2,1,,,,0,,,50100401,4,,,,,,,4,2,1,0,0,1,ALL,0,,,,SELF,,,,,Effect time,20,1,1,1,1,1,1,1,1,,,,0,0,0,,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Skill activation by using items,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#camp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,
100601101,Simple camp,1,,,,OTHER,,8,90,,2,,,,,,,,50100301,1,,,,,,,6,7,1,,0,1,ALLY,0,,,,SELF,,,,,Effect time,30,1,1,1,1,1,1,1,1,,,,0,0,0,,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,
100602101,camp,1,,,,OTHER,,8,90,,2,,,,,,,,50100302,1,,,,,,,6,7,1,,0,1,ALLY,0,,,,SELF,,,,,Effect time,30,1,1,1,1,1,1,1,1,,,,0,0,0,,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,
100603101,High camp,1,,,,OTHER,,8,90,,2,,,,,,,,50100303,1,,,,,,,6,7,1,,0,1,ALLY,0,,,,SELF,,,,,Effect time,30,1,1,1,1,1,1,1,1,,,,0,0,0,,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,
100604101,Union camp,1,,,,OTHER,,8,90,,2,,,,,,,,50100304,1,,,,,,,6,7,1,,0,1,ALLY,0,,,,SELF,,,,,Effect time,30,1,1,1,1,1,1,1,1,,,,0,0,0,,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,
