#id,item_type,quality,_?????_???????,?????????,3,es_hand_r,es_hand_l,es_quiver,?????,?????,?????,??????,??????,??????,?????,es_?????,??_?????,?????,es_??????,es_avatar_head,es_avatar_body,es_avatar_legs,es_avatar_arms,es_avatar_feet,es_avatar_mantle,req_hum_m,req_hum_f,req_elf_m,req_elf_f,req_dwf_m,req_dwf_f,req_por_m,req_por_f,req_gnm_m,req_gnm_f,???????,req_thief,req_mage,????,??_???,req_neutral,??_??,40,41,req_str,req_vit,req_dex,req_agi,req_int,req_pie,req_luk,req_soul_rank,??????,?????,51,52,53,???????,???????,?????,56,pdef_fire,pdef_water,pdef_wind,pdef_earth,pdef_light,pdef_dark,63,64,65,matk_fire,????????,matk_wind,matk_earth,??????,matk_dark,72,73,74,75,76,??_hp,??_mp,??_str,??_vit,??_dex,??_agi,??_int,????,??_luk,res_poison,res_paralyze,????,res_faint,??_?????,res_sleep,??_?????,??????,res_confusion,????,96,????????,status_percent,????????,?????????,??????,102,103,104,????????,no_storage,no_discard,?????,????,?????????,??????,????????,??,????,?????118,?????119,?????120,?????121,?????122,?????123,?????124,?????125,?????126,?????127,?????128,?????129,?????130,??????,req_ninja,req_bishop,req_lord,?????135,?????136,?????137,?????138,?????139,?????140,req_???,req_alchemist,??,??,?????ID,????,???,??
100111,HELMET,NORMAL,?????????,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,,,0,0,0,0,0,0,0,0,0,27,0,,,40,40,20,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,?,,,,0,0,0,0,0,0,0,0,,100103,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,10,2,0,33,8,0.8
100112,HELMET,GOOD,??????????,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,0,0,0,0,0,0,0,0,0,40,0,,,40,40,20,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,20,10,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,,,0,0,??,?,,,,0,0,0,0,0,0,0,0,,100103,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,15,3,0,44,20,0.9
100113,HELMET,GOOD,?�???????,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,,,0,0,0,0,0,0,0,0,0,44,0,,,40,40,20,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,15,20,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,?,,,,0,0,0,0,0,0,0,0,,100103,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,17,2,0,51,24,0.9
100114,HELMET,NORMAL,????????,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,,,0,0,0,0,0,0,0,0,0,48,0,,,40,40,20,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,20,20,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,?,,,,0,0,0,0,0,0,0,0,,100103,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,19,2,0,61,29,0.9
100115,HELMET,NORMAL,????????,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,,,0,0,0,0,0,0,0,0,0,52,0,,,40,40,20,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,25,5,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,?,,,,0,0,0,0,0,0,0,0,,100103,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,21,2,0,74,34,1.9
100116,HELMET,NONE,?RD???????????,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,?,,,,0,0,0,0,0,0,0,0,,100103,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0
100181,HELMET,MASTER,?????????,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,38,0,,,40,40,20,,0,0,0,0,0,0,,,,8,8,8,8,0,0,,,,,,30,10,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,?,,,,0,0,0,0,0,0,0,0,,100103,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,14,4,0,49,15,1
100191,HELMET,NORMAL,???????,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,40,40,20,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,?,,,,0,0,0,0,1,0,1,0,,100103,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,1,1,0,5,1,0.8
100192,HELMET,NORMAL,??�???????????????,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,,,0,0,0,0,0,0,0,0,0,54,0,,,40,40,20,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,30,5,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,?,,,,0,0,0,0,0,0,0,0,,100103,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,22,2,0,80,37,1.9
100193,HELMET,NONE,?RD???????,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,?,,,,0,0,0,0,0,0,0,0,,100103,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0
100201,HELMET,NORMAL,???????,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,40,30,30,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,?,,,,0,0,0,0,0,0,1,0,,100201,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,2,4,0,15,2,2
100202,HELMET,NORMAL,???????,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,56,0,,,40,30,30,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,45,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,?,,,,0,0,0,0,0,0,0,0,,100201,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,23,4,0,93,39,4.2
100203,HELMET,NONE,????????,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,?,,,,0,0,0,0,0,0,0,0,,100201,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0
100204,HELMET,NONE,???????,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,?,,,,0,0,0,0,0,0,0,0,,100201,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0
100205,HELMET,NONE,????????,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,?,,,,0,0,0,0,0,0,0,0,,100201,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0
100206,HELMET,NONE,????????,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,?,,,,0,0,0,0,0,0,0,0,,100201,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0
100207,HELMET,POOR,??????,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,40,30,30,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,?,,,,0,0,0,0,0,0,1,0,,100201,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,1,4,0,1,1,5
100208,HELMET,GOOD,????????,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,40,40,20,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,?,,,,0,0,0,0,0,0,1,0,,100201,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,2,4,0,13,1,1.7
100209,HELMET,NORMAL,???????????,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,40,30,30,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,?,,,,0,0,0,0,0,0,0,0,,100201,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,4,4,0,20,0,1.6
100210,HELMET,NORMAL,??????????,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,40,30,30,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,?,,,,0,0,0,0,0,0,0,0,,100201,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,5,4,0,16,0,1.3
100211,HELMET,NORMAL,??????????,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,0,0,0,0,0,0,0,6,0,27,0,,,40,30,30,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,?,,,,0,0,0,0,0,0,0,0,,100201,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,10,4,0,36,2,1.6
100212,HELMET,MASTER,?????,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,,,0,0,0,0,0,0,0,0,0,42,0,,,40,40,20,,0,0,0,0,0,5,,,,0,0,0,0,0,5,,,,,,25,20,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,?,,,,0,0,0,0,0,0,0,0,,100201,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,16,2,0,53,25,1
100213,HELMET,NORMAL,???????,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,,,0,0,0,0,0,0,0,0,0,62,0,,,40,40,20,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,50,20,2,3,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,?,,,,0,0,0,0,0,0,0,0,,100201,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,26,2,0,119,56,2.3
100214,HELMET,MASTER,??????????,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,0,0,0,0,0,0,0,0,0,27,0,,,40,40,20,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,10,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,,,0,0,??,?,,,,0,0,0,0,0,0,0,0,,100201,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,10,2,0,35,14,1
100301,HELMET,NORMAL,?????????,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,40,40,20,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,?,,,,0,0,0,0,0,0,1,0,,100301,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,2,1,0,12,1,1.1
100302,HELMET,NONE,?????????,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,?,,,,0,0,0,0,0,0,0,0,,100302,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0
100303,HELMET,NORMAL,???????,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,,,0,0,0,0,0,0,0,0,0,42,0,,,40,40,20,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,5,30,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,?,,,,0,0,0,0,0,0,0,0,,100302,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,16,2,0,47,21,1
100304,HELMET,NORMAL,??????,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,,,0,0,0,0,0,0,0,0,0,60,0,,,40,40,20,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,40,20,2,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,?,,,,0,0,0,0,0,0,0,0,,100302,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,25,2,0,109,52,2.3
100305,HELMET,NONE,????????,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,?,,,,0,0,0,0,0,0,0,0,,100302,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0
100306,HELMET,NONE,???????,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,?,,,,0,0,0,0,0,0,0,0,,100302,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0
100307,HELMET,NORMAL,????????????,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,40,40,20,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,?,,,,0,0,0,0,0,0,0,0,,100302,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,4,2,0,16,2,1
100308,HELMET,NONE,?RD??????????,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,?,,,,0,0,0,0,0,0,0,0,,100302,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0
100401,HELMET,NORMAL,???????,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,40,40,20,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,?,,,,0,0,0,0,0,0,0,0,,100401,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,5,4,0,24,0,1.8
100402,HELMET,GOOD,???????2,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,44,0,,,40,40,20,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,35,0,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0,??,?,,,,0,0,0,0,0,0,0,0,,100402,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,17,4,0,52,23,1.8
100403,HELMET,NORMAL,??????? 3,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,58,0,,,40,40,20,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,50,0,4,1,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,,,0,0,??,?,,,,0,0,0,0,0,0,0,0,,100403,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,24,4,0,104,46,1.8
100404,HELMET,MASTER,??????? 4,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,56,0,,,40,40,20,,0,0,0,0,0,0,,,,5,0,0,0,0,0,,,,,,75,0,3,7,3,2,1,3,0,0,0,0,0,10,0,0,0,0,0,,,0,0,??,?,,,,0,0,0,0,0,0,0,0,,100403,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,23,4,0,108,45,3.8
