#,#Identification information,,,,,,,,,,,,,,Good /bad,Can it be removed arbitrarily,Overwrite effect,,,Abnormal state type,,,,Displayed in a special area,Is it an equipment buff?
#,#serialid,In-game name,,Icon ID,Log ID,Log ID at the time of death,Stealth log ID,Effect ID,Motion stop,Footprint invalid,Bright light,Additional Trail (Physical) Effect ID,Insurance amulet (equipment),Log ID when the effect is duplicated,,,,Effect log ID,,,Effect playback disabled during change map,Screen effect,Action button forced enable,,
#,#: Up to 6000,Normal time,In-game description,,,,,,,,,,,,,,,,At the time of grant effect,,,,,,
#,#,,,,,,Automatic calculation,,,,,,,,,,,,,,,,,,
#,1,,,,,,,,,,,,,,5,6,9,,,4,,,,,
#,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
36,Sanity,,505035,18,,18,,,,,,,,NONE,0,0,,,,,,,,,
37,Sanity,,505034,18,,18,,,,,,,,NONE,0,0,,,,,,,,,
38,Sanity,,505033,18,,18,,,,,,,,NONE,0,0,,,,,,,,,
39,Sanity,,505032,18,,18,,,,,,,,NONE,0,0,,,,,,,,,
40,Sanity,,505031,18,,18,,,,,,,,NONE,0,0,,,,,,,,,
41,Sanity,<color PARAM_DN> Cannot Draw Weapon </color>,505030,18,,18,,,,,,,,NONE,0,0,,,,,,,,,
42,,,,,,,,,,,,,,NONE,0,0,,,,,,,,,
43,,,,,,,,,,,,,,NONE,0,0,,,,,,,,,
51,Death Penalty,<color PARAM_DN> All Parameters Down </color>,505010,1,,1,,,,,,,1,NONE,0,0,,,,,,,,,
52,Mentor Restrictions,<color PARAM_DN> No Benefit To Mentee /AdPoint Acquisition Bonus Inactive </color>,105052,1,,1,,,,,,,1,NONE,0,0,,,,,,,,,
100,,,,,,,,,,,,,,NONE,0,0,,,,,,,,,
101,Sleep,<color PARAM_DN> Block Action </color> /<color PARAM_DN> Block Movement </color> /<color PARAM_DN> Increase Damage Received </color>,400002,4,,4,,,,,,,1,BAD,0,1,,,,,,,,,
102,Faint,<color PARAM_DN> Bock action </color> /<color PARAM_DN> Block Movement </color>,400008,9,,9,,,,,,,1,BAD,0,1,,,,,,,,,
103,Paralyze,<color PARAM_DN> Actions Fail </color>,400003,5,,5,,,,,,,1,BAD,0,0,,,,,,,,,
104,Silent,<color PARAM_DN> Block Skill Use </color>,400005,3,,3,,,,,,,1,BAD,0,1,,,,,,,,,
105,Poison,Damage Over Time,400001,3,,3,1,,,,,,1,BAD,0,0,,,,,,,,,
106,Confusion,<color PARAM_DN> Move Randomly </color>,,,,,,,,,,,,BAD,0,0,,,,,,,,,
107,Fear,<color PARAM_DN> Can't Draw Weapon </color> /<color PARAM_DN> Perception Area Decreased </color>,400009,3,,3,,,,,,,1,BAD,0,1,,,,,,,,,
108,Petrify,<color PARAM_DN> Block Action </color> /<color PARAM_DN> Block Movement </color> /<color PARAM_UP> Decrease Damage Received </color>,400004,6,,6,,1,,,,,1,BAD,0,1,,,,,,,,,
109,Charm,<color PARAM_DN> Can't Draw Weapon </color> /<color PARAM_DN> Can't Use OD </color>,400006,14,,14,,,,,,,1,BAD,0,0,,,,,,,,,
110,Blind,<color PARAM_DN> Decrease Perceptible Area </color>,400010,8,,8,,,,,,,1,BAD,0,0,,,,,,,,,
111,Sleeping Gas,<color PARAM_DN> Block Action </color> /<color PARAM_DN> Block Movement </color> /<color PARAM_DN> Increase Damage Received </color>,400002,4,,4,,,,,,,1,BAD,0,1,,,,,,,,,
112,Paralyze & Fear,<color PARAM_DN> Unable to Take Actions </color> /<color PARAM_DN> Can't Draw Weapon </color> /<color PARAM_DN> Perception Area Decreased </color>,400003,5,,5,,,,,,,1,BAD,0,0,,,,,,,,,
113,Fear,<color PARAM_DN> Can't Draw Weapon </color> /<color PARAM_DN> Perception Area Decreased </color>,400009,3,,3,,,,,,,1,BAD,0,1,,,,,,,,,
114,,,,,,,,,,,,,,NONE,0,1,,,,,,,,,
115,Special petrification,<color PARAM_DN> Stop action </color> /<color PARAM_DN> Stop moving </color> /<color PARAM_UP> Reduce damage received </color>,400004,6,,6,,1,,,,,1,NONE,0,1,,,,,,,,,
116,Special petrification,,,,,,,,,,,,,NONE,0,1,,,PETRIFACTION,,,,,,
117,Self-healing,<color PARAM_UP> HP recovers at regular intervals </color> /<color PARAM_DN> Stop action </color> /<color PARAM_DN> Stop moving </color> /<color PARAM_UP> Reduce damage received </color>,400004,19,,19,,1,,,,,1,NONE,0,1,,,,,,,,,
118,paralysis,<color PARAM_DN> Action failure </color>,400003,5,,5,,,,,,,1,BAD,0,0,,,PARALYSIS,,,,,,
119,darkness,<color PARAM_DN> Reduced field of view </color>,400010,8,,8,,,,,,,1,BAD,0,0,,,DARK,,,,,,
120,paralysis,<color PARAM_DN> Action failure </color>,400003,5,,5,,,,,,,1,BAD,0,0,,,,,,,,,
121,Paralytic gas,<color PARAM_DN> Action failure </color>,400003,5,,5,,,,,,,1,BAD,0,0,,,PARALYSIS,,,,,,
122,darkness,<color PARAM_DN> Reduced field of view </color>,400010,8,,8,,,,,,,1,BAD,0,0,,,DARK,,,,,,
123,fatigue,<color PARAM_DN> Maximum HP decrease </color>,102001,1,,1,,,,,,,1,BAD,0,2,,,,,,,,,
124,,,,,,,,,,,,,,BAD,0,0,,,,,,,,,
125,,,,,,,,1,,,,,1,NONE,0,1,,,,,,,,,
126,Mineralization,<color PARAM_DN> Stop action </color> /<color PARAM_DN> Stop moving </color> /<color PARAM_UP> Reduce damage received </color> /Damage over time,400004,6,,6,,1,,,,,1,BAD,0,1,,,PETRIFACTION,,,,,,
127,Cursed,<color PARAM_DN> Stop action </color> /<color PARAM_DN> Stop moving </color> /<color PARAM_UP> Reduce damage received </color> </br> <color PARAM_DN> Death due to time out </color>,400004,27,,27,,1,,,,,1,NONE,0,1,,,,,,,,,
128,Prevention of cursed,,105010,1,,1,,,,,,,,NONE,0,1,,,,,,,,,
129,,,,,,,,,,,,,,NONE,0,0,,,,,,,,,
130,,,,,,,,,,,,,,BAD,0,0,,,,,,,,,
131,confusion,<color PARAM_DN> Reverse movement direction </color> /<color PARAM_DN> Step /jump prohibited </color> /<color PARAM_DN> Action failure </color>,400007,7,,7,,,,,,,1,BAD,0,1,,,CONFUSION,,2,,,,
132,confusion,<color PARAM_DN> Attack judgment uncontrollable </color> /<color PARAM_DN> Action failure </color>,400007,7,,7,,,,,,,1,BAD,0,1,,,CONFUSION,,,,,,
133,darkness,<color PARAM_DN> Reduced field of view </color>,400010,8,,8,,,,,,,1,BAD,0,0,,,,,,,,,
134,darkness,<color PARAM_DN> Reduced field of view </color>,400010,8,,8,,,,,,,1,BAD,0,0,,,,,,,,,
135,,,,,,,,,,,,,,NONE,0,0,102,,,,,,,,
136,,,,,,,,,,,,,,BAD,0,0,,,,,,,,,
137,fatigue,,,,,,,,,,,,1,NONE,0,0,,,,,,,,,
138,fatigue,<color PARAM_DN> Maximum HP decrease </color>,102001,1,,1,,,,,,,1,BAD,0,0,,,,,,,,,
139,fatigue,<color PARAM_DN> Maximum HP decrease </color>,102001,1,,1,,,,,,,1,BAD,0,0,,,,,,,,,
140,fatigue,<color PARAM_DN> Maximum HP decrease </color>,102001,1,,1,,,,,,,1,BAD,0,0,,,,,,,,,
141,,,,,,,,,,,,,,NONE,0,1,,,,,,,,,
142,,,,,,,,,,,,,,NONE,0,1,,,,,,,,,
143,Fainted,<color PARAM_DN> Stop action </color> /<color PARAM_DN> Stop moving </color>,400008,9,,9,,,,,,,1,BAD,0,1,,,FAINT,,,,,,
144,Fear & confusion,,,,,,,,,,,,,NONE,0,0,,,,,,,,,
145,Curse poison,Over time damage /<color PARAM_DN> Maximum HP reduction </color>,400001,1,,1,,,,,,,1,BAD,0,0,,,POISON,,,,,,
146,fatigue,<color PARAM_DN> Maximum HP decrease </color>,102001,1,,1,,,,,,,1,BAD,0,2,,,,,,,,,
153,Paralyze,<color PARAM_DN> Actions Fail </color>,400003,5,,5,,,,,,,1,BAD,0,0,,,,,,,,,
157,Fear,<color PARAM_DN> Can't Draw Weapon </color> /<color PARAM_DN> Perception Area Decreased </color>,400009,3,,3,,,,,,,1,BAD,0,1,,,,,,,,,
158,Petrify,<color PARAM_DN> Unable to Take Actions </color> /<color PARAM_DN> Unable To Move </color> /<color PARAM_UP> Decrease Damage Received </color>,400004,6,,6,,1,,,,,1,BAD,0,1,,,,,,,,,
159,Charm,<color PARAM_DN> Can't Draw Weapon </color> /<color PARAM_DN> Can't Use OD </color>,400006,14,,14,,,,,,,1,BAD,0,0,,,,,,,,,
160,Mineralization,<color PARAM_DN> Stop action </color> /<color PARAM_DN> Stop moving </color> /<color PARAM_UP> Reduce damage received </color>,400004,6,,6,,1,,,,,1,BAD,0,1,,,PETRIFACTION,,,,,,
161,Confusion poison,,,,,,,,,,,,,BAD,0,0,,,,,,,,,
162,Confusion poison,<color PARAM_DN> Reverse movement direction </color> /<color PARAM_DN> Step /jump prohibited </color> /<color PARAM_DN> Action failure </color>,400007,7,,7,,,,,,,1,BAD,0,1,,,CONFUSION,,2,,,,
163,Confusion poison,<color PARAM_DN> Attack judgment uncontrollable </color> /<color PARAM_DN> Action failure </color> /Time-lapse damage,400007,7,,7,,,,,,,1,BAD,0,1,,,CONFUSION,,,,,,
164,Fascinating kiss,<color PARAM_DN> No sword removal </color> /<color PARAM_DN> OD not available </color> /<color PARAM_DN> Stop moving </color>,400006,14,,14,,,,,,,1,BAD,0,0,,,CHARM,,,,,,
201,Paralyze,<color PARAM_DN> Actions Fail </color>,400003,5,,5,,,,,,,1,BAD,0,0,,,,,,,,,
202,Charged,,400003,,,,,,,,,,1,NONE,0,1,,,,,,,,,
203,Charged,,400003,,,,,,,,,,1,NONE,0,1,,,,,,,,,
204,Charged,,400003,,,,,,,,,,1,NONE,0,1,,,,,,,,,
211,sore,,,,,,,,,,,,1,BAD,0,0,,,,,,,,,
212,sore,Over time damage,105022,3,,3,3,,,,,,1,BAD,0,0,,,,,,,,,
213,sore,Over time damage,105022,3,,3,3,,,,,,1,BAD,0,0,,,,,,,,,
214,sore,Over time damage,105022,3,,3,3,,,,,,1,BAD,0,0,,,,,,,,,
215,sore,Over time damage,105022,3,,3,3,,,,,,1,BAD,0,0,,,,,,,,,
216,sore,Over time damage,105022,3,,3,3,,,,,,1,BAD,0,0,,,,,,,,,
217,sore,Over time damage,105022,3,,3,3,,,,,,1,BAD,0,0,,,,,,,,,
218,sore,Over time damage,105022,3,,3,3,,,,,,1,BAD,0,0,,,,,,,,,
219,sore,Over time damage,105022,3,,3,3,,,,,,1,BAD,0,0,,,,,,,,,
220,sore,Over time damage,105022,3,,3,3,,,,,,1,BAD,0,0,,,,,,,,,
221,sore,Over time damage,105022,3,,3,3,,,,,,1,BAD,0,0,,,,,,,,,
222,Random effect,,,,,,,,,,,,1,NONE,0,0,,,,,,,,,
223,combustion,Over time damage,105022,3,,3,3,,,,,,1,BAD,0,0,,,,,,,,,
224,Dirty Flame,<color PARAM_DN> Reduced heel recovery </color>,105022,3,,3,3,,,,,,1,BAD,0,0,,,,,,,,,
231,Grand wrap,<color PARAM_DN> Slow movement speed </color> /<color PARAM_DN> Action failure </color>,400003,,,,,,,,,,1,BAD,0,0,,,,,,,,,
451,Silent,<color PARAM_DN> Unable To Use Skills </color>,400005,3,,3,,,,,,,1,BAD,0,1,,,,,,,,,
500,poison,Over time damage,400001,3,,3,1,,,,,,1,NONE,0,0,,,,,,,,1,
501,Poison,Damage Over Time,400001,3,,3,1,,,,,,1,BAD,0,0,,,POISON,,,,,,
502,Poison,Damage Over Time,400001,3,,3,1,,,,,,1,BAD,0,0,,,POISON,,,,,,
503,Poison,Damage Over Time,400001,3,,3,1,,,,,,1,BAD,0,1,,,POISON,,,,,,
504,Poison,Damage Over Time,400001,3,,3,1,,,,,,1,BAD,0,0,,,POISON,,,,,,
505,Poison,Damage Over Time,400001,2,,2,,,,,,,1,BAD,0,1,,,POISON,,,,,,
506,Poison,Damage Over Time,400001,2,,2,,,,,,,1,BAD,0,1,,,POISON,,,,,,
507,Poison,Damage Over Time,400001,2,,2,1,,,,,,1,BAD,0,1,,,POISON,,,,,,
508,Poison,Damage Over Time,400001,2,,2,,,,,,,1,BAD,0,1,,,POISON,,,,,,
509,poison,Over time damage,400001,2,,2,1,,,,,,1,BAD,0,1,,,POISON,,,,,,
510,Poison,Damage Over Time,400001,3,,3,1,,,,,,1,BAD,0,0,,,POISON,,,,,,
511,Poison,Damage Over Time,400001,3,,3,1,,,,,,1,BAD,0,0,,,POISON,,,,,,
512,Poison,Damage Over Time,400001,3,,3,1,,,,,,1,BAD,0,0,,,POISON,,,,,,
513,Poison,Damage Over Time,400001,3,,3,1,,,,,,1,BAD,0,0,,,POISON,,,,,,
514,Poison,Damage Over Time,400001,3,,3,1,,,,,,1,BAD,0,0,,,POISON,,,,,,
515,Poison,Damage Over Time,400001,3,,3,1,,,,,,1,BAD,0,0,,,POISON,,,,,,
516,Poison,Damage Over Time,400001,3,,3,1,,,,,,1,BAD,0,0,,,POISON,,,,,,
517,poison,Over time damage,400001,3,,3,1,,,,,,1,BAD,0,0,,,POISON,,,,,,
518,poison,Over time damage,400001,2,,2,,,,,,,1,BAD,0,1,,,POISON,,,,,,
519,poison,Over time damage,400001,2,,2,,,,,,,1,BAD,0,1,,,POISON,,,,,,
520,poison,Over time damage,400001,3,,3,1,,,,,,1,BAD,0,0,,,POISON,,,,,,
521,poison,Over time damage,400001,3,,3,1,,,,,,1,BAD,0,0,,,POISON,,,,,,
522,poison,Over time damage,400001,3,,3,1,,,,,,1,BAD,0,0,,,POISON,,,,,,
523,poison,Over time damage,400001,3,,3,1,,,,,,1,BAD,0,0,,,POISON,,,,,,
524,poison,Over time damage,400001,3,,3,1,,,,,,1,BAD,0,0,,,POISON,,,,,,
525,poison,Over time damage,400001,3,,3,1,,,,,,1,BAD,0,0,,,POISON,,,,,,
526,poison,Over time damage,400001,3,,3,1,,,,,,1,BAD,0,0,,,POISON,,,,,,
527,Ibaranomichi,<color PARAM_DN> Damage over time </color> /<color PARAM_DN> Decrease in movement speed </color> /<color PARAM_DN> Decrease in AGI </color>,400001,3,,3,,,,,,,1,BAD,0,0,,,,,,,,,
528,poison,Over time damage,400001,3,,3,1,,,,,,1,BAD,0,0,,,POISON,,,,,,
529,poison,Over time damage,400001,3,,3,1,,,,,,1,BAD,0,0,,,POISON,,,,,,
530,Poison,Damage Over Time,400001,3,,3,1,,,,,,1,BAD,0,0,,,POISON,,,,,,
531,Poison,Damage Over Time,400001,3,,3,1,,,,,,1,BAD,0,0,,,POISON,,,,,,
532,Poison,Damage Over Time,400001,3,,3,1,,,,,,1,BAD,0,0,,,POISON,,,,,,
533,Poison,Damage Over Time,400001,3,,3,1,,,,,,1,BAD,0,0,,,POISON,,,,,,
534,Poison,Damage Over Time,400001,3,,3,1,,,,,,1,BAD,0,0,,,POISON,,,,,,
535,Poison,Damage Over Time,400001,3,,3,1,,,,,,1,BAD,0,0,,,POISON,,,,,,
536,Poison,Damage Over Time,400001,3,,3,1,,,,,,1,BAD,0,0,,,POISON,,,,,,
537,Hungry curse,"Starvation reduces HP, MP, and OD, and <br> loses dietary effects.",400001,3,,3,1,,,,,,1,NONE,0,1,,,,,,,,,
538,poison,Over time damage,400001,3,,3,1,,,,,,1,BAD,0,0,,,POISON,,,,,,
539,Magic needle,Damage over time /<color PARAM_DN> Cannot be released </color>,400001,3,,3,1,,,,,,1,NONE,0,0,,,,,,,,,
540,snake venom,,,,,,,,,,,,1,BAD,0,0,,,,,,,,,
541,snake venom,Over time damage,400001,3,,3,1,,,,,,1,BAD,0,0,,,POISON,,,,,,
542,snake venom,Over time damage,400001,3,,3,1,,,,,,1,BAD,0,0,,,POISON,,,,,,
543,snake venom,Over time damage,400001,3,,3,1,,,,,,1,BAD,0,0,,,POISON,,,,,,
544,snake venom,Over time damage,400001,3,,3,1,,,,,,1,BAD,0,0,,,POISON,,,,,,
545,snake venom,Over time damage,400001,3,,3,1,,,,,,1,BAD,0,0,,,POISON,,,,,,
546,poison,Over time damage,400001,3,,3,1,,,,,,1,BAD,0,1,,,POISON,,,,,,
547,Flame poison,Damage over time /<color PARAM_DN> Magical HP recovery reduction </color>,105022,1,,1,3,,,,,,1,BAD,0,0,,,,,,,,,
548,Spread Maris,,,,,,,,,,,,1,BAD,0,0,,,,,,,,,
549,Spread Maris Lv1,Over time damage,400001,3,,3,1,,,,,,1,BAD,0,0,,,,,,,,,
550,Spread Maris Lv2,Over time damage,400001,3,,3,1,,,,,,1,BAD,0,0,,,,,,,,,
551,Spread Maris Lv3,Over time damage,400001,3,,3,1,,,,,,1,BAD,0,0,,,,,,,,,
552,Spread Maris Lv4,Over time damage,400001,3,,3,1,,,,,,1,BAD,0,0,,,,,,,,,
553,Spread Maris Lv5,Over time damage,400001,3,,3,1,,,,,,1,BAD,0,0,,,,,,,,,
554,Spread Maris Lv6,Over time damage,400001,3,,3,1,,,,,,1,BAD,0,0,,,,,,,,,
555,Spread Maris Lv7,Over time damage,400001,3,,3,1,,,,,,1,BAD,0,0,,,,,,,,,
556,Spread Maris Lv8,Over time damage,400001,3,,3,1,,,,,,1,BAD,0,0,,,,,,,,,
557,Spread Maris Lv9,Over time damage,400001,3,,3,1,,,,,,1,BAD,0,0,,,,,,,,,
558,Spread Maris Lv10,Over time damage,400001,3,,3,1,,,,,,1,BAD,0,0,,,,,,,,,
559,poison,Over time damage,400001,3,,3,1,,,,,,1,BAD,0,0,,,POISON,,,,,,
571,Spread Maris,Over time damage,400001,3,,3,1,,,,,,1,BAD,0,0,,,,,,,,,
581,Bloodshed,Damage over time /<color PARAM_DN> Magical HP recovery reduction </color>,402014,3,,3,1,,,,,,1,BAD,0,0,,,,,,,,,
590,Over time damage,Over time damage,105018,3,,3,,,,,,,1,BAD,0,1,,,,,,,,1,
591,Poison,Damage Over Time,400001,3,,3,1,,,,,,1,BAD,0,2,,,POISON,,,,,,
592,Poison,Instant Death Damage,400001,3,,3,1,,,,,,1,BAD,0,0,,,,,,,,,
593,Poison,Damage Over Time,400001,3,,3,1,,,,,,1,BAD,0,1,,,POISON,,,,,,
594,Petrify,<color PARAM_DN> Unable to Take Actions </color> /<color PARAM_DN> Unable To Move </color> /<color PARAM_UP> Decrease Damage Received </color>,400004,6,,6,,1,,,,,1,BAD,0,1,,,PETRIFACTION,,,,,,
595,Poison,Damage Over Time,400001,3,,3,1,,,,,,1,BAD,0,1,,,POISON,,,,,,
596,Paralytic Venom,Damage Over Time + Paralysis,400001,3,,3,1,,,,,,1,BAD,0,0,,,POISON,,,,,,
597,Poison,Damage Over Time,400001,3,,3,1,,,,,,1,BAD,0,2,,,POISON,,,,,,
598,poison,Over time damage,400001,3,,3,1,,,,,,1,BAD,0,2,,,POISON,,,,,,
599,poison,Over time damage,400001,3,,3,1,,,,,,1,BAD,0,0,,,POISON,,,,,,
601,Paralyze,<color PARAM_DN> Actions Fail </color>,400003,5,,5,,,,,,,1,BAD,0,1,,,,,,,,,
602,Awaken,<color PARAM_DN> Cure sleep status </color>,,,,,,,,,,,1,NONE,0,0,,,,,,,,,
621,Faint,<color PARAM_DN> Bock action </color> /<color PARAM_DN> Block Movement </color>,400008,9,,9,,,,,,,1,BAD,0,1,,,,,,,,,
671,Fear,<color PARAM_DN> Can't Draw Weapon </color> /<color PARAM_DN> Perception Area Decreased </color>,400009,3,,3,,,,,,,1,BAD,0,1,,,,,,,,,
801,,,,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
802,,,,,,,,,,,,,1,GOOD,0,0,,,,,,,,,
1011,Blind (Equipment),<color PARAM_DN> Perception Area Decreased </color>,400010,8,,8,,,,,,,1,BAD,0,1,,,,,,,,,
1012,,,,,,,,,,,,,1,NONE,0,0,,,,,1,,,,
2001,Sleep effect time extension,Sleep effect time extension,,,,,,,,,,,1,GOOD,0,1,,,,,,,,1,
2002,Reduced sleep effect time,<color PARAM_UP> Reduced sleep effect time </color>,102005,1,,1,,,,,,,1,GOOD,0,1,,,,,,,,1,
2011,Stunning effect time extension,Stunning effect time extension,,,,,,,,,,,1,GOOD,0,1,,,,,,,,1,
2012,Shortened stunning effect time,<color PARAM_UP> Shortening the stunning effect time </color>,102005,1,,1,,,,,,,1,GOOD,0,1,,,,,,,,1,
2021,Paralysis effect time extension,Paralysis effect time extension,,,,,,,,,,,1,GOOD,0,1,,,,,,,,1,
2031,Silence effect time extension,Silence effect time extension,,,,,,,,,,,1,GOOD,0,1,,,,,,,,1,
2041,Fear effect time extension,Fear effect time extension,,,,,,,,,,,1,GOOD,0,1,,,,,,,,1,
2051,Poison effect time extension,Poison effect time extension,,,,,,,,,,,1,GOOD,0,1,,,,,,,,1,
2061,Petrification effect time extension,Petrification effect time extension,,,,,,,,,,,1,GOOD,0,1,,,,,,,,1,
2071,Enchanted effect time extension,Enchanted effect time extension,,,,,,,,,,,1,GOOD,0,1,,,,,,,,1,
2551,Increased damage dealt by slashing attributes,Increased slash damage,,,,,,,,,,,1,GOOD,0,1,,,,,,,,1,
2552,Shred,"<color PARAM_UP> Slash attribute damage increase </color> /<color PARAM_UP> The higher your OD, the higher the physical damage dealt </color>",103020,1,,1,,,,,,,1,GOOD,0,1,,,,,,,,1,
2651,Increased damage dealt,Increased hit attribute damage,,,,,,,,,,,1,GOOD,0,1,,,,,,,,1,
2652,pulverizing,<color PARAM_UP> Increased hit attribute damage </color> /<color PARAM_UP> Increased OD recovery amount during attack </color>,103020,1,,1,,,,,,,1,GOOD,0,1,,,,,,,,1,
2661,Reduced hitting resistance,<color PARAM_DN> Reduced hit attribute resistance </color>,402001,2,,2,,,,,,,1,BAD,0,0,,,,,,,,,
2751,Sudden attribute damage increase,Sudden damage increase,,,,,,,,,,,1,GOOD,0,1,,,,,,,,1,
2752,Penetration,<color PARAM_UP> Sudden attribute damage increase </color> /<color PARAM_UP> Ignore some of the physical defense of monsters </color>,103020,1,,1,,,,,,,1,GOOD,0,1,,,,,,,,1,
3001,Physical Attack Down,<color PARAM_DN> Decrease Physical Attack </color>,402001,2,,2,,,,,,,1,BAD,0,0,,,,,,,,,
3002,Reduced physical attack power,<color PARAM_DN> Physical attack power reduction </color>,402001,2,,2,,,,,,,1,BAD,0,0,,,,,,,,,
3003,Physical attack power reduction & sleep,<color PARAM_DN> Physical attack power reduction </color>,,,,,,,,,,,,BAD,0,0,,,,,,,,,
3004,Physical attack power reduction & sleep,<color PARAM_DN> Physical attack power reduction </color>,,,,,,,,,,,,BAD,0,0,,,,,,,,,
3005,Physical attack power reduction & sleep,<color PARAM_DN> Physical attack power reduction </color>,,,,,,,,,,,,BAD,0,0,,,,,,,,,
3501,Magic Attack Down,<color PARAM_DN> Decrease Magic Attack </color>,402004,2,,2,,,,,,,1,BAD,0,0,,,,,,,,,
3502,Reduced magic attack power,<color PARAM_DN> Reduced magic attack power </color>,402004,2,,2,,,,,,,1,BAD,0,0,,,,,,,,,
3511,Deadly Pain,<color PARAM_DN> Reduced magic attack power </color> /<color PARAM_DN> Reduced heel recovery power </color>,402014,2,,2,,,,,,,1,BAD,0,0,,,,,,,,,
3512,Deadly Pain,<color PARAM_DN> Reduced magic attack power </color> /<color PARAM_DN> Reduced heel recovery power </color>,402014,2,,2,,,,,,,1,BAD,0,0,,,,,,,,,
3513,Deadly Pain,<color PARAM_DN> Reduced magic attack power </color> /<color PARAM_DN> Reduced heel recovery power </color>,402014,2,,2,,,,,,,1,BAD,0,0,,,,,,,,,
3514,Deadly Pain,<color PARAM_DN> Reduced magic attack power </color> /<color PARAM_DN> Reduced heel recovery power </color>,402014,2,,2,,,,,,,1,BAD,0,0,,,,,,,,,
3515,Deadly Pain,<color PARAM_DN> Reduced magic attack power </color> /<color PARAM_DN> Reduced heel recovery power </color>,402014,2,,2,,,,,,,1,BAD,0,0,,,,,,,,,
3516,Deadly Pain,<color PARAM_DN> Reduced magic attack power </color> /<color PARAM_DN> Reduced heel recovery power </color>,402014,2,,2,,,,,,,1,BAD,0,0,,,,,,,,,
3517,Deadly Pain,<color PARAM_DN> Reduced magic attack power </color> /<color PARAM_DN> Reduced heel recovery power </color>,402014,2,,2,,,,,,,1,BAD,0,0,,,,,,,,,
3518,Reduced healing amount,<color PARAM_DN> Heal recovery amount reduced </color>,402014,2,,2,,,,,,,1,BAD,0,0,,,,,,,,,
3519,Reduced healing amount,<color PARAM_DN> Heal recovery amount reduced </color>,402014,2,,2,,,,,,,1,BAD,0,0,,,,,,,,,
