# MainID,SubID,StringID,文字列
#基本,,,
5,0,23,%1%d/%2%d
5,0,24,[%s]
5,0,25,%1%s %2%d / %3%d\n
5,0,26,　%d
5,0,27,*AC* %1%d/%2%d
5,0,28,%d%%
5,0,29,sound/PC/%04d/PC_%03d.ogg
5,0,30,interface/load/%07d.dds
5,0,31,interface/partner/%07d_%02d.dds
5,0,32,%s pt
5,0,33,interface/partner_frame/%04d.dds
5,0,34,%s sheets
5,0,35,%d seconds

#Map name related
#Country name
10,1,1,Kingdom of Dimento
10,1,2,Quopaty City
10,1,3,Commonwealth of Hersant
10,2,1,Entering a sealed chamber . . .
10,2,2,Guardian's Astral Discipline Area
10,2,3,Union Room
10,2,4,Unknown
10,3,1,Euclid's Infinite Corridors

#Region name
11,1,1,Illfalo Port
11,1,2,Illfalo Ministry of Arcanum
11,1,3,Old Sewers
11,1,4,Illfalo Training Grounds
11,1,5,Sangent Ruins
11,1,6,Papylium Hanging Gardens
11,1,7,The Labyrinth of Apocrypha
11,1,8,Azarm Trial Grounds
11,1,9,Execution Area
11,1,10,Adventurer's Training Area
11,1,11,Guardian's Gate
11,1,12,Caligrase Sewers
11,1,13,Deltis Keep
11,1,14,Aria Reservoir
11,1,15,Kaoka Parrej Ruins
11,1,16,Golden Dragon Ruins
11,1,17,Chikor Castle Site
11,1,18,Temple of Oblivion
11,1,19,Descension Ruins
11,1,20,Roswald Deep Fort
11,1,21,Azarm Trial Grounds
11,1,22,Ruined Chamber
11,1,23,Dark Roundtable
11,1,24,Facility 13
11,1,25,Underground Dragoon Ruins
11,1,26,Abyss Labyrinth
11,1,27,Final Battle
11,1,28,Hidden Final Battle
11,1,29,Dum Spiro Spero
11,1,30,Capital City Itox
11,1,31,Depths of the Underground Dragoon Ruins
11,1,32,Trial of Fantasy
11,1,33,Wraith Stomach
11,1,34,Rotthardie Ruins
11,1,35,Land of Turmoil
11,1,36,The House of Savage Lust
11,1,37,Blue Cave
11,1,38,Chaos Strasse
11,1,39,November Dungeon
11,1,40,Labyrinth of Sade
11,1,41,Dimensional Gap
11,1,42,Nostalgic Capital City Itox
11,2,1,PvP Arena
11,2,2,M.A.C.
11,2,3,Special Venue
11,2,4,Euclid's Infinite Corridors
11,2,5,Juliana's playground
11,3,1,Loewenthal
11,3,2,Miskatonic University
11,3,3,Ilvanboulle Mines
11,3,4,Trial of the Mad Lord
11,3,5,Horror House
11,3,6,Trial of the Mad Lord 2
11,80,1,Labyrinth of the Beginning
11,80,11,Labyrinth of Reincarnation
11,80,21,Explorer's Day-to-Day
11,80,22,Abyss
11,80,23,Dragon's Nest
11,80,24,Labyrinth of the Immortal
11,80,25,Mad Alchemist's Abandoned Home
11,80,71,Grimgar of Fantasy and Ash Infinite Corridor
11,99,99,New Dungeon
11,100,1,Union Room

#Floor name
12,1,1,Hero's Square
12,1,2,Deep Sea Port
12,1,3,Shady Path
12,1,4,Bustling Market
12,1,5,Avenue Where the Stalwart and the Wise Talk of Dreams
12,1,6,Angelfish Street
12,1,7,Twilight Alley 
12,1,8,Street Where the Holy Knight Pledged His Royalty
12,1,9,Discovery Hall
12,1,10,Movement Training
12,1,11,Battle Training
12,1,12,Trial Area
12,1,13,Connection Square
12,1,14,Entrance
12,1,15,True Adult Area
12,1,16,Foreign Hero's Square
12,2,1,Basement 1
12,2,2,Basement 2
12,2,3,Basement 3
12,2,4,Basement 4
12,2,5,Basement 5
12,2,6,Basement 6
12,2,7,Basement 7
12,2,8,Basement 8
12,2,9,Basement 9
12,2,10,Basement 10
12,2,11,Path to Basement 2
12,2,12,Path to Basement 3
12,2,13,The Hall of Twisted Life
12,2,14,Adventurer's Entrance 
12,2,15,Planned Treasury Site
12,2,16,Reservoir
12,2,17,Core Area
12,2,18,Interlopers Anteroom
12,3,1,Traveler's Decline Gate
12,3,2,Ruined Circuit
12,3,3,Forgotten Path
12,3,4,Lake Temple
12,3,5,Canal Ruins
12,3,6,Dead Aqueduct
12,3,7,Silent Temple
12,3,8,Fighting Ring
12,3,9,Bol Naya Street
12,3,10,Path of a Thousand Cuts
12,3,11,Fir Elin's Chamber
12,3,12,The Cell of the Silent Criminals
12,4,1,Citadel Interior
12,4,2,Shrine of the Soul
12,4,3,Palace of Mentor
12,5,1,Karma Gate
12,5,2,Collapsed Corridor
12,5,3,Culvert Filled with Cold Water
12,5,4,Summoning Altar
12,6,1,The Corruption Square
12,6,2,Blood-Soaked Hall
12,7,1,Warped Heaven
12,7,2,Flawed Palace of Fear
12,7,3,Deep Trembles
12,8,1,Rusted Great Gate
12,8,2,Isolated Hall
12,8,3,Severed Corridor
12,9,1,Rotting Dungeon
12,9,2,Vulgar Spread
12,10,1,Test Site
12,10,2,Control Area
12,11,1,Teased Diversion
12,11,2,Wicked Congress
12,11,3,Arrogant Ogre's Rest
12,12,1,Negligent Architect's Pride
12,13,1,Dum Spiro Spero
12,13,2,Flux Tower
12,13,3,Cry of Crazybones
12,14,1,Beginner Trials
12,14,2,Amateur Trials
12,14,3,Acolyte Trials
12,14,4,The Realm of Illusion
12,15,1,Hunting Grounds of the Dead
12,16,1,Locked Stairs of Despair
12,17,1,Destroyed Four Dimensional Corridor
12,17,2,Rusty Alchemy Lab
12,17,3,Nilda's Cell Ruins
12,18,1,Blue tunnel
12,18,2,Deep blue
12,19,1,Closed gate
12,19,2,Old mysterious basket
12,19,3,Center of fluctuation
12,19,4,The depths of the darkness
12,19,5,Dimensional gap
12,20,1,A post town where dusk intersects
12,20,10,Adult Area
12,21,1,Contraindicated tabularium
12,21,2,Witch's home
12,22,1,The road leading to the city of sand
12,23,1,Inheritance garden
12,23,2,A rotating hall
12,23,3,Chapel of the Guardian
12,23,4,Sealed old garden
12,23,5,West Berlin Air Corridor leading to Tengen
12,23,6,Sage's Corridor
12,23,7,Guardian's Temple
12,24,1,Red ore tunnel
12,24,2,Deep mine tunnel called red ore
12,24,3,Railroad deposit zone
12,24,4,Deep railway deposit zone
12,25,1,Abandoned house of madman
12,25,2,The Lord's Fushimaden in search of immortality
12,26,1,Reckless slaughterhouse
12,26,2,Bottleneck without returning
12,26,3,Hermit's dead end
12,26,4,Sealed Gate
12,27,1,Upper layer
12,27,2,Middle layer
12,27,3,Bottom layer
12,27,4,Wedge altar
12,50,1,Conclusion Hall
12,50,2,Survivor's Hall
12,60,1,Circular training ground
12,60,2,Circular playground
12,61,1,Shooting field
12,62,1,Taiko performance hall
12,80,1,B1F
12,80,2,B2F
12,80,3,B3F
12,80,4,B4F
12,80,5,B5F
12,80,6,B6F
12,80,7,B7F
12,80,8,B8F
12,80,9,B9F
12,80,10,B10F
12,80,11,B11F
12,80,12,B12F
12,80,13,B13F
12,80,14,B14F
12,80,15,B15F
12,80,16,B16F
12,80,17,B17F
12,80,18,B18F
12,80,19,B19F
12,80,20,B20F
12,80,21,B21F
12,80,22,B22F
12,80,23,B23F
12,80,24,B24F
12,80,25,B25F
12,80,26,B26F
12,80,27,B27F
12,80,28,B28F
12,80,29,B29F
12,80,30,B30F
12,90,1,Monster Festival

#Part name
13,1,1,Vortak's Items
13,1,2,Quopaty City
13,1,3,Adventurer's Inn
13,1,4,Adventurer's Guild
13,1,5,Gilgamesh's Tavern
13,4,1,Vortak's Items
13,4,2,Modamus Arms
13,4,3,Sagil Armor
13,4,4,Magic by Junon
13,4,5,Gidol's Forge
13,31,1,Entrance to Euclid's Infinite Corridors
13,101,1,Thieves Hideout
13,101,2,Sewers
13,101,3,Banquet Hall
13,201,1,Kobold Nest
13,201,2,Cannibal Plant Grounds
13,201,3,Kobold Hideout
13,201,4,Black Gem Altar
13,301,1,Death's Dance
13,301,2,Foreign Grave
13,301,3,Guest Room
13,301,4,The Rotting Sewers
13,301,5,The Canine Hall
13,301,6,White Gem Grotto
13,401,1,The Fire Crackers Territory
13,401,2,Junk Collector's Hideout
13,401,3,Survey Camp
13,401,4,Execution Area
13,501,1,Golden Dragon Ruins
13,601,1,Insect Nest
13,601,2,The Empty Market
13,601,3,The Dark Museum
13,601,4,The False Treasury
13,601,5,Dirty Pool
13,602,1,The Grotto of Royalty and Faith 
13,602,2,False Dance Hall
13,602,3,The Hall of Mirror Reflection
13,602,4,Survey Camp
13,701,1,The Reincarnation Hall
13,701,2,The Hall of Scale
13,701,3,The Altar of the Soul
13,801,1,Survey Base Camp
13,801,2,Blue Feather Management
13,801,3,Balboa Family Territory
13,802,1,Miguel Bagwell Market Ruins
13,802,2,The Valiant Keep
13,802,3,The Foreign Keep
13,802,4,The Beasts Keep
13,802,5,The Familiars' Bed
13,803,1,Zararn Underground Shop
13,803,2,Dreamy Inn
13,803,3,Underground Arena Ring 1
13,803,4,The Dark Lane
13,803,5,The Warrior's Path
13,803,6,The Upstart's Pass
13,803,7,The Adult Area
13,803,8,Porkuland
13,803,9,Underground Arena Ring 2
13,803,10,Fairy's Pass
13,803,11,Underground Arena Ring 3
13,803,12,Entrance to Underground Dragoon Ruins
13,901,1,Dum Spiro Spero
13,902,1,DECAYED CROW
13,902,2,THE BLOSSOMING BEELZEBU
13,902,3,Dawn
13,902,4,"""DREAMBOX in the nest"" Perhaps, Mature Idea and Cold Rain"
13,902,5,Trickling Haze
13,1001,1,Gate Authorization Room
13,1012,1,Scrap Yard
13,1021,1,"Beginner ""The Sun"""
13,1021,2,"Beginner ""Red Moon"""
13,1021,3,"Beginner ""The Sky"""
13,1021,4,Cemetery
13,1022,1,"Amateur ""The Sun"""
13,1022,2,"Amateur ""Red Moon"""
13,1022,3,"Amateur ""The Sky"""
13,1023,1,"Acolyte ""The Sun"""
13,1023,2,"Acolyte ""Red Moon"""
13,1023,3,"Acolyte ""The Sky"""
13,1023,5,The Extremity of Illusion
13,1031,1,Power Spot
13,1031,2,Sacrificial Spring: Lawful
13,1031,3,Sacrificial Spring: Neutral
13,1031,4,Sacrificial Spring: Chaotic
13,1031,5,Sacrificial Spring: Other
13,1032,1,Heart Scale: Lawful
13,1032,2,Heart Scale: Neutral
13,1032,3,Heart Scale: Chaotic
13,1032,4,Heart Scale: Other
13,1042,1,Hell's Square
13,1043,1,Rabbit Hunting Grounds
13,1043,2,Princess's Bedroom
13,1055,1,Chimera Chamber
13,1061,1,True Adult Area
13,1061,2,Torture Room
13,1061,3,Secret Basement
13,1061,4,Library
13,1061,5,Gluttony Hall
13,1061,6,Parlor
13,1071,1,To the Kingdom of Dimento
13,1071,2,No man's land
13,1071,3,To Hersant Federation
,,.,
#Dungeon selection description (provisional)
11,99,0,"A sewer derived from the Aria River runs alongside Itox, the capital of Dimento.\n\nThrough years of development its paths have become labyrinthine, and some routes are now completely unused.\n\nTo supply hard to find water to the recent influx of adventurers, the city planners have decided to immediately restore the closed sewer paths, however those that came to work on the sewers discovered unknown paths and strange beasts beneath the water."
11,99,1,"A rash of sudden disappearances have been occurring near the Kingdom of Dimento.\n\nSome say they are heavenly abductions . . .\n\nOthers have seen people that seem to have been possessed by the Dragoon ruins to the northwest of Itox, causing them to walk off into oblivion.\n\nA cult in yellow robes has been seen nearby, contributing further to the rumors."
11,99,2,"A labyrinth built by a designer named Azarm to train beginning adventurers.\n\nHowever, Azarm disappeared before completion of the structure, and some claim that Azarm's real goal was to hide in the labyrinth all along.  \n\nFrom the depths of the labyrinth, one can faintly hear what sounds like the cries of a man.\n"
,,.,
#Dungeon difficulty
14,0,1,Easy
14,0,2,Normal
14,0,3,Hard
14,1,1,E
14,1,2,N
14,1,3,H

#From here, commonly used strings
#Occupation name (in order of wo :: common :: CHARA_JOB)
50,0,0,Fighter
50,0,1,Thief
50,0,2,Mage
50,0,3,Priest
50,0,4,Samurai
50,0,5,Ninja
50,0,6,Bishop
50,0,7,Lord
50,0,8,Clown
50,0,9,Alchemist
50,0,10,Monk
50,0,11,Berserker
50,0,12,Psionic
50,0,13,Bard
50,0,14,Machinist
50,1,0,FIG
50,1,1,THF
50,1,2,MAG
50,1,3,PRI
50,1,4,SAM
50,1,5,NIN
50,1,6,BIS
50,1,7,LOR
50,1,8,CLO
50,1,9,ALC
50,1,10,
50,1,11,
50,1,12,



# ALIGNMENT NAME (in order of wo :: common :: ALIGNMENT_TYPE),,,
50,2,0,Lawful
50,2,1,Neutral
50,2,2,Chaos
50,2,10,LAW
50,2,11,NEU
50,2,12,CHA

#ABILITY SCORE NAME (in order of wo :: common :: CHARA_ABILITY),,,
50,3,0,STR
50,3,1,VIT
50,3,2,DEX
50,3,3,AGI
50,3,4,INT
50,3,5,PIE
50,3,6,LUK
50,4,0,Strength
50,4,1,Vitality
50,4,2,Dexterity
50,4,3,Agility
50,4,4,Intelligence
50,4,5,Piety
50,4,6,Luck

#EQUIPMENT SLOT NAME (in order of wo :: common :: EQUIPMENT_SLOT),,,
50,5,0,Right Hand
50,5,1,Left Hand
50,5,2,Quiver
50,5,3,Head
50,5,4,Torso
50,5,5,Legs
50,5,6,Arms
50,5,7,Feet
50,5,8,Cape
50,5,9,Ring
50,5,10,Earring
50,5,11,Necklace
50,5,12,Belt
50,5,13,Talk Ring
50,5,14,Avatar - Head
50,5,15,Avatar - Torso
50,5,16,Avatar - Legs
50,5,17,Avatar - Arms
50,5,18,Avatar - Feet
50,5,19,Vanity Cloak
50,5,20,Talk Ring 2
50,5,21,Talk Ring 3
50,5,22,Talk Ring 4
50,5,23,Talk Ring 5
50,5,24,Talk Ring 6


#QUALITY NAME,,,
#50,6,0,poor
#50,6,1,normal
#50,6,2,good
#50,6,3,master
#50,6,4,Legend
#50,6,5,Artifact
#50,6,6,poor
#50,6,7,normal
#50,6,8,good
#50,6,9,master
#50,6,10,Legend
#50,6,11,Artifact


#RACE NAME (in order of wo :: common :: CHARA_RACE),,,
50,7,0,HUM
50,7,1,ELF
50,7,2,DWF
50,7,3,POR
50,7,4,GNM



#SEX (in order of wo :: common :: CHARA_SEX),,,
50,8,0,M
50,8,1,F

#OTHER,,,
50,10,0,Gold
50,10,1,Skill Points
50,10,2,Experience Points
50,10,3,x
50,10,4,Items
50,10,5,Open File
50,10,6,Save File
50,10,7,Error loading file
50,10,8,Error saving file
50,10,9,Gold
50,10,10,Amount
50,10,11,: Title Acquired
50,10,12,OK
50,10,13,Cancel
50,10,14,Drop Item Here
50,10,15,Incorrect operation was detected. Disconnecting.
50,10,16,Drop skills here
50,10,17,Incorrect operation was detected. The game will be closed.
50,10,18,%s
50,10,19,\n
50,10,20,SPHERE
50,10,21,RECT
50,10,22,BOX
50,10,23,cancel
50,10,24,POS_S
50,10,25,POS_E
50,10,26,DOOR_L
50,10,27,DOOR_R
50,10,28,GENERIC
50,10,29,MAIN
50,10,30,SUB
50,10,31,???
50,10,32,-
50,10,33,+
50,10,34,(
50,10,35,)
50,10,36,???
50,10,37,FPS:%.2f  %s  %s
50,10,38,FPS:%.2f
50,10,39,FPS:%.2f VRAM:%dMB
50,10,40,__
50,10,41,List
50,10,42,MAIN-MSG
50,10,43,SUB-MSG
50,10,44,/
50,10,45,-
50,10,46,** AnimID **
50,10,47,%%
50,10,48,<color PARAM_UP2>%</color>
50,10,49,<color PARAM_DN2>%</color>
50,10,50,＋
50,10,51,---

#Battle related
60,0,0,Combo Bonus!








#Strings related to systematic item operations
85,0,0,to
85,0,1,</br>Do you want to use it?
85,0,2,Want to use? 
85,0,3,Please choose an item.
85,0,4,Drop to an item
85,0,5,This is already identified and would not be of much use
85,0,6,Cannot use on stacked items
85,0,7,The item cannot be used on unidentified items
85,0,8,Item can only be used on equipment
85,0,9,%s durability is 100%. Try again when durability drops.
85,0,10,This item is already resistant to loot.
85,0,11,This may not be used for items with Loot restrictions.
85,0,12,The item cannot be trained


#Strings for unidentified items
90,0,0,Unknown



#Item description column for unidentified items
90,10,0,Unidentified Item


#Add to the item name of the unidentified item
90,20,0,%s


#From here, UI definition string
100,0,0,User Interface
100,0,1,Yes
100,0,2,No
100,0,3,OK
100,0,4,Cancel
100,0,5,Cancel
100,0,6,OK
100,0,7,Cancel
100,0,8,Close
100,0,9,Return
100,0,10,Confirm
100,0,11,Deny
100,0,12,/
100,0,13,Change

#Test window related
100,10,0,Test Window
100,10,1,Edit
100,10,2,Button
100,10,3,SampleEdit
100,10,4,List Item: %d
100,10,5,Button & Button & Long String Test Button! Open
100,10,6,Increase Gauge

#Equipment test window related
100,15,0,Equipment Test
100,15,1,None
100,15,2,Search Paramaters
100,15,30,(%s)\nChose an item to equip
100,15,31,(%s)\nPlease enter an item ID or item name
100,15,50,%s - %08d : %s
100,15,51,%s - %s
100,15,52,%08d - %s
100,15,100,Equipment
100,15,101,Avatar

#Reduced inventory related
100,20,0,Sort
100,20,1,Gold
100,20,2,%1%d/%2%d
100,20,3,Trash
100,21,0,Discard %s?
100,21,1,How many %s would you like to discard?
100,21,2,You may not discard %s.
100,21,3,How many %s would you like to move?
100,21,4,%s discarded
100,21,5,The item you are trying to discard is one of the following: \n\n ・ Items with quality "Master, Epic, Legend, Artifact" \n ・ Items strengthened by forging \n ・ Items with gems attached to sockets\n ・ Sei Kom Amulet or Sogo Guard Medal Item with the effect of\n\n ・ Avatar item \n ・ Special soul partner card \n ・ Soul partner card with a maximum level of 25 or more \n\n Are you sure you want to discard it?
100,22,0,Details		
100,23,0,"Once you equip this item, no other players will be able to equip it.\nContinue?"
100,23,1,You cannot access your inventory in Soul form.
100,23,2,No bag equipped.
100,23,3,You cannot place a bag inside of itself.
100,23,4,The Premium Bag is available \nwith Royal Membership.
100,23,5,You cannot use items on this screen
100,23,6,Items may not be added to bags that are in storage.
100,23,7,You may not discard items during trades.
100,23,8,You may not receive items when in Soul form.
100,23,9,Items cannot be moved to the Premium Bag without a Royal Membership.
100,23,10,The items in your premium bag cannot be used as your Dimento Medal has already expired.
100,23,11,Please discard items through the trash can when shopping.
100,23,12,Please discard items through the trash can when opening a shop.
100,23,13,Only avatar items will be stored in your avatar inventory.
100,23,14,"You made this item, are you sure you want to use it?"
100,23,15,"You may not use %2%s which is acquired from ""%1%s"" with this character."
100,23,16,"Are you sure you want to use ""%1%s"" to receive %2%s?"
100,23,17,*Unlocked parts may be used on any character on the Soul.\n*You may equip unlocked parts at the Character Salon.
100,23,18,"""%s"""
100,23,19,Items cannot be withdrawn because the premium bag has expired.
100,23,20,The EX bag slot has not been released.
100,24,0,-%1%s- %2%s
100,24,1,I
100,24,2,II
100,24,3,III
100,24,4,IV
100,24,5,V
100,24,6,VI
100,24,7,VII
100,24,8,VIII
100,24,9,IX
100,24,10,X
100,24,11,
100,24,12,
100,24,13,
100,24,14,
100,24,15,
100,25,0,Purchase Bag Slot
100,25,1,EX Bag Shop
100,29,99,１２３４５６７８９０１２３４５６７８９０
100,29,100,Adventurer's Bag
100,29,101,Premium Bag
100,29,102,Avatar Inventory

#Shop window related
100,30,0,Vortak's Item Shop
100,30,1,Close
100,31,0,Would you like to try %1%s to %2%s?
100,31,1,Price: %s
100,31,2,Amount: %s
100,31,3,
100,31,4,Change to %s
100,31,5,%s
100,31,6,Cancel
100,31,7,How many would you like to  %s?
100,31,8,%d
100,31,9,%s G
100,31,10,Owned: 
100,31,11,%d
100,31,12, / Storage 
100,31,13,Repair %s?\nRepair Cost: 
100,31,14,Repair all equipped items?\nRepair Cost
100,31,15,Total Cost
100,31,16,Repair Cost: %d G
100,31,17,Forge Cost: %d G
100,31,18,%lld/%lld
100,31,19,SOLD OUT!
100,32,0,Forge
100,32,1,Buy
100,32,2,Sell
100,32,3,Identify
100,32,4,Repair
100,32,5,Remove Curse
100,32,6,Escrow
100,35,0,G
100,35,1,P
100,35,2,Sheet
100,38,0,All Items
100,38,1,Equipment
100,38,2,%s
100,38,10,All Items Owned
100,38,11,Weapons
100,38,12,Armor
100,38,13,Items
100,38,14,Unidentified Items
100,38,20,All Unidentified Items
100,38,21,Unidentified Weapons
100,38,22,Unidentified Armor
100,38,23,Unidentified Items
100,38,30,Equipment Needing Repair
100,38,31,Weapons Needing Repair
100,38,32,Armor Needing Repair
100,38,40,All Equipment
100,38,41,Weapons
100,38,42,Armor
100,38,50,Show Cursed Equipment
100,39,0,Not Enough Gold!
100,39,1,Inventory is full!
100,39,2,Being Equipped
100,39,3,Not Enough Gold!
100,39,4,Inventory is full!
100,39,5,Equipped items cannot be %s
100,39,6,You do not have any items that can be %s
100,39,7,Too Much Gold!
100,39,8,It was %s!
100,39,9,*Cannot adjust amount of unidentified items.
100,39,10,No items can be repaired!
100,39,20,"Hey, if you're not buying anything, get out of here!"
100,39,21,"Hey, if you're not buying anything, get out of here!"
100,39,30,*Removing curse will delete the item.
100,39,31,Only equipped items may have their curses removed.\nThis process does not apply for inventory items. Curse-removed items will be deleted.
100,39,40,%s Gold removed as escrow fee.
100,39,99,Cannot %s
#New shop related
100,33,0,Remove Curse
100,33,1,Purchase
100,33,2,Sell
100,33,3,Identify
100,33,4,Repair
100,33,5,Repair All
100,33,6,Escrow
100,33,7,Forge
100,33,8,Special
100,33,9,Graft
100,33,10,Secret Arts
100,33,11,Extract
100,33,12,Base
100,33,13,Sub
100,33,14,Extract
100,33,15,Meal
100,33,16,Trade
100,33,17,Purchase at Shop
100,33,18,Sell at Shop
100,33,19,Restore
100,33,20,Fuse
100,33,21,Destroy
100,33,22,Trade
100,33,23,M.A.C.
100,33,24,Partnering
100,33,25,Gold Coins
100,33,26,Silver Coins
100,33,100,Result
100,34,0,Purchase
100,34,1,Reset All
100,34,2,Purchase List
100,34,3,Gold
100,34,4,Total Cost
100,34,5,Sell
100,34,6,Reset All
100,34,7,Total Sell Price
100,34,8,Identify
100,34,9,Reset All
100,34,10,Identify All
100,34,11,Identification Cost
100,34,12,Repair
100,34,13,Reset All
100,34,14,Repair All
100,34,15,Total Repair Cost
100,34,16,Points 
100,34,17,All Points\nTraded
100,34,18,Trade
100,34,19,Reset Trade
100,34,20,Trade List
100,34,21,Order
100,34,22,Reset All
100,34,23,Rmv All Curses
100,34,24,Curse Removal Cost
100,34,25,Open Shop
100,34,26,Close Shop
100,34,27,Shop
100,34,28,Close your shop?
100,34,29,Please enter the price
100,34,30,Price:
100,34,31,Remove item
100,34,32,Required Police Mata Copper Coin
100,34,33,The number of possession
100,34,34,total number
100,34,35,Grant
100,34,36,Granted to the base
100,34,37,Granted to sub
100,34,50,The item cannot be equipped.  \nBuy anyway?
100,34,51,%s?
100,34,52,%s Store
100,34,53,May compensate for missing Soul Material with %s Life.
100,34,54,*Input shop name
100,34,55,　%d
100,34,56,Move saleable items
100,34,57,"You are trying to sell one or more of the following types of items:\n\nMaster , Legend, or Artifact Quality items, \nItems enhanced through forging, \nItems enhanced through gem sockets, \nItems protected with Talismans of Security, \nItems protected by Sorg Defense Medals, \nAvatar items.  \n\nAre you sure you want to sell this item?"
100,34,58,装備できないアイテムですが、\n交換リストに入れますか？
100,34,59,売却アイテムに以下のアイテムのいずれかが含まれます。\n\n ・品質が「Master、Epic、Legend、Artifact」のアイテム\n ・鍛錬によって強化されているアイテム\n ・ジェムソケットにジェムを付与したアイテム\n ・アバターアイテム\n ・特殊なソウルパートナーカード\n ・最大レベルが25以上のソウルパートナーカード\n\n本当に売却しますか？

100,34,60,Use %s
100,34,61,Forge without using a ticket
100,34,62,Continue to forge with %s?
100,34,63,"You have a Forge Guard but haven't used it yet. \nIf you fail forging without a Forge Guard, the equipment will be lost."
100,34,64,M.A.C. point
100,34,65,The number of possession
100,34,66,Grant effect

100,34,80,Reset all
100,34,81,Partnering
100,34,82,Card to partner

100,36,0,Durability %1%d/%2%d 
100,36,1,Durability %1%d/%2%d 
100,36,2,Number of uses %1%d/%2%d

100,36,100,Close

								  
100,37,0,grade
100,37,1,effect
100,37,2,C
100,37,3,B
100,37,4,A
100,37,5,S

#Item balloon related
100,40,0,Item Name
100,40,1,＋%d

#Character Arrange Salon Related
100,45,0,Character Salon
100,45,1,OK
100,45,2,Reset
100,45,3,Toggle Display
100,45,4,Try
100,45,5,Background
100,45,6,No Equipment
100,45,7,Avatar

100,45,11,Do you want to release%s?
100,45,12,"* The released parts can be used by characters in Seoul. \n \nIf you choose to cancel, ""%s"" will be inventoryed as a \n item."

100,45,21,"You can unlock your voice by getting a \n ""Voice Exchange Ticket"" from the ""Voice Sphere"" where items appear randomly."
100,45,22,"You can also purchase ""Voice Sphere"", which is a great deal of 5 pieces, from the Royal Shop."
100,45,23,"* ""Voice exchange ticket"" can be exchanged for voices excluding \n limited voices from the character arrangement salon clerk. \n * The released voice can be used by characters in Seoul. \n * Limited voices cannot be exchanged with the ""Voice Exchange"" Ticket ""."

100,45,50,%s
100,45,51,%d/%d
100,45,52,%d
100,45,100,Apply character changes. \n Are you sure?


#Login window related
100,50,0,Login
100,50,1,Connecting
100,50,2,Reconnecting
100,50,3,Start to Connect
100,50,4,Sending send_base_enter
100,50,5,ID:
100,50,6,PW:
