#,#Identification information,name,Cool time ID,Type,Sort type,Custom skill attributes,Cannot be used in the city,Power level consumer occupation,Power level,Lowest level,Highest level,Required number of parent skills,Parent skill 1,Parent skill 1 Required level,Parent skill 2,Parent skill 2 Required level,Parent skill 3,Parent skill 3 Required level,Parent skill 4,Parent skill 4 Required level,Combo level,Step available,Cast voice ID,Activate voice ID,Target mode,Additional attributes,,Timing voice ID,Shared ID,Shared skill enhancement ID,,,Is it inheritable?,,No level notation required
#,#SkillTreeID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shared ID,
#,#,,,,,,,,,,,,,,,,,,,,,,,,,Start trap,Additional trap,,,,,,,MAX68,
#,#,,MAX = 277,,,,,,,,,,,,,,,,,,,,,,,,,,,ID1,ID2,ID3,,,
#,1,2,3,4,,5,9,10,11,12,13,14,15,16,17,18,19,20,21,22,29,,,,,7,8,,,32,33,34,6,31,
#,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,10001,test1,255,ACTIVE,ATTACK,NONE,1,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,0,MAIN,,,0,,,,,,0,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,10012,test2,255,PASSIVE,ATTACK,NONE,0,NONE,0,1,2,,0,,0,,0,,0,,0,0,0,0,MAIN,,,0,,,,,,0,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,10010,Range annihilation,255,ACTIVE,ATTACK,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,3,MAIN,,,0,,,,,,0,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,10011,test 7,255,ACTIVE,HEAL,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,3,MAIN,,,0,,,,,,0,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,10013,test 8,255,ACTIVE,HEAL,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,3,MAIN,,,0,,,,,,0,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101,"Heavenly punishment ""lightning strike"" A",255,ACTIVE,ATTACK,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,3,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10102,"Heavenly punishment ""lightning strike"" B",255,ACTIVE,ATTACK,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,3,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10103,"Heavenly punishment ""lightning strike"" C",255,ACTIVE,ATTACK,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,3,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10104,"Heavenly punishment ""lightning strike"" D",255,ACTIVE,ATTACK,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,3,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10111,"Heavenly punishment ""Genkotsu"" A",255,ACTIVE,ATTACK,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,3,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10112,"Heavenly punishment ""Genkotsu"" B",255,ACTIVE,ATTACK,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,3,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10113,"Heavenly punishment ""Genkotsu"" C",255,ACTIVE,ATTACK,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,3,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10114,"Heavenly punishment ""Genkotsu"" D",255,ACTIVE,ATTACK,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,3,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10121,Fireworks A,255,ACTIVE,ATTACK,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,3,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10122,Fireworks B,255,ACTIVE,ATTACK,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,3,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10123,Fireworks C,255,ACTIVE,ATTACK,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,3,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10124,Fireworks D,255,ACTIVE,ATTACK,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,3,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10125,Fireworks E,255,ACTIVE,ATTACK,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,3,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10126,Break sweep,5,ACTIVE,ATTACK,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,1,0,0,113,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10127,Burst sweep,5,ACTIVE,ATTACK,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,1,0,0,113,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10128,Proof of participation in PURGE,255,ACTIVE,OTHERS,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,0,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10129,Super reduction in MP consumption,255,ACTIVE,OTHERS,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,0,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10131,GM event action restrictions granted,255,ACTIVE,OTHERS,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,0,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10132,GM event action restriction lifted,255,ACTIVE,OTHERS,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,0,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10135,Rapid bomb end,98,ACTIVE,ATTACK,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,0,SUB,1,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10136,Rapid tab end,99,ACTIVE,WEAK,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,0,SUB,1,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10137,Rapid blow end,100,ACTIVE,WEAK,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,0,SUB,1,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10138,Deadly poison trap,91,ACTIVE,ATTACK,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,0,SUB,1,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Special items,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,Simple camp,250,ACTIVE,HEAL,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,0,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,camp,250,ACTIVE,HEAL,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,0,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,High camp,250,ACTIVE,HEAL,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,0,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,Union camp,250,ACTIVE,HEAL,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,0,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,Royal camp,250,ACTIVE,HEAL,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,0,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,High Royal Camp,250,ACTIVE,HEAL,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,0,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,Free sample simple camp,250,ACTIVE,HEAL,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,0,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,Master camp,250,ACTIVE,HEAL,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,0,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,Grand camp,250,ACTIVE,HEAL,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,0,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,Material simple camp,250,ACTIVE,HEAL,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,0,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,Material camp,250,ACTIVE,HEAL,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,0,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,Material High Camp,250,ACTIVE,HEAL,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,0,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,Material Master Camp,250,ACTIVE,HEAL,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,0,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,Master camp for exploration,250,ACTIVE,HEAL,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,0,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,Grand camp for exploration,250,ACTIVE,HEAL,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,0,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,Stationary fireworks,251,ACTIVE,OTHERS,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,0,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,Chimera Koroshi,130,ACTIVE,OTHERS,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,0,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,Red ram turkey,142,ACTIVE,OTHERS,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,0,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,Red cyclone,186,ACTIVE,OTHERS,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,0,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,Red lamb cake,142,ACTIVE,OTHERS,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,0,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,Lotte's blessing,142,ACTIVE,OTHERS,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,0,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,Red Lamb Cake [Snowfield Lover],142,ACTIVE,OTHERS,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,0,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,Red lamb cake [black lightning bolt],142,ACTIVE,OTHERS,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,0,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,Red Lamb Cake [Prison of Love],142,ACTIVE,OTHERS,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,0,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,Broken stone powder,130,ACTIVE,OTHERS,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,0,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,Lin's drop,130,ACTIVE,OTHERS,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,0,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,Mind's eye elixir,130,ACTIVE,OTHERS,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,0,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,bomb,130,ACTIVE,OTHERS,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,0,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,Makeover candy,234,ACTIVE,OTHERS,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,0,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,Incense of vitality,235,ACTIVE,OTHERS,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,0,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,Immortal Remedy (Failure),130,ACTIVE,OTHERS,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,0,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,Silver bullet DX,245,ACTIVE,OTHERS,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,0,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,Panacea for exploration DX,246,ACTIVE,OTHERS,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,0,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,Search preventive drug DX,247,ACTIVE,OTHERS,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,0,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,Uncursed,130,ACTIVE,OTHERS,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,0,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,Release of parasite capture,130,ACTIVE,OTHERS,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,0,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,chocolate,248,ACTIVE,OTHERS,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,0,SUB,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,Harito Scroll,244,ACTIVE,OTHERS,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,0,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,Maharito scroll,244,ACTIVE,OTHERS,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,0,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,Scroll of Katino,244,ACTIVE,OTHERS,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,0,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,Vatios scroll,244,ACTIVE,OTHERS,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,0,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,Montino Scroll,244,ACTIVE,OTHERS,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,0,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,Bamatsu scroll,244,ACTIVE,OTHERS,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,0,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,Buddy Scroll,244,ACTIVE,OTHERS,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,0,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,Revive scroll,244,ACTIVE,OTHERS,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,0,SUB,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,Resurrection scroll,244,ACTIVE,OTHERS,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,0,SUB,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,Self-burst scroll,244,ACTIVE,OTHERS,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,0,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,Alarm scroll,244,ACTIVE,OTHERS,NONE,0,NONE,0,1,1,,0,,0,,0,,0,,0,0,0,0,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Racial skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15101,Kiss You,130,PASSIVE,PASSIVE,RACE,0,NONE,0,1,1,,0,,0,0,0,0,0,0,0,0,0,2,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15102,Be Together,130,PASSIVE,PASSIVE,RACE,0,NONE,0,1,1,,0,,0,0,0,0,0,0,0,0,0,2,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15201,The breath of Wordsworth,130,PASSIVE,PASSIVE,RACE,0,NONE,0,1,1,,0,,0,0,0,0,0,0,0,0,0,2,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15202,Sercia's sigh,130,PASSIVE,PASSIVE,RACE,0,NONE,0,1,1,,0,,0,0,0,0,0,0,0,0,0,2,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15301,Barbarossa,130,PASSIVE,PASSIVE,RACE,0,NONE,0,1,1,,0,,0,0,0,0,0,0,0,0,0,2,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15302,Kaiser,130,PASSIVE,PASSIVE,RACE,0,NONE,0,1,1,,0,,0,0,0,0,0,0,0,0,0,2,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15401,Saint Groom,130,PASSIVE,PASSIVE,RACE,0,NONE,0,1,1,,0,,0,0,0,0,0,0,0,0,0,2,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15402,Shine of Valkyria,130,PASSIVE,PASSIVE,RACE,0,NONE,0,1,1,,0,,0,0,0,0,0,0,0,0,0,2,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15501,Kurupununkuru,130,PASSIVE,PASSIVE,RACE,0,NONE,0,1,1,,0,,0,0,0,0,0,0,0,0,0,2,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15502,Tichi Seunkle,130,PASSIVE,PASSIVE,RACE,0,NONE,0,1,1,,0,,0,0,0,0,0,0,0,0,0,2,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Ancient Magic (Black Magic),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16101,Harito,127,ACTIVE,ATTACK,ANCIENT,0,MAGE,1,1,1,,0,0,0,,0,,0,,0,0,0,112,MAIN,,,0,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16102,Maharito,128,ACTIVE,ATTACK,ANCIENT,0,MAGE,3,1,1,,0,0,0,,0,,0,,0,0,101,112,MAIN,,,101,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16103,Katino,129,ACTIVE,WEAK,ANCIENT,0,MAGE,1,1,1,,0,0,0,,0,,0,,0,0,100,2,MAIN,,,100,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16104,Maurice,187,ACTIVE,WEAK,ANCIENT,0,MAGE,4,1,1,,0,0,0,,0,,0,,0,0,101,112,MAIN,,,101,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Ancient magic (white magic),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16201,Vatios,124,ACTIVE,ATTACK,ANCIENT,0,PRIEST,1,1,1,,0,0,0,,0,,0,,0,0,99,112,MAIN,,,99,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16202,Buddy,125,ACTIVE,ATTACK,ANCIENT,0,PRIEST,4,1,1,,0,0,0,,0,,0,,0,0,103,112,MAIN,,,103,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16203,Montino,126,ACTIVE,WEAK,ANCIENT,0,PRIEST,2,1,1,,0,0,0,,0,,0,,0,0,102,117,MAIN,,,102,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16204,Bamatsu,188,ACTIVE,DEFENSE,ANCIENT,0,PRIEST,3,1,1,,0,0,0,,0,,0,,0,0,103,112,MAIN,,,103,,,,,,0,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Ancient Skill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
