12155,Million Bear,Bear statue,12155,,,,,,,12101,30,0,1,,,,,,,,,,,,,,,,,
12156,Million Bear,Bear statue,12156,,,,,,,12101,15,0,1,,,,,,,,,,,,,,,,,
12201,Million Star,Ghostbuster,12201,,,,,,,12101,31,1,1,,,,,,,,,,,,,,,,,
12202,Punisher,Enforcer of divine punishment,12202,,,,,,,12101,48,1,1,,,,,,,,,,,,,,,,,
12203,Punisher,Dreamy,12100,,,,,,,12101,60,1,1,,,,,,,,,,,,,,,,,
12251,Quartz Hunter G,Mowing master,12251,,,,,,,12101,65,0,1,,,,,,,,,,,,,,,,,
12301,Ruin Hunter 2G,Kusakari Sennin,12301,,,,,,,12101,60,0,1,,,,,,,,,,,,,,,,,
12401,Death carrier,+AFs-MAC+AF0-,12401,,,,,,,12101,15,0,1,,,,,,,,,,,,,,,,,
12402,Prisoner number 1,+AFs-MAC+AF0-,12402,,,,,,,12102,46,0,1,,,,,,,,,,,,,,,,,
12403,Prisoner number 2,+AFs-MAC+AF0-,12403,,,,,,,12102,47,0,1,,,,,,,,,,,,,,,,,
12404,Prisoner number 3,+AFs-MAC+AF0-,12404,,,,,,,12102,48,0,1,,,,,,,,,,,,,,,,,
12405,Prisoner number 4,+AFs-MAC+AF0-,12405,,,,,,,12102,49,0,1,,,,,,,,,,,,,,,,,
12406,Prisoner number 5,+AFs-MAC+AF0-,12406,,,,,,,12102,50,0,1,,,,,,,,,,,,,,,,,
12407,Prisoner number 6,+AFs-MAC+AF0-,12407,,,,,,,12102,51,0,1,,,,,,,,,,,,,,,,,
12408,Prisoner number 7,+AFs-MAC+AF0-,12408,,,,,,,12101,52,0,1,,,,,,,,,,,,,,,,,
12409,Prisoner number 8,+AFs-MAC+AF0-,12409,,,,,,,12101,53,0,1,,,,,,,,,,,,,,,,,
12410,Prisoner number 9,+AFs-MAC+AF0-,12410,,,,,,,12101,54,0,1,,,,,,,,,,,,,,,,,
12411,Prisoner number 10,+AFs-MAC+AF0-,12411,,,,,,,12101,55,0,1,,,,,,,,,,,,,,,,,
12412,Prisoner number 11,+AFs-MAC+AF0-,12412,,,,,,,12101,57,0,1,,,,,,,,,,,,,,,,,
12413,Prisoner number 12,+AFs-MAC+AF0-,12413,,,,,,,12101,60,0,1,,,,,,,,,,,,,,,,,
12414,Punisher,+AFs-MAC+AF0-,12414,,,,,,,12101,60,1,1,,,,,,,,,,,,,,,,,
12601,Executioners,,12601,,,,,,,12101,1,0,1,,,,,,,,,,,,,,,,,
12602,Executioners,,12602,,,,,,,12101,30,0,1,,,,,,,,,,,,,,,,,
12603,Executioners,,12603,,,,,,,12101,31,0,1,,,,,,,,,,,,,,,,,
12604,Executioners,,12604,,,,,,,12101,70,0,1,,,,,,,,,,,,,,,,,
12605,Executioners,,12605,,,,,,,12101,71,0,1,,,,,,,,,,,,,,,,,
12606,Executioners,,12606,,,,,,,12101,100,0,1,,,,,,,,,,,,,,,,,
12751,Executioners,,12751,,,,,,,12101,99,0,1,,,,,,,,,,,,,,,,,
12900,Named monster,MOB for quest name,12900,,,,,,,17112,60,1,0,,,,,,,,,,,,,,,,,
12901,Andy,Death sculptor,12901,,,,,,,12101,28,1,1,,,,,,,,,,,,,,,,,
12902,Jean,Death sculptor,12902,,,,,,,12101,28,1,1,,,,,,,,,,,,,,,,,
12903,blow,,12102,,,,,,,12101,18,0,1,,,,,,,,,,,,,,,,,
12904,Andy,Death car bar,12904,,,,,,,12101,38,1,1,,,,,,,,,,,,,,,,,
12905,Jean,Death car bar,12905,,,,,,,12101,38,1,1,,,,,,,,,,,,,,,,,
12906,Andy,Dreamy,12900,,,,,,,12101,30,1,1,,,,,,,,,,,,,,,,,
12907,Jean,Dreamy,12900,,,,,,,12101,30,1,1,,,,,,,,,,,,,,,,,
200012104,Destroyer,,12104,,,,,,,12101,33,0,1,,,,,,,,,,,,,,,,,
200012105,Helmerder,,12105,,,,,,,12101,35,0,1,,,,,,,,,,,,,,,,,
200012108,Scapegoat,Despised,12108,,,,,,,12101,9,0,1,,,,,,,,,,,,,,,,,
200012109,Death Carrier,,12109,,,,,,,12101,7,0,1,,,,,,,,,,,,,,,,,
200012151,Morg Chief,,12151,,,,,,,12101,28,0,1,,,,,,,,,,,,,,,,,
200012152,Mad Farmer,,12152,,,,,,,12101,21,0,1,,,,,,,,,,,,,,,,,
200012153,Brother Jumble,Fatty Brothers,12153,,,,,,,12101,24,0,1,,,,,,,,,,,,,,,,,
200012154,Brother Boggart,Fatty Brothers,12154,,,,,,,12101,24,0,1,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#warrior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13101,Novice Fighter,,13101,,,,,,,13101,10,0,1,,,,,,,,,,,,,,,,,
13102,Daredevil,,13102,,,,,,,13101,21,0,1,,,,,,,,,,,,,,,,,
13103,Mercenary,,13103,,,,,,,13101,23,0,1,,,,,,,,,,,,,,,,,
13104,Veteran fighter,,13104,,,,,,,13101,30,0,1,,,,,,,,,,,,,,,,,
13105,Raviger,,13105,,,,,,,13101,36,0,1,,,,,,,,,,,,,,,,,
13106,Neck chopper,,13106,,,,,,,13101,41,0,1,,,,,,,,,,,,,,,,,
13107,Battle master,,13107,,,,,,,13101,46,0,1,,,,,,,,,,,,,,,,,
13108,Gladiator,,13108,,,,,,,13101,33,0,1,,,,,,,,,,,,,,,,,
13109,Novice Fighter,,13109,,,,,,,13101,7,0,1,,,,,,,,,,,,,,,,,
13110,Novice Fighter,Fire Cracker Member,13109,,,,,,,13101,7,0,1,,,,,,,,,,,,,,,,,
13111,Gun warrior,For confirmation,13111,,,,,,,13101,7,0,1,,,,,,,,,,,,,,,,,
13112,Rogue Warrior,Bad Laurel Grave Robin,13112,,,,,,,13101,60,0,1,,,,,,,,,,,,,,,,,
13113,Red Star Swordsman,Red Star Brigade Intelligence Team,13113,,,,,,,13101,50,0,1,,,,,,,,,,,,,,,,,
13114,LV8 Fighter,,13114,,,,,,,13101,62,0,1,,,,,,,,,,,,,,,,,
13115,LV8 Fighter (B),,13114,,,,,,,13101,65,0,1,,,,,,,,,,,,,,,,,
13151,Hexcorsair,,13151,,,,,,,13101,29,0,1,,,,,,,,,,,,,,,,,
13152,Eternal Attendant,,13152,,,,,,,13101,22,0,1,,,,,,,,,,,,,,,,,
13153,Fort Garrison,,13153,,,,,,,13102,26,0,1,,,,,,,,,,,,,,,,,
13154,Fort Garrison,,13154,,,,,,,13102,27,0,1,,,,,,,,,,,,,,,,,
13155,Fort Garrison,,13155,,,,,,,13102,28,0,1,,,,,,,,,,,,,,,,,
13156,Fort Garrison,,13156,,,,,,,13102,28,0,1,,,,,,,,,,,,,,,,,
13157,Blue Feather Guard,,13157,,,,,,,13101,8,0,1,,,,,,,,,,,,,,,,,
13158,Insanity Fighter,,13158,,,,,,,13101,35,0,1,,,,,,,,,,,,,,,,,
13159,Hellkite,,13159,,,,,,,13101,10,0,1,,,,,,,,,,,,,,,,,
13160,Red Star Gladiator,Red Star Brigade Combat Team,13160,,,,,,,13101,55,0,1,,,,,,,,,,,,,,,,,
13161,Red Star Gladiator,Red Star Brigade Combat Team,13161,,,,,,,13101,28,0,1,,,,,,,,,,,,,,,,,
13162,Red Star Soldier,Red Star Brigade Procurement Team,13162,,,,,,,13101,40,0,1,,,,,,,,,,,,,,,,,
13163,Rogerskin,Red Star Brigade Bounty Hunter,13163,,,,,,,13101,60,0,1,,,,,,,,,,,,,,,,,
13201,Algos,The Lost Surveyor,13201,,,,,,,13101,22,1,1,,,,,,,,,,,,,,,,,
13202,Levi Machine,Hell Collector,13202,,,,,,,13101,30,1,1,,,,,,,,,,,,,,,,,
13203,Kars,Lonely Seeker,13203,,,,,,,13103,38,1,1,,,,,,,,,,,,,,,,,
13401,Novice Fighter,+AFs-MAC+AF0-,13401,,,,,,,13101,12,0,1,,,,,,,,,,,,,,,,,
13601,Fighter,,13601,,,,,,,13101,1,0,1,,,,,,,,,,,,,,,,,
13602,Fighter,,13602,,,,,,,13101,30,0,1,,,,,,,,,,,,,,,,,
13603,Fighter,,13603,,,,,,,13101,31,0,1,,,,,,,,,,,,,,,,,
13604,Fighter,,13604,,,,,,,13101,70,0,1,,,,,,,,,,,,,,,,,
13605,Fighter,,13605,,,,,,,13101,71,0,1,,,,,,,,,,,,,,,,,
13606,Fighter,,13606,,,,,,,13101,100,0,1,,,,,,,,,,,,,,,,,
13751,Fighter,,13751,,,,,,,13101,2,0,1,,,,,,,,,,,,,,,,,
13901,Death Seeker,,13901,,,,,,,13101,19,0,1,,,,,,,,,,,,,,,,,
13902,Death Seeker,,13902,,,,,,,13101,19,0,1,,,,,,,,,,,,,,,,,
200013102,Daredevil,,13102,,,,,,,13101,21,0,1,,,,,,,,,,,,,,,,,
200013103,Mercenary,,13103,,,,,,,13101,23,0,1,,,,,,,,,,,,,,,,,
200013104,Veteran fighter,,13104,,,,,,,13101,30,0,1,,,,,,,,,,,,,,,,,
200013105,Raviger,,13105,,,,,,,13101,36,0,1,,,,,,,,,,,,,,,,,
200013109,Novice Fighter,,13109,,,,,,,13101,7,0,1,,,,,,,,,,,,,,,,,
200013110,Novice Fighter,Fire Cracker Member,13109,,,,,,,13101,7,0,1,,,,,,,,,,,,,,,,,
200013112,Rogue Warrior,Bad Laurel Grave Robbers,13112,,,,,,,13101,46,0,1,,,,,,,,,,,,,,,,,
200013151,Hexcorsair,,13151,,,,,,,13101,29,0,1,,,,,,,,,,,,,,,,,
200013152,Eternal Attendant,,13152,,,,,,,13101,22,0,1,,,,,,,,,,,,,,,,,
200013153,Fort Garrison,,13153,,,,,,,13102,26,0,1,,,,,,,,,,,,,,,,,
200013154,Fort Garrison,,13154,,,,,,,13102,27,0,1,,,,,,,,,,,,,,,,,
200013155,Fort Garrison,,13155,,,,,,,13102,28,0,1,,,,,,,,,,,,,,,,,
200013156,Fort Garrison,,13156,,,,,,,13102,28,0,1,,,,,,,,,,,,,,,,,
200013157,Blue Feather Guard,,13157,,,,,,,13101,8,0,1,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#magician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14101,Magician,,14101,,,,,,,14101,8,0,1,,,,,,,,,,,,,,,,,
14102,Conjurer,,14102,,,,,,,14101,17,0,1,,,,,,,,,,,,,,,,,
14103,Practicus,,14103,,,,,,,14101,22,0,1,,,,,,,,,,,,,,,,,
14104,Sorcerer,,14104,,,,,,,14101,30,0,1,,,,,,,,,,,,,,,,,
14105,Warlock,,14105,,,,,,,14101,42,0,1,,,,,,,,,,,,,,,,,
14106,Veteran Mage,,14106,,,,,,,14101,45,0,1,,,,,,,,,,,,,,,,,
14107,Wiseman,,14107,,,,,,,14101,30,0,1,,,,,,,,,,,,,,,,,
14108,Shaman,,14108,,,,,,,14101,34,0,1,,,,,,,,,,,,,,,,,
14110,Magician,,14110,,,,,,,14101,7,0,1,,,,,,,,,,,,,,,,,
14111,Blue feather,Intermediate member,14111,,,,,,,14101,18,0,1,,,,,,,,,,,,,,,,,
14112,Professor of Madness,,14112,,,,,,,14101,45,0,1,,,,,,,,,,,,,,,,,
14113,Frenzy Teacher,,14113,,,,,,,14101,30,0,1,,,,,,,,,,,,,,,,,
14114,Rogue Wizard,Bad Laurel Grave Robbers,14114,,,,,,,14101,60,0,1,,,,,,,,,,,,,,,,,
