#Equipment model / texture replacement table #Model ID,Alternate model ID,Alternate texture ID-C,Alternate texture ID-S,Alternate texture ID-N,,#Alternative model,,,
100801,100801,100801,100801,100801,#Bronze 3,#bronzehelm,,,
200801,200201,200801,200801,200801,#Bronze 3,#bronze cuirass,,,
300801,300201,300801,300801,300801,#Bronze 3,#Cuis,,,
400801,400201,400801,400801,400801,#Bronze 3,#bronzeglobe,,,
500801,500201,500801,500801,500801,#Bronze 3,#BronzeGleaves,,,
100802,100801,100802,100801,100801,#color variations,#,,,
200802,200201,200802,200802,200802,#color variations,#,,,
300802,300201,300802,300801,300801,#color variations,#,,,
400802,400201,400802,400801,400801,#color variations,#,,,
500802,500201,500802,500801,500801,#color variations,#,,,
100803,100801,100803,100801,100801,#color variations,#,,,
200803,200201,200803,200803,200803,#color variations,#,,,
300803,300201,300803,300801,300801,#color variations,#,,,
400803,400201,400803,400801,400801,#color variations,#,,,
500803,500201,500803,500801,500801,#color variations,#,,,
100901,100801,100901,100901,100901,#Bronze 4,#bronzehelm,,,
200901,200201,200901,200901,200901,#Bronze 4,#bronze cuirass,,,
300901,300201,300901,300901,300901,#Bronze 4,#Cuis,,,
400901,400201,400901,400901,400901,#Bronze 4,#bronzeglobe,,,
500901,500201,500901,500901,500901,#Bronze 4,#BronzeGleaves,,,
400202,400201,400202,,,#power glove,#bronzeglobe,,,
201101,200201,201101,,,#metal cuirass,#bronze cuirass,,,
301101,300201,301101,,,#Metal Cuisine,#Cuis,,,
100402,100401,100402,100402,100402,#MorianAhmet,#Iron Helm,,,
100403,100401,100403,100403,100403,#King's helmet,#Iron Helm,,,
200402,200401,200402,200402,200402,#golden armor,#ironscale,,,
400402,400401,400402,,,#magic gauntlet,#gauntlet,,,
100404,100401,100404,100404,100404,#Color variation ?,#Iron Helm,,,
200404,200401,200404,200404,200404,#Color variation ?,#,,,
300404,300401,300404,300404,300404,#Color variation ?,#,,,
400404,400401,400404,400404,400404,#Color variation ?,#,,,
500404,500401,500404,500404,500404,#Color variation ?,#,,,
101402,101401,101402,101402,101402,#Color variations (purple),#,,,
201402,201401,201402,201402,201402,#Color variations (purple),#,,,
301402,301401,301402,301402,301402,#Color variations (purple),#,,,
401402,401401,401402,401402,401402,#Color variations (purple),#,,,
501402,501401,501402,501402,501402,#Color variations (purple),#,,,
101403,101401,101403,,,#Color variations (red),#,,,
201403,201401,201403,,,#Color variations (red),#,,,
301403,301401,301403,,,#Color variations (red),#,,,
401403,401401,401403,,,#Color variations (red),#,,,
501403,501401,501403,,,#Color variations (red),#,,,
101404,101401,101404,,,#Color variation (blue),#,,,
201404,201401,201404,,,#Color variation (blue),#,,,
301404,301401,301404,,,#Color variation (blue),#,,,
401404,401401,401404,,,#Color variation (blue),#,,,
501404,501401,501404,,,#Color variation (blue),#,,,
111501,110101,111501,111501,111501,#color variations,#,,,
211501,210101,211501,211501,211501,#color variations,#,,,
311501,310101,311501,311501,311501,#color variations,#,,,
411501,410101,411501,411501,411501,#color variations,#,,,
511501,510101,511501,511501,511501,#color variations,#,,,
101203,101201,101203,101203,101203,#color variations,#,,,
201203,201201,201203,201203,201203,#color variations,#,,,
301203,301201,301203,301203,301203,#color variations,#,,,
401203,401201,401203,401203,401203,#color variations,#,,,
501203,501201,501203,501203,501203,#color variations,#,,,
101204,101201,101204,,,#color variations,#,,,
201204,201201,201204,,,#color variations,#,,,
301204,301201,301204,,,#color variations,#,,,
401204,401201,401204,,,#color variations,#,,,
501204,501201,501204,,,#color variations,#,,,
101205,101201,101205,,,#color variations,#,,,
201205,201201,201205,,,#color variations,#,,,
301205,301201,301205,,,#color variations,#,,,
401205,401201,401205,,,#color variations,#,,,
501205,501201,501205,,,#color variations,#,,,
110401,110101,110401,110401,,#strongbandana,#bandana,,,
210401,210101,210401,210401,,#strong jacket,#leather vest,,,
310401,310101,310401,310401,,#strongslops,#leatherslops,,,
410401,410101,410401,410401,,#strong mittens,#leather gloves,,,
510401,510101,510401,510401,,#Strong shoes,#leather boots,,,
410102,410101,410102,,,#Thief's Gauntlet,#leather gloves,,,
410103,410101,410103,,,#God hand,#leather gloves,,,
510102,510101,510102,,,#fugitive boots,#leather boots,#wind shoes,#Wind Elemental Boots,
510103,510101,510103,,,#Dodge shoes,#leather boots,,,
210901,210101,210901,210401,210401,#TrackerVest,#leather vest,,,
310901,310101,310901,310401,310401,#Truckerslops,#leatherslops,,,
111001,110101,111001,111001,111001,#Leather vest 3,#bandana,,,
211001,210101,211001,211001,211001,#Leather vest 3,#leather vest,,,
311001,310101,311001,311001,311001,#Leather vest 3,#leatherslops,,,
411001,410101,411001,411001,411001,#Leather vest 3,#leather gloves,,,
511001,510101,511001,511001,511001,#Leather vest 3,#leather boots,,,
110701,110301,110701,,,#,#headgear,,,
210701,210301,210701,210701,210701,#,#Harness,,,
310701,310301,310701,310701,310701,#,#hardbottoms,,,
410701,410301,410701,410701,410701,#,#full finger,,,
510701,510301,510701,510701,510701,#,#Nomad boots,,,
110801,110301,110801,,,#,#headgear,,,
210801,210301,210801,210801,210801,#,#Harness,,,
310801,310301,310801,310801,310801,#,#hardbottoms,,,
410801,410301,410801,410801,410801,#,#full finger,,,
510801,510301,510801,510801,510801,#,#Nomad boots,,,
110502,110501,110502,110502,110502,#garnet coif,#sprintbandana,,,
110503,110501,110503,,,#gale bandana,#sprintbandana,,,
110504,110501,110504,,,#phantom thief bandana,#sprintbandana,,,
210502,210501,210502,,,#Gate Sprint Mail,#sprintmail,,,
310502,310501,310502,,,#Gate Rogue Tights,#rogue tights,,,
101502,101501,101502,101502,101502,#color variations,#,,,
201502,201501,201502,201502,201502,#color variations,#,,,
301502,301501,301502,301502,301502,#color variations,#,,,
401502,401501,401502,401502,401502,#color variations,#,,,
501502,501501,501502,501502,501502,#color variations,#,,,
120301,120101,120301,120301,,#enchant eye,#circlet,,,
220301,220101,220301,220301,,#enchant robe,#mage robe,,,
320301,320101,320301,320301,,#Enchanted Kex,#magekex,,,
420301,420101,420301,420301,,#enchanted hand,#mage hand,,,
520301,520101,520301,520301,,#enchanted boots,#mage boots,,,
120501,120101,120501,120501,,#scalar watch,#circlet,,,
220501,220101,220501,220501,,#scalar clause,#mage robe,,,
320501,320101,320501,320501,,#ScalarKex,#magekex,,,
420501,420101,420501,420501,,#scalarhand,#mage hand,,,
520501,520101,520501,520501,,#scalar boots,#mage boots,,,
120801,120101,120801,120801,120801,#robe 4,#circlet,,,
220801,220101,220801,220801,220801,#robe 4,#mage robe,,,
320801,320101,320801,320801,320801,#robe 4,#magekex,,,
420801,420101,420801,420801,420801,#robe 4,#mage hand,,,
520801,520101,520801,520801,520801,#robe 4,#mage boots,,,
120901,120101,120901,120901,120901,#robe 5,#circlet,,,
220901,220101,220901,220901,220901,#robe 5,#mage robe,,,
320901,320101,320901,320901,320901,#robe 5,#magekex,,,
420901,420101,420901,420901,420901,#robe 5,#mage hand,,,
520901,520101,520901,520901,520901,#robe 5,#mage boots,,,
120102,120101,120102,,,#crown of the clergy,#circlet,,,
420102,420101,420102,,,#goodgrasp,#mage hand,,,
520102,520101,520102,,,#Magician's Shoes,#mage boots,,,
221001,220101,221001,,,#oldrobe,#mage robe,,,
321001,320101,321001,,,#OldKex,#magekex,,,
121301,120101,121301,121301,121301,#priestrobe2,#,,,
221301,220101,221301,221301,221301,#priestrobe2,#,,,
321301,320101,321301,321301,321301,#priestrobe2,#,,,
421301,420101,421301,421301,421301,#priestrobe2,#,,,
521301,520101,521301,521301,521301,#priestrobe2,#,,,
121501,121201,121501,121501,121501,#tunic 2,#,,,
321501,321201,321501,,,#tunic 2,#,,,
421501,421201,421501,,,#tunic 2,#,,,
521501,521201,521501,,,#tunic 2,#,,,
121502,121201,121502,,,#,#,,,
221502,221501,221502,,,#,#,,,
321502,321201,321502,,,#,#,,,
421502,421201,421502,,,#,#,,,
521502,521201,521502,,,#,#,,,
121503,121201,121503,,,#,#,,,
221503,221501,221503,,,#,#,,,
321503,321201,321503,,,#,#,,,
421503,421201,421503,,,#,#,,,
521503,521201,521503,,,#,#,,,
220401,220201,220401,220401,220401,#blackcloak,#cloak,,,
320401,320201,320401,320401,320401,#black pants,#slops,,,
420401,420201,420401,420401,420401,#silver bangle,#bangle,,,
520401,520201,520401,520401,520401,#hi-clog,#clog,,,
120202,120201,120202,120202,120202,#Agate Corsage,#ornament,,,
120203,120201,120203,120203,120203,#crown of knowledge,#ornament,,,
110602,110601,110602,,,,#carnage beret,,,
210602,210601,210602,,,,#BlindArray,,,
310602,310601,310602,,,,#carnage pants,,,
410602,410601,410602,,,,#carnage glove,,,
510602,510601,510602,,,,#carnage boots,,,
110603,110601,110603,,,,#carnage beret,,,
210603,210601,210603,,,,#BlindArray,,,
310603,310601,310603,,,,#carnage pants,,,
410603,410601,410603,,,,#carnage glove,,,
510603,510601,510603,,,,#carnage boots,,,
110604,110601,110604,110604,110604,,#carnage beret,,,
210604,210601,210604,210604,210604,,#BlindArray,,,
310604,310601,310604,310604,310604,,#carnage pants,,,
410604,410601,410604,410604,410604,,#carnage glove,,,
510604,510601,510604,510604,510604,,#carnage boots,,,
110605,110601,110605,,,,#carnage beret,,,
210605,210601,210605,,,,#BlindArray,,,
310605,310601,310605,,,,#carnage pants,,,
410605,410601,410605,,,,#carnage glove,,,
510605,510601,510605,,,,#carnage boots,,,
120602,120601,120602,120602,120602,,#MahatmaFood,,,
220602,220601,220602,220602,220602,,#generocity,,,
320602,320601,320602,320602,320602,,#Mahatmabre,,,
420602,420601,420602,420602,420602,,#Mahatmakhafus,,,
520602,520601,520602,520602,520602,,#Mahatma boots,,,
220603,220601,220603,220603,220603,,#generocity,,,
320603,320601,320603,320603,320603,,#Mahatmabre,,,
420603,420601,420603,420603,420603,,#Mahatmakhafus,,,
520603,520601,520603,520603,520603,,#Mahatma boots,,,
120604,120601,120604,,,,#MahatmaFood,,,
220604,220601,220604,,,,#generocity,,,
320604,320601,320604,,,,#Mahatmabre,,,
420604,420601,420604,,,,#Mahatmakhafus,,,
520604,520601,520604,,,,#Mahatma boots,,,
120605,120601,120605,,,,#MahatmaFood,,,
220605,220601,220605,,,,#generocity,,,
320605,320601,320605,,,,#Mahatmabre,,,
420605,420601,420605,,,,#Mahatmakhafus,,,
520605,520601,520605,,,,#Mahatma boots,,,
120702,120701,120702,,,,#Magisahat,,,
220702,220701,220702,,,,#Glamoury,,,
320702,320701,320702,,,,#Magisable,,,
420702,420701,420702,,,,#Magisa Bangle,,,
520702,520701,520702,,,,#Magisa Clog,,,
120703,120701,120703,,,,#Magisahat,,,
220703,220701,220703,,,,#Glamoury,,,
320703,320701,320703,,,,#Magisable,,,
420703,420701,420703,,,,#Magisa Bangle,,,
520703,520701,520703,,,,#Magisa Clog,,,
120704,120701,120704,,,,#Magisahat,,,
220704,220701,220704,,,,#Glamoury,,,
320704,320701,320704,,,,#Magisable,,,
420704,420701,420704,,,,#Magisa Bangle,,,
520704,520701,520704,,,,#Magisa Clog,,,
120705,120701,120705,,,,#Magisahat,,,
220705,220701,220705,,,,#Glamoury,,,
320705,320701,320705,,,,#Magisable,,,
420705,420701,420705,,,,#Magisa Bangle,,,
520705,520701,520705,,,,#Magisa Clog,,,
160102,160101,160102,,,,#generalfood,,,
260102,260101,260102,,,,#Generalbreast,,,
360102,360101,360102,,,,#GeneralHorse,,,
460102,460101,460102,,,,#GeneralGlove,,,
560102,560101,560102,,,,#General boots,,,
160103,160101,160103,,,,#generalfood,,,
260103,260101,260103,,,,#Generalbreast,,,
360103,360101,360103,,,,#GeneralHorse,,,
460103,460101,460103,,,,#GeneralGlove,,,
560103,560101,560103,,,,#General boots,,,
160104,160101,160104,160104,160104,,#generalfood,,,
260104,260101,260104,260104,260104,,#Generalbreast,,,
360104,360101,360104,,,,#GeneralHorse,,,
460104,460101,460104,,,,#GeneralGlove,,,
560104,560101,560104,,,,#General boots,,,
160105,160101,160105,,,,#generalfood,,,
260105,260101,260105,260105,260105,,#Generalbreast,,,
360105,360101,360105,360105,360105,,#GeneralHorse,,,
460105,460101,460105,460106,460106,,#GeneralGlove,,,
560105,560101,560105,,,,#General boots,,,
260106,260101,260106,260106,260106,#buccaneer,#Generalbreast,,,
360106,360101,360106,360106,360106,#buccaneer,#GeneralHorse,,,
460106,460101,460106,460106,460106,#buccaneer,#GeneralGlove,,,
560106,560101,560106,560106,560106,#buccaneer,#General boots,,,
121901,121801,121901,,,,#Wise suit head,,,
221901,221801,221901,221901,221901,,#Wise suit torso,,,
321901,321801,321901,,,,#Wise suit legs,,,
421901,421801,421901,,,,#Wise suit hand,,,
521901,521801,521901,,,,#Wise suit shoes,,,
262601,261401,262601,262601,262601,#Holy Light Gold Body,#Holy Light Torso,,,
362601,361401,362601,362601,362601,#Holy light gold legs,#Holy Light Legs,,,
462601,461401,462601,462601,462601,#holy light gold hand,#holylighthand,,,
562601,561401,562601,562601,562601,#Holy light gold shoes,#holy light shoes,,,
262701,260801,262701,262701,262701,,#Gothic doll body,,,
362701,360801,362701,362701,362701,,#gothic doll legs,,,
462701,460801,462701,462701,462701,,#gothic doll hand,,,
562701,560801,562701,562701,562701,,#gothic doll shoes,,,
162002,162001,162002,162002,162002,,#Brilliant Madame Head,,,
262002,262001,262002,262002,262002,,#Brilliant Madam Torso,,,
362002,362001,362002,362002,362002,,#Brilliant Madame Legs,,,
462002,462001,462002,462002,462002,,#Brilliant Madame Hand,,,
562002,562001,562002,562002,562002,,#Brilliant Madame Shoes,,,
262102,262101,262102,262102,262102,,#agent torso,,,
462102,462101,462102,462102,462102,,#agent hand,,,
562102,562101,562102,562102,562102,,#agent shoes,,,
163101,162201,163101,163101,163101,,#high official,,,
463101,462201,463101,463101,463101,,#high-ranking official,,,
563101,562201,563101,563101,563101,,#high official shoes,,,
263301,261301,263301,263301,263301,,#Genia color variation top,,,
363301,361301,363301,363301,363301,,#Genia color variation bottom,,,
463301,461301,463301,463301,463301,,#geniacolorhand,,,
563301,561301,563301,563301,563301,,#genia color leg,,,
160902,160901,160902,160902,160902,,#kobold head,,,
260902,260901,260902,260902,260902,,#kobold body,,,
360902,360901,360902,360902,360902,,#kobold leg,,,
460902,460901,460902,460902,460902,,#kobold hand,,,
560902,560901,560902,560902,560902,,#kobold shoes,,,
161002,161001,161002,161002,161002,,#night clown head,,,
261002,261001,261002,261002,261002,,#nightclownbody,,,
361002,361001,361002,361002,361002,,#nightclownlegs,,,
461002,461001,461002,461002,461002,,#nightclownhand,,,
561002,561001,561002,561002,561002,,#night clown shoes,,,
262402,262401,262402,262402,262402,,#bird body,,,
362402,362401,362402,362402,362402,,#bird legs,,,
562402,562401,562402,562402,562402,,#bird shoes,,,
161802,161801,161802,,,,#Juju's hair ornament,,,
161803,161801,161803,161803,161803,,#Juju's hair ornament,,,
764112,764111,764112,,,,#yukata head,,,
764122,764121,764122,,,,#Yukata legs,,,
764142,764141,764142,,,,#yukata hand,,,
764152,764151,764152,,,,#yukata shoes,,,
363602,363601,363602,363602,363602,,#abstinent legs,,,
463602,463601,463602,463602,463602,,#abstinent hand,,,
161202,164001,161202,161202,161202,,#Hersant head,,,
,,,,,,#Hersant body,,,
361202,361201,361202,361202,361202,,#Hersant legs,,,
461202,461201,461202,461202,461202,,#hersanthand,,,
,,,,,,#Hersant shoes,,,
164303,164301,164303,164301,164301,,#zero head,,,
264303,264301,264303,264301,264301,,#zero body,,,
264304,264302,264304,264302,264302,,#Zero body 2,,,
364303,364301,364303,364301,364301,,#zero leg,,,
464303,464301,464303,464301,464301,,#Zero move,,,
564303,564301,564303,564301,564301,,#zero shoes,,,
460702,460701,460702,460702,460702,,#tote hand,,,
600102,600101,600102,,,#Normal cloak (green),#Avatar cloak 01,,,
600103,600101,600103,,,#Good cloak (red),#Avatar cloak 01,,,
600104,600101,600104,,,#Normal cloak (blue),#Avatar cloak 01,,,
600105,600101,600105,,,#Normal cloak (purple),#Avatar cloak 01,,,
600106,600101,600106,600106,,#Rune cloak (black),#Avatar cloak 01,,,
600107,600101,600107,600106,,#Training Cloak,#Avatar cloak 01,,,
600402,600401,600402,,,#Midori's cloak,,,,
600403,600401,600403,,,#Hunten's Cloak,,,,
600802,600801,600802,,,#Master 2: [Black],#Master 1: [White],,,
680302,680301,680302,,,#black rabbit backpack,#3rd anniversary rabbit backpack,,,
180202,180201,180202,180202,180202,#rotten pumpkin hat,#pumpkin hat,,,
180302,180301,180302,,,#Red Rum Hat [Black],#redrum hat,,,
180303,180301,180303,,,#Red Rum Hat [Green],#redrum hat,,,
10100102,10100101,10100102,,,#jewel knuckle,#cestus,,,#braindead
10100103,10100101,10100103,,,#iron finger rest,#cestus,,,
10100104,10100101,10100104,,,#Iron Fist,#cestus,,,
10100105,10100101,10100105,,,#,#cestus,,,
10100106,10100101,10100106,,,#Kuho's finger rest,#cestus,,,
10100107,10100101,10100107,,,#korosivsestas,#cestus,,,
10100108,10100101,10100108,10100108,10100108,#Dark device for confirmation,#cestus,,,
10100109,10100101,10100109,10100109,10100109,#Dark device for confirmation,#cestus,,,
10100202,10100201,10100202,,,#bare knuckle,#knuckle duster,,,
10100203,10100201,10100203,,,#Steel finger rest,#knuckle duster,,,
10100204,10100201,10100204,,,#Evil Kobushi,#knuckle duster,,,
10100205,10100201,10100205,,,#,#knuckle duster,,,
10100206,10100201,10100206,,,#champion knuckle,#knuckle duster,#garcantua knuckle,,
10100302,10100301,10100302,,,#tigerfang,#claw,,,
10100303,10100301,10100303,,,#Poison Claw,#claw,,,
10100304,10100301,10100304,,,#justice,#claw,,,
10100305,10100301,10100305,,,#spiral claw,#claw,,,
10100306,10100301,10100306,,,#wolverine,#claw,,,
10100402,10100401,10100402,,,#,#Jamadahar,,,
10100403,10100401,10100403,,,#,#Jamadahar,,,
10100404,10100401,10100404,,,#,#Jamadahar,,,
10100405,10100401,10100405,,,#,#Jamadahar,,,
10100406,10100401,10100406,,,#,#Jamadahar,,,
10100502,10100501,10100502,,,#bone slicer,#slicer,,,
10100503,10100501,10100503,,,#feral slicer,#slicer,,,
10100602,10100601,10100602,,,#crash arm,#stan arm,,,
10100603,10100601,10100603,,,#brainshuffle,#stan arm,,,
10100604,10100601,10100604,,,#Petroarm,#stan arm,,,
10100702,10100701,10100702,10100702,10100702,#,#pata,,,
10100703,10100701,10100703,10100703,10100703,#,#pata,,,
10100704,10100701,10100704,10100704,10100704,#,#pata,,,
10100705,10100701,10100705,10100705,10100705,#,#pata,,,
10100706,10100701,10100706,10100706,10100706,#,#pata,,,
10100802,10100801,10100802,10100802,10100802,#,#derringer,,,
10100803,10100801,10100803,10100803,10100803,#,#derringer,,,
10100804,10100801,10100804,10100804,10100804,#,#derringer,,,
10100805,10100801,10100805,10100805,10100805,#,#derringer,,,
10100806,10100801,10100806,10100806,10100806,#,#derringer,,,
10100902,10100901,10100902,10100902,10100902,#,#Manopur,,,
10100903,10100901,10100903,10100903,10100903,#,#Manopur,,,
10100904,10100901,10100904,10100904,10100904,#,#Manopur,,,
10100905,10100901,10100905,10100905,10100905,#,#Manopur,,,
10100906,10100901,10100906,10100906,10100906,#,#Manopur,,,
10101002,10101001,10101002,10101002,10101002,#,#hardspike,,,
10101003,10101001,10101003,10101003,10101003,#,#hardspike,,,
10101004,10101001,10101004,10101004,10101004,#,#hardspike,,,
10101005,10101001,10101005,10101005,10101005,#,#hardspike,,,
10101006,10101001,10101006,10101006,10101006,#,#hardspike,,,
10101102,10101101,10101102,10101102,10101102,#,#predator bunker,,,
10101103,10101101,10101103,10101103,10101103,#,#predator bunker,,,
10101104,10101101,10101104,10101104,10101104,#,#predator bunker,,,
10101105,10101101,10101105,10101105,10101105,#,#predator bunker,,,
10101106,10101101,10101106,10101106,10101106,#,#predator bunker,,,
10102102,10102101,10102102,,,#,#Tenma Kobushi,,,
10102103,10102101,10102103,,,#,#Tenma Kobushi,,,
10102104,10102101,10102104,10102104,10102104,#,#Tenma Kobushi,,,
10102105,10102101,10102105,10102105,10102105,#,#Tenma Kobushi,,,
10102106,10102101,10102106,10102106,10102106,#,#Tenma Kobushi,,,
10110102,10110101,10110102,10110102,10110102,#,#predator bunker,,,
10110103,10110101,10110103,10110103,10110103,#,#predator bunker,,,
10110104,10110101,10110104,10110104,10110104,#,#predator bunker,,,
10110105,10110101,10110105,10110105,10110105,#,#predator bunker,,,
10110106,10110101,10110106,10110106,10110106,#,#predator bunker,,,
10110202,10110201,10110202,10110202,10110202,#,#,,,
10110203,10110201,10110203,10110203,10110203,#,#,,,
10110204,10110201,10110204,10110204,10110204,#,#,,,
10110205,10110201,10110205,10110205,10110205,#,#,,,
10110206,10110201,10110206,10110206,10110206,#,#,,,
10110302,10110301,10110302,10110302,10110302,#,#,,,
10110303,10110301,10110303,10110303,10110303,#,#,,,
10110304,10110301,10110304,10110304,10110304,#,#,,,
10110305,10110301,10110305,10110305,10110305,#,#,,,
10110306,10110301,10110306,10110306,10110306,#,#,,,
10110402,10110401,10110402,10110402,10110402,#,#,,,
10110403,10110401,10110403,10110403,10110403,#,#,,,
10110404,10110401,10110404,10110404,10110404,#,#,,,
10110405,10110401,10110405,10110405,10110405,#,#,,,
10110406,10110401,10110406,10110406,10110406,#,#,,,
10110502,10110501,10110502,10110502,10110502,#,#,,,
10110503,10110501,10110503,10110503,10110503,#,#,,,
10110504,10110501,10110504,10110504,10110504,#,#,,,
10110505,10110501,10110505,10110505,10110505,#,#,,,
10110506,10110501,10110506,10110506,10110506,#,#,,,
10110602,10110601,10110602,10110602,10110602,#,#,,,
10110603,10110601,10110603,10110603,10110603,#,#,,,
10110604,10110601,10110604,10110604,10110604,#,#,,,
10110605,10110601,10110605,10110605,10110605,#,#,,,
10110606,10110601,10110606,10110606,10110606,#,#,,,
10200102,10200101,10200102,,,#Kaitao Dagger,#dagger,,,
10200103,10200101,10200103,,,#edging dagger,#dagger,#Ripper Dagger,,
10200104,10200101,10200104,,,#evil knife,#dagger,#dagger of death,#Steel Baselard,
10200105,10200101,10200105,,,#ghost knife,#dagger,,,
10200106,10200101,10200106,,,#deadpoison,#dagger,,,
10200202,10200201,10200202,,,#heat knife,#Bazelard,,,
10200203,10200201,10200203,10200203,10200203,#Confirmation dagger,#Bazelard,,,
10200204,10200201,10200204,10200204,10200204,confirmation dagger,#Bazelard,,,
10200402,10200401,10200402,,,#spirit knife,#kukri,,,
10200403,10200401,10200403,,,#,#kukri,,,
10200404,10200401,10200404,,,#sleight of hand dagger,#kukri,,,
10200405,10200401,10200405,,,#,#kukri,,,
10200406,10200401,10200406,,,#,#kukri,,,
10200502,10200501,10200502,,,#paralyze dagger,#parazonium,,,
10200503,10200501,10200503,,,#Heavy Edging Dagger,#parazonium,#Geeze Baselard,,
10200504,10200501,10200504,,,#demon knife,#parazonium,,,
10200505,10200501,10200505,,,#,#parazonium,,,
10200506,10200501,10200506,,,#,#parazonium,,,
10200702,10200701,10200702,,,#,#Halper,,,
10200703,10200701,10200703,,,#Kamaitachi,#Halper,,,
10200704,10200701,10200704,,,#nightfall,#Halper,#Nightfall of Ruin,,
10200705,10200701,10200705,,,#,#Halper,,,
10200706,10200701,10200706,,,#,#Halper,,,
10201002,10201001,10201002,10201002,10201002,#,#Chris,,,
10201003,10201001,10201003,10201003,10201003,#,#Chris,,,
10201004,10201001,10201004,10201004,10201004,#,#Chris,,,
10201005,10201001,10201005,10201005,10201005,#,#Chris,,,
10201006,10201001,10201006,10201006,10201006,#,#Chris,,,
10201102,10201101,10201102,10201102,10201102,#,#sword breaker,,,
10201103,10201101,10201103,10201103,10201103,#,#sword breaker,,,
10201104,10201101,10201104,10201104,10201104,#,#sword breaker,,,
10201105,10201101,10201105,10201105,10201105,#,#sword breaker,,,
10201106,10201101,10201106,10201106,10201106,#,#sword breaker,,,
10201202,10201201,10201202,10201202,10201202,#,#metal needle,,,
10201203,10201201,10201203,10201203,10201203,#,#metal needle,,,
10201204,10201201,10201204,10201204,10201204,#,#metal needle,,,
10201205,10201201,10201205,10201205,10201205,#,#metal needle,,,
10201206,10201201,10201206,10201206,10201206,#,#metal needle,,,
10201302,10201301,10201302,10201302,10201302,#,#dark,,,
10201303,10201301,10201303,10201303,10201303,#,#dark,,,
10201304,10201301,10201304,10201304,10201304,#,#dark,,,
10201305,10201301,10201305,10201305,10201305,#,#dark,,,
10201306,10201301,10201306,10201306,10201306,#,#dark,,,
10201402,10201401,10201402,,,#,#Scrama Sax,,,
10201403,10201401,10201403,10201403,10201403,#,#Scrama Sax,,,
10201404,10201401,10201404,10201404,10201404,#,#Scrama Sax,,,
10201405,10201401,10201405,10201405,10201405,#,#Scrama Sax,,,
10201406,10201401,10201406,10201406,10201406,#,#Scrama Sax,,,
10202102,10202101,10202102,,,#,#bewitching dagger,,,
10202103,10202101,10202103,10202103,10202103,#,#bewitching dagger,,,
10202104,10202101,10202104,10202104,10202104,#,#bewitching dagger,,,
10202105,10202101,10202105,10202105,10202105,#,#bewitching dagger,,,
