#id,item_type,quality,_item_name_necromancy,max_stack_size,3,es_hand_r,es_hand_l,es_quiver,es_head,es_body,es_legs,es_arms,es_feet,es_mantle,es_ring,es_earring,es_necklace,es_belt,es_talkring,es_avatar_head,es_avatar_body,es_avatar_legs,es_avatar_arms,es_avatar_feet,es_avatar_mantle,req_hum_m,req_hum_f,req_elf_m,req_elf_f,req_dwf_m,req_dwf_f,req_por_m,req_por_f,req_gnm_m,req_gnm_f,req_fighter,req_thief,req_mage,req_priest,req_lawful,req_neutral,req_chaotic,40,41,req_str,req_vit,req_dex,req_agi,req_int,req_pie,req_luk,req_soul_rank,max_soul_rank,req_lvl,51,52,53,phys_slash,phys_strike,phys_pierce,56,pdef_fire,pdef_water,pdef_wind,pdef_earth,pdef_light,pdef_dark,63,64,65,matk_fire,matk_water,matk_wind,matk_earth,matk_light,matk_dark,72,73,74,75,76,seffect_hp,seffect_mp,seffect_str,seffect_vit,seffect_dex,seffect_agi,seffect_int,seffect_pie,seffect_luk,res_poison,res_paralyze,res_petrified,res_faint,res_blind,res_sleep,res_silent,res_charm,res_confusion,res_fear,96,status_malus,status_percent,num_of_bag_slots,object_type,equip_slot,102,103,104,no_use_in_town,no_storage,no_discard,no_sell,no_trade,no_trade_after_used,no_stolen,gold_border,lore,icon,field118,field119,field120,field121,field122,field123,field124,field125,field126,field127,field128,field129,field130,req_samurai,req_ninja,req_bishop,req_lord,field135,field136,field137,field138,field139,field140,req_clown,req_alchemist,grade,hardness,scroll_id,physical,magical,weight
100113,HELMET,GOOD,Lufrise Guard,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,,,0,0,0,0,0,0,0,0,0,44,0,,,40,40,20,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,15,20,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HEAD,,,,0,0,0,0,0,0,0,0,,100701,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,17,2,0,51,24,0.9
100114,HELMET,NORMAL,Graphico Guard,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,,,0,0,0,0,0,0,0,0,0,48,0,,,40,40,20,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,20,20,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HEAD,,,,0,0,0,0,0,0,0,0,,100701,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,19,2,0,61,29,0.9
100115,HELMET,NORMAL,Prividier Guard,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,,,0,0,0,0,0,0,0,0,0,52,0,,,40,40,20,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,25,5,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HEAD,,,,0,0,0,0,0,0,0,0,,100101,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,21,2,0,74,34,1.9
100116,HELMET,NORMAL,[RD] Solid Leather Guard,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HEAD,,,,0,0,0,0,0,0,0,0,,100701,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0
100181,HELMET,MASTER,Fierce God's Headband,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,38,0,,,40,40,20,,0,0,0,0,0,0,,,,8,8,8,8,0,0,,,,,,30,10,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HEAD,,,,0,0,0,0,0,0,0,0,,100103,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,14,4,0,49,15,1
100191,HELMET,NORMAL,Old Guard,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,40,40,20,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HEAD,,,,0,0,0,0,1,0,1,0,,100101,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,1,1,0,5,1,0.8
100192,HELMET,NORMAL,Rassvet Guard,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,,,0,0,0,0,0,0,0,0,0,54,0,,,40,40,20,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,30,5,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HEAD,,,,0,0,0,0,0,0,0,0,,100101,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,22,2,0,80,37,1.9
100193,HELMET,NORMAL,[RD] Leather Guard,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HEAD,,,,0,0,0,0,0,0,0,0,,100101,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0
100201,HELMET,NORMAL,Bronze Helm,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,40,30,30,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HEAD,,,,0,0,0,0,0,0,1,0,,100201,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,2,4,0,15,2,2
100202,HELMET,NORMAL,Esperanza Helmet,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,56,0,,,40,30,30,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,45,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HEAD,,,,0,0,0,0,0,0,0,0,,100201,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,23,4,0,93,39,4.2
100203,HELMET,NONE,Crimson Helm,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HEAD,,,,0,0,0,0,0,0,0,0,,99900100,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0
100204,HELMET,NONE,Gospel Helm,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HEAD,,,,0,0,0,0,0,0,0,0,,99900100,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0
100205,HELMET,NONE,Damascus Helm,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HEAD,,,,0,0,0,0,0,0,0,0,,99900100,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0
100206,HELMET,NONE,Crystal Helm,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HEAD,,,,0,0,0,0,0,0,0,0,,99900100,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0
100207,HELMET,POOR,Headlock,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,40,30,30,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HEAD,,,,0,0,0,0,0,0,1,0,,100201,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,1,4,0,1,1,5
100208,HELMET,GOOD,Helmet of Endurance,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,40,40,20,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HEAD,,,,0,0,0,0,0,0,1,0,,100601,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,2,4,0,13,1,1.7
100209,HELMET,NORMAL,Veteran Bronze Helm,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,40,30,30,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HEAD,,,,0,0,0,0,0,0,0,0,,100201,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,4,4,0,20,0,1.6
100210,HELMET,NORMAL,Light Iron Helm,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,40,30,30,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HEAD,,,,0,0,0,0,0,0,0,0,,100401,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,5,4,0,16,0,1.3
100211,HELMET,NORMAL,Invincible Bronze Helm,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,0,0,0,0,0,0,0,6,0,27,0,,,40,30,30,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HEAD,,,,0,0,0,0,0,0,0,0,,100201,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,10,4,0,36,2,1.6
100212,HELMET,MASTER,Demonic Guard,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,,,0,0,0,0,0,0,0,0,0,42,0,,,40,40,20,,0,0,0,0,0,5,,,,0,0,0,0,0,5,,,,,,25,20,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HEAD,,,,0,0,0,0,0,0,0,0,,101201,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,16,2,0,53,25,1
100213,HELMET,NORMAL,Solomon Helm,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,,,0,0,0,0,0,0,0,0,0,62,0,,,40,40,20,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,50,20,2,3,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HEAD,,,,0,0,0,0,0,0,0,0,,101201,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,26,2,0,119,56,2.3
100214,HELMET,MASTER,Cardiac of the Norman Helm,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,0,0,0,0,0,0,0,0,0,27,0,,,40,40,20,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,10,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,,,0,0,NONE,HEAD,,,,0,0,0,0,0,0,0,0,,101201,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,10,2,0,35,14,1
100301,HELMET,NORMAL,Hard Leather Guard,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,40,40,20,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HEAD,,,,0,0,0,0,0,0,1,0,,100301,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,2,1,0,12,1,1.1
100302,HELMET,NORMAL,Expert Guard,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HEAD,,,,0,0,0,0,0,0,0,0,,99900100,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0
100303,HELMET,NORMAL,Fender Guard,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,,,0,0,0,0,0,0,0,0,0,42,0,,,40,40,20,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,5,30,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HEAD,,,,0,0,0,0,0,0,0,0,,100301,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,16,2,0,47,21,1
100304,HELMET,NORMAL,Oniro Guard,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,,,0,0,0,0,0,0,0,0,0,60,0,,,40,40,20,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,40,20,2,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HEAD,,,,0,0,0,0,0,0,0,0,,100301,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,25,2,0,109,52,2.3
100305,HELMET,NONE,Glory Guard,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HEAD,,,,0,0,0,0,0,0,0,0,,99900100,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0
100306,HELMET,NONE,Blessed Guard,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HEAD,,,,0,0,0,0,0,0,0,0,,99900100,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0
100307,HELMET,NORMAL,Sturdy Hard Leather Guard,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,40,40,20,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HEAD,,,,0,0,0,0,0,0,0,0,,100301,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,4,2,0,16,2,1
100308,HELMET,NORMAL,[RD] Hard Leather Guard,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HEAD,,,,0,0,0,0,0,0,0,0,,100301,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0
100401,HELMET,NORMAL,Iron Helm,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,,,40,40,20,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,NONE,HEAD,,,,0,0,0,0,0,0,0,0,,100401,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,5,4,0,24,0,1.8
