#,#Individual information,,Set up to 3 effects,,,,,,,,,,,,,Startup script ID (Please note that it will be executed after the model has been loaded),,Conversation motion ID,"When accessing (talking), do not face the player.",caster shadow disabled,Basic ability information,,,,transparency flag,,,,,,,,,
#,#serialid,NPC name,Effect ID1,,,,Effect ID2,,,,Effect ID3,,,,NPC effect,,Standby motion ID,,,,level,"two names, different names",,Minimap name,,,,,,,,,,
#,#,,,Effect offset position,,,,Effect offset position,,,,Effect offset position,,,match the direction of,,,,,,,,Effect ID,,face,hair,right hand,left hand,Head,torso,leg,arm,feet,cloak
#,#,,,X,Y,Z,,X,Y,Z,,X,Y,Z,mosquito? (Reflected when other than 0),,,,,,,,,,,,,,,,,,,
#,1,2,,,,,,,,,,,,,,,7,,,,25,3,,,,,,,,,,,,
#,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
#Port town Il Faro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Piazza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000032,Voge,0,,,,,,,,,,,,,,0,5,0,0,99,hard boiled,0,,,,,,,,,,,,
10000033,Barbastan,0,,,,,,,,,,,,,,0,5,0,0,99,blacksmith,0,,,,,,,,,,,,
10000034,Baltuate,40,0,0,0,,,,,,,,,,,0,5,0,0,99,Gatekeeper towards Hersant,0,,,,,,,,,,,,
10000035,hang back,0,,,,,,,,,,,,,,0,5,0,0,99,Kuopati direction gatekeeper,0,,,,,,,,,,,,
10000036,noinbaite,0,,,,,,,,,,,,,,0,5,0,0,99,lookout,0,,,,,,,,,,,,
10000037,Isolde,0,,,,,,,,,,,,,,0,5,0,0,99,Shrine Maiden of Ishik,0,,,,,,,,,,,,
10000038,Hilde,0,,,,,,,,,,,,,,0,5,0,0,99,Shrine Maiden of Ishik,0,,,,,,,,,,,,
10000039,Myzog,0,,,,,,,,,,,,,,0,5,0,0,99,Cook,0,,,,,,,,,,,,
10000040,Baygun,0,,,,,,,,,,,,,,0,5,0,0,99,butcher,0,,,,,,,,,,,,
10000041,nonemus,0,,,,,,,,,,,,,,0,5,0,0,99,Resident of Ilfaro,0,,,,,,,,,,,,
10000042,marie,0,,,,,,,,,,,,,,0,5,0,0,99,bar girl,0,,,,,,,,,,,,
10000043,Elesose,0,,,,,,,,,,,,,,0,5,0,0,99,bard,0,,,,,,,,,,,,
10000044,spray,0,,,,,,,,,,,,,,0,5,0,0,99,gem craftsman,0,,,,,,,,,,,,
10000045,Don Boragan,0,,,,,,,,,,,,,,1000,1000,1,0,99,treasure hunter,0,,,,,,,,,,,,
10000046,simmons,6,0,0,0,,,,,,,,,,,0,5,0,0,99,ghost,0,,,,,,,,,,,,
10000047,Farbra,0,,,,,,,,,,,,,,0,5,0,0,99,adventurer guild,0,,,,,,,,,,,,
10000048,otto,0,,,,,,,,,,,,,,0,5,0,0,99,adventurer guild staff,0,,,,,,,,,,,,
10000049,Finks,0,,,,,,,,,,,,,,0,5,0,0,99,Resident of Ilfaro,0,,,,,,,,,,,,
10000050,Eike,0,,,,,,,,,,,,,,0,5,0,0,99,Resident of Ilfaro,0,,,,,,,,,,,,
10000051,Mardo,0,,,,,,,,,,,,,,0,5,0,0,99,Resident of Ilfaro,0,,,,,,,,,,,,
10000052,wod am,0,,,,,,,,,,,,,,0,5,0,0,99,keysmith,0,,,,,,,,,,,,
10000053,Ladrim,0,,,,,,,,,,,,,,0,5,0,0,99,Kuupati monk,0,,,,,,,,,,,,
10000054,Wonho,0,,,,,,,,,,,,,,0,5,0,0,99,Noisy shop,0,,,,,,,,,,,,
10000055,Rolf,0,,,,,,,,,,,,,,0,5,0,0,99,prison officer,0,,,,,,,,,,,,
10000056,Elina,0,,,,,,,,,,,,,,0,5,0,0,99,*Party receptionist*,0,,,,,,,,,,,,
10000057,cardan,0,,,,,,,,,,,,,,0,5,0,0,99,crystal craftsman,0,,,,,,,,,,,,
10000058,kickass,0,,,,,,,,,,,,,,0,5,0,0,99,Researcher,0,,,,,,,,,,,,
10000059,juju,0,,,,,,,,,,,,,,0,5,0,0,99,soul partner manager,0,,,,,,,,,,,,
10000060,Luisina,0,,,,,,,,,,,,,,0,5,0,0,99,adventurer guild staff,0,,,,,,,,,,,,
10000088,Akes,0,,,,,,,,,,,,,,0,5,0,0,99,adventurer guild staff,0,,,,,,,,,,,,
10000089,Ornis,0,,,,,,,,,,,,,,0,5,0,0,99,adventurer guild staff,0,,,,,,,,,,,,
10000090,mclane,0,,,,,,,,,,,,,,0,5,0,0,99,adventurer guild staff,0,,,,,,,,,,,,
10000091,lily,8,,,,,,,,,,,,,,0,5,0,0,99,Labyrinth Management Association,0,,,,,,,,,,,,
10000092,Investigation points,11,0,0,20,,,,,,,,,,,0,5,0,1,99,,0,,,,,,,,,,,,
10000096,Mirio,23,,,,,,,,,,,,,,0,5,0,0,99,*Event guide*,0,,,,,,,,,,,,
10000097,al canvas,0,,,,,,,,,,,,,,0,5,0,0,99,Kuupati monk,0,,,,,,,,,,,,
10000098,El Boreas,0,,,,,,,,,,,,,,0,5,0,0,99,priest guild,0,,,,,,,,,,,,
10000099,Kalug,0,,,,,,,,,,,,,,0,5,0,0,99,Thief Guild,0,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#port,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000101,Garnov,0,,,,,,,,,,,,,,0,5,0,0,99,master,0,,,,,,,,,,,,
10000102,meinart,0,,,,,,,,,,,,,,0,5,0,0,99,The face of the port,0,,,,,,,,,,,,
10000103,Lotte,0,,,,,,,,,,,,,,0,5,0,0,99,street vendor,0,,,,,,,,,,,,
10000104,Symes,0,,,,,,,,,,,,,,0,5,0,0,99,Resident of Ilfaro,0,,,,,,,,,,,,
10000105,jack,0,,,,,,,,,,,,,,0,5,0,0,99,Resident of Ilfaro,0,,,,,,,,,,,,
10000106,Aina,0,,,,,,,,,,,,,,0,5,0,0,99,Resident of Ilfaro,0,,,,,,,,,,,,
10000107,Yvonne,0,,,,,,,,,,,,,,0,5,0,0,99,Resident of Ilfaro,0,,,,,,,,,,,,
10000108,Real,0,,,,,,,,,,,,,,0,5,0,0,99,Training center official,0,,,,,,,,,,,,
10000110,Boralja,0,,,,,,,,,,,,,,0,5,0,0,99,future inventor,0,,,,,,,,,,,,
10000111,Paynon,0,,,,,,,,,,,,,,0,5,0,0,99,Simple accommodation staff,0,,,,,,,,,,,,
10000112,Al Tonia,0,,,,,,,,,,,,,,0,5,0,0,99,Kuupati monk,0,,,,,,,,,,,,
10000113,Badges,0,,,,,,,,,,,,,,0,5,0,0,99,blacksmith,0,,,,,,,,,,,,
10000114,Dolphen,0,,,,,,,,,,,,,,0,5,0,0,99,curio dealer,0,,,,,,,,,,,,
10000115,dotzen,0,,,,,,,,,,,,,,0,5,0,0,99,Resident of Ilfaro,0,,,,,,,,,,,,
10000117,Branfeld,0,,,,,,,,,,,,,,0,5,0,0,99,adventurer guild staff,0,,,,,,,,,,,,
10000118,Superpass,0,,,,,,,,,,,,,,1000,1000,1,0,99,The man with a thousand nicknames,0,,,,,,,,,,,,
10000119,alejandros,0,,,,,,,,,,,,,,0,5,0,0,99,lookout,0,,,,,,,,,,,,
10000120,tascard,0,,,,,,,,,,,,,,0,5,0,0,99,Simple accommodation staff,0,,,,,,,,,,,,
10000121,Sogale,0,,,,,,,,,,,,,,0,5,0,0,99,Resident of Ilfaro,0,,,,,,,,,,,,
10000122,sol bane,0,,,,,,,,,,,,,,0,5,0,0,99,gem craftsman,0,,,,,,,,,,,,
10000123,Setsuno,0,,,,,,,,,,,,,,0,5,0,0,99,Serial code reception,0,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#prison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000201,Sadik,0,,,,,,,,,,,,,,0,5,0,0,99,chief warden,0,,,,,,,,,,,,
10000202,Elud,0,,,,,,,,,,,,,,0,5,0,0,99,Resident of Ilfaro,0,,,,,,,,,,,,
10000203,bulk,0,,,,,,,,,,,,,,0,5,0,0,99,rogue,0,,,,,,,,,,,,
10000204,wes,0,,,,,,,,,,,,,,0,5,0,0,99,rogue,0,,,,,,,,,,,,
10000205,Michal,0,,,,,,,,,,,,,,0,5,0,0,99,prison guard,0,,,,,,,,,,,,
10000206,Lethal,0,,,,,,,,,,,,,,0,5,0,0,99,rogue,0,,,,,,,,,,,,
10000209,Venduras,0,,,,,,,,,,,,,,0,5,0,0,99,Kuupati monk,0,,,,,,,,,,,,
10000210,fret,7,0,0,0,,,,,,,,,,,0,5,0,0,99,Ghost of the Kuupati Monk,0,,,,,,,,,,,,
10000211,Elnora,0,,,,,,,,,,,,,,0,5,0,0,99,prison warden,0,,,,,,,,,,,,
10000212,Gallian,0,,,,,,,,,,,,,,0,5,0,0,99,gatekeeper,0,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#commercial district,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000301,voltac,0,,,,,,,,,,,,,,0,5,0,0,99,tool shop,0,,,,,,,,,,,,
10000302,modamus,0,,,,,,,,,,,,,,0,5,0,0,99,weapon shop,0,,,,,,,,,,,,
10000303,Rev,0,,,,,,,,,,,,,,0,5,0,0,99,armor shop,0,,,,,,,,,,,,
10000304,Tie,0,,,,,,,,,,,,,,0,5,0,0,99,magic shop,0,,,,,,,,,,,,
10000305,garcia,0,,,,,,,,,,,,,,0,5,0,0,99,blacksmith,0,,,,,,,,,,,,
10000306,herme,0,,,,,,,,,,,,,,0,5,0,0,99,Voltac clerk,0,,,,,,,,,,,,
10000308,barracks,0,,,,,,,,,,,,,,0,5,0,0,99,Weapon store clerk,0,,,,,,,,,,,,
10000309,Lewis,0,,,,,,,,,,,,,,0,5,0,0,99,Armor shop clerk,0,,,,,,,,,,,,
10000310,barrel,0,,,,,,,,,,,,,,0,5,0,0,99,magic shop clerk,0,,,,,,,,,,,,
10000311,Zidol,0,,,,,,,,,,,,,,901,901,1,0,99,blacksmith craftsman,0,,,,,,,,,,,,
10000313,mccoy,0,,,,,,,,,,,,,,0,5,0,0,99,assistant,0,,,,,,,,,,,,
10000316,Couvet,0,,,,,,,,,,,,,,0,5,0,0,99,Kuupati monk,0,,,,,,,,,,,,
10000317,Folic,0,,,,,,,,,,,,,,0,5,0,0,99,Resident of Ilfaro,0,,,,,,,,,,,,
10000318,lotle,0,,,,,,,,,,,,,,0,5,0,0,99,wizard,0,,,,,,,,,,,,
10000319,Kushala,0,,,,,,,,,,,,,,0,5,0,0,99,Kushiyaki restaurant,0,,,,,,,,,,,,
10000320,john lane,0,,,,,,,,,,,,,,0,5,0,0,99,Resident of Ilfaro,0,,,,,,,,,,,,
10000321,argus,0,,,,,,,,,,,,,,0,5,0,0,99,Resident of Ilfaro,0,,,,,,,,,,,,
10000322,paulson,0,,,,,,,,,,,,,,0,5,0,0,99,lookout,0,,,,,,,,,,,,
10000323,Moral,0,,,,,,,,,,,,,,0,5,0,0,99,lookout,0,,,,,,,,,,,,
10000324,Cordis,0,,,,,,,,,,,,,,0,5,0,0,99,lookout,0,,,,,,,,,,,,
10000325,reinhardt,0,,,,,,,,,,,,,,0,5,0,0,99,lookout,0,,,,,,,,,,,,
10000326,Daran,0,,,,,,,,,,,,,,0,5,0,0,99,collector,0,,,,,,,,,,,,
10000327,Curdan,0,,,,,,,,,,,,,,0,5,0,0,99,crystal craftsman,0,,,,,,,,,,,,
10000329,Schubal,0,,,,,,,,,,,,,,0,5,0,0,99,gem craftsman,0,,,,,,,,,,,,
10000397,Mr. Red Rum,0,,,,,,,,,,,,,,0,5,1,0,99,spirit of winter,0,,,,,,,,,,,,
10000398,Gaelic,0,,,,,,,,,,,,,,0,5,0,0,99,fighter guild,0,,,,,,,,,,,,
10000399,Laccio,0,,,,,,,,,,,,,,0,5,0,0,99,mage guild,0,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Capital Itox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000601,Seijyurou,0,,,,,,,,,,,,,,0,5,0,0,99,samurai master,0,,,,,,,,,,,,
10000602,Eshtar,0,,,,,,,,,,,,,,0,5,0,0,99,master bishop,0,,,,,,,,,,,,
10000603,Hanzo,0,,,,,,,,,,,,,,0,5,0,0,99,ninja master,0,,,,,,,,,,,,
10000604,Mars,0,,,,,,,,,,,,,,0,5,0,0,99,master lord,0,,,,,,,,,,,,
10000605,mirror,0,,,,,,,,,,,,,,0,5,0,0,99,luxury inn,0,,,,,,,,,,,,
10000606,Hanna Mari,0,,,,,,,,,,,,,,0,5,0,0,99,Kuupati monk,0,,,,,,,,,,,,
10000607,edwards,0,,,,,,,,,,,,,,0,5,0,0,99,adventurer guild staff,0,,,,,,,,,,,,
10000608,Zumwalt,0,,,,,,,,,,,,,,0,5,0,0,99,Permit issued,0,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#slum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000701,Ray Van,0,,,,,,,,,,,,,,0,5,0,0,99,black market owner,0,,,,,,,,,,,,
10000702,Renton,0,,,,,,,,,,,,,,0,5,0,0,99,blacksmith,0,,,,,,,,,,,,
10000703,Priela,0,,,,,,,,,,,,,,0,5,0,0,99,inn,0,,,,,,,,,,,,
10000704,Manafest,8,0,0,50,,,,,,,,,,,0,5,0,0,99,Dungeon guide,0,,,,,,,,,,,,
10000705,greg,0,,,,,,,,,,,,,,0,5,0,0,99,adventurer guild staff,0,,,,,,,,,,,,
10000706,mardin,0,,,,,,,,,,,,,,0,5,0,0,99,Kuupati monk,0,,,,,,,,,,,,
10000707,Bisquez,0,,,,,,,,,,,,,,0,5,0,0,99,slum dweller,0,,,,,,,,,,,,
10000708,Piryo,0,,,,,,,,,,,,,,0,5,0,0,99,slum dweller,0,,,,,,,,,,,,
10000709,Akan,0,,,,,,,,,,,,,,900,905,1,0,99,slum dweller,0,,,,,,,,,,,,
10000710,Ignagal,0,,,,,,,,,,,,,,0,5,0,0,99,gem craftsman,0,,,,,,,,,,,,
10000711,fokker,6,0,0,0,,,,,,,,,,,0,5,0,0,99,ghost,0,,,,,,,,,,,,
10000712,statham,0,,,,,,,,,,,,,,0,5,0,0,99,Kuupati monk,0,,,,,,,,,,,,
10000713,Lienbar,0,,,,,,,,,,,,,,0,5,0,0,99,keysmith,0,,,,,,,,,,,,
10000714,randy dan,0,,,,,,,,,,,,,,0,5,0,0,99,crystal craftsman,0,,,,,,,,,,,,
10000715,Cecilia,0,,,,,,,,,,,,,,0,5,0,0,99,Training center business trip staff,0,,,,,,,,,,,,
10000716,Davnov,40,0,0,0,,,,,,,,,,,0,5,0,0,99,Resident of the city of sand and chaos,0,,,,,,,,,,,,
10000799,Gordman,0,,,,,,,,,,,,,,0,5,0,0,99,black market clerk,0,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Ilfaro Magic Bureau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000901,Shibunov,0,,,,,,,,,,,,,,0,5,0,0,99,Civilian chief,0,,,,,,,,,,,,
10000902,zeem tail,0,,,,,,,,,,,,,,0,5,0,0,99,Director of Magic,0,,,,,,,,,,,,
10000903,gantt,0,,,,,,,,,,,,,,0,5,0,0,99,magic bureau member,0,,,,,,,,,,,,
10000904,Lundgren,0,,,,,,,,,,,,,,0,5,0,0,99,guard captain,0,,,,,,,,,,,,
10000905,gaspart,0,,,,,,,,,,,,,,0,5,0,0,99,security guard,0,,,,,,,,,,,,
10000906,Ariza,0,,,,,,,,,,,,,,0,5,0,0,99,servant,0,,,,,,,,,,,,
10000907,Gab,0,,,,,,,,,,,,,,0,5,0,0,99,Sokoban,0,,,,,,,,,,,,
10000908,Pentas,0,,,,,,,,,,,,,,0,5,0,0,99,security guard,0,,,,,,,,,,,,
10000909,Forous,0,,,,,,,,,,,,,,0,5,0,0,99,security guard,0,,,,,,,,,,,,
10000910,Ludendal,0,,,,,,,,,,,,,,0,5,0,0,99,chief medical officer,0,,,,,,,,,,,,
10000911,Palacios,0,,,,,,,,,,,,,,0,5,0,0,99,Kuupati monk,0,,,,,,,,,,,,
10000912,Ibeat,0,,,,,,,,,,,,,,0,5,0,0,99,gatekeeper,0,,,,,,,,,,,,
10000913,moorcock,0,,,,,,,,,,,,,,0,5,0,0,99,historian,0,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Tutorial NPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11000001,Eleshe,0,,,,,,,,,,,,,,0,5,0,0,99,adventurer,0,,,,,,,,,,,,
11000002,Marge,0,,,,,,,,,,,,,,0,5,0,0,99,adventurer,0,,,,,,,,,,,,
11000003,Solgran,0,,,,,,,,,,,,,,0,5,0,0,99,adventurer,0,,,,,,,,,,,,
11000004,Ashu,0,,,,,,,,,,,,,,0,5,0,0,99,royal shop manager,0,,,,,,,,,,,,
11000005,Timp,0,,,,,,,,,,,,,,0,5,0,0,99,microke manager,0,,,,,,,,,,,,
11000006,klimt,0,,,,,,,,,,,,,,0,5,0,0,99,Priest Kuopati,0,,,,,,,,,,,,
11000011,Ridera,8,,,,,,,,,,,,,,0,5,0,0,99,capital guide,0,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Introduction dungeon (trial field) NPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11001001,Urban,0,,,,,,,,,,,,,,0,5,0,0,99,combat guide,0,,,,,,,,,,,,
11001002,cervecos,0,,,,,,,,,,,,,,0,5,0,0,99,Kuupati monk,0,,,,,,,,,,,,
11001003,Azzam,0,,,,,,,,,,,,,,0,5,0,0,99,dungeon craftsman,0,,,,,,,,,,,,
11001004,Michelle,0,,,,,,,,,,,,,,0,5,0,0,99,novice adventurer,0,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Sand City Levenantheil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Post town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10300001,Abbas,0,,,,,,,,,,,,,,0,5,0,0,99,Adventurer Guild Branch Manager,0,,,,,,,,,,,,
10300002,Imane,0,,,,,,,,,,,,,,0,5,0,0,99,innkeeper,0,,,,,,,,,,,,
10300003,hamed,0,,,,,,,,,,,,,,0,5,0,0,99,Priest Kuopati,0,,,,,,,,,,,,
10300004,Chebalde,0,,,,,,,,,,,,,,0,5,0,0,99,Ishik's Priestess Apprentice,0,,,,,,,,,,,,
10300005,jabbard,8,,,,,,,,,,,,,,0,5,0,0,99,Dungeon guide,0,,,,,,,,,,,,
10300006,Jonah,40,0,0,0,,,,,,,,,,,0,5,0,0,99,Gatekeeper towards Diment,0,,,,,,,,,,,,
10300007,Sathar,0,,,,,,,,,,,,,,0,5,0,0,99,bar master,0,,,,,,,,,,,,
10300008,Nader,0,,,,,,,,,,,,,,0,5,0,0,99,blacksmith,0,,,,,,,,,,,,
10300009,Mahdi,0,,,,,,,,,,,,,,0,5,0,0,99,jeweler,0,,,,,,,,,,,,
10300010,marche,0,,,,,,,,,,,,,,0,5,0,0,99,department store,0,,,,,,,,,,,,
10300011,juju,0,,,,,,,,,,,,,,0,5,0,0,99,soul partner manager,0,,,,,,,,,,,,
10300012,Morteza,0,,,,,,,,,,,,,,0,5,0,0,99,Training center business trip staff,0,,,,,,,,,,,,
10300013,Tuva,0,,,,,,,,,,,,,,0,5,0,0,99,*Party receptionist*,0,,,,,,,,,,,,
10300014,Ulmas,0,,,,,,,,,,,,,,0,5,0,0,99,Gatekeeper to the capital,0,,,,,,,,,,,,
10300015,Parizada,0,,,,,,,,,,,,,,0,5,0,0,99,Kuopati direction gatekeeper,0,,,,,,,,,,,,
10300016,I'm,0,,,,,,,,,,,,,,0,5,0,0,99,lookout,0,,,,,,,,,,,,
10300017,Milia,23,,,,,,,,,,,,,,0,5,0,0,99,*Event guide*,0,,,,,,,,,,,,
10300018,signboard,1,0,0,100,,,,,,,,,,,0,5,0,0,99,,0,,,,,,,,,,,,
10300019,Mariere,0,,,,,,,,,,,,,,0,5,0,0,99,alchemist master,0,,,,,,,,,,,,
10300081,Sameen,0,,,,,,,,,,,,,,0,5,0,0,99,Branch school students,0,,,,,,,,,,,,
10300082,Taher,0,,,,,,,,,,,,,,0,5,0,0,99,glutton,0,,,,,,,,,,,,
10300083,Soheil,0,,,,,,,,,,,,,,0,5,0,0,99,A woman who lives in love,0,,,,,,,,,,,,
10300084,Karim,0,,,,,,,,,,,,,,0,5,0,0,99,Timid,0,,,,,,,,,,,,
10300085,Erival,0,,,,,,,,,,,,,,0,5,0,0,99,lead alchemist,0,,,,,,,,,,,,
10300086,Keret,0,,,,,,,,,,,,,,0,5,0,0,99,mid-career adventurer,0,,,,,,,,,,,,
10300087,Nikmepa,0,,,,,,,,,,,,,,0,5,0,0,99,mid-career adventurer,0,,,,,,,,,,,,
10300088,Akhat,0,,,,,,,,,,,,,,0,5,0,0,99,branch professor,0,,,,,,,,,,,,
10300089,donatella,0,,,,,,,,,,,,,,0,5,0,0,99,night butterfly,0,,,,,,,,,,,,
10300090,Elisha,0,,,,,,,,,,,,,,901,901,1,0,99,girl looking at the stars,0,,,,,,,,,,,,
10300091,el azar,0,,,,,,,,,,,,,,0,5,0,0,99,white powder poisoning,0,,,,,,,,,,,,
10300092,Gorya,8,,,,,,,,,,,,,,0,5,0,0,99,honorable coal miner,0,,,,,,,,,,,,
10300093,Hewel,0,,,,,,,,,,,,,,0,5,0,0,99,innkeeper's husband,0,,,,,,,,,,,,
10300094,emmanuel,0,,,,,,,,,,,,,,0,5,0,0,99,millionaire aristocrat,0,,,,,,,,,,,,
10300095,hannah,0,,,,,,,,,,,,,,0,5,0,0,99,love gambling,0,,,,,,,,,,,,
10300096,Raheel,0,,,,,,,,,,,,,,0,5,0,0,99,bar sign girl,0,,,,,,,,,,,,
10300097,estelle,0,,,,,,,,,,,,,,0,5,0,0,99,watcher,0,,,,,,,,,,,,
10300098,Divora,0,,,,,,,,,,,,,,0,5,0,0,99,I love books,0,,,,,,,,,,,,
10300099,Forces,0,,,,,,,,,,,,,,0,5,0,0,99,suspicious merchant,0,,,,,,,,,,,,
10300100,perch,0,,,,,,,,,,,,,,0,5,0,0,99,Priest Kuopati,0,,,,,,,,,,,,
10300101,francis,0,,,,,,,,,,,,,,0,5,0,0,99,inheritance heir,0,,,,,,,,,,,,
10300102,francis,1,0,0,30,,,,,,,,,,,0,5,0,1,1,,0,,,,,,,,,,,,
10300103,Johan,0,,,,,,,,,,,,,,0,5,0,0,99,doctor,0,,,,,,,,,,,,
10300186,Keret,0,,,,,,,,,,,,,,0,5,0,0,99,mid-career adventurer,0,,,,,,,,,,,,
10300196,Raheel,0,,,,,,,,,,,,,,0,5,0,0,99,bar sign girl,0,,,,,,,,,,,,
10300198,Forces,0,,,,,,,,,,,,,,0,5,0,0,99,suspicious merchant,0,,,,,,,,,,,,
10300199,Forces,0,,,,,,,,,,,,,,0,5,0,0,99,suspicious merchant,0,,,,,,,,,,,,
10300296,Raheel,0,,,,,,,,,,,,,,0,5,0,0,99,bar sign girl,0,,,,,,,,,,,,
#10300296,Raheel,0,,,,,,,,,,,,,,0,5,0,0,99,bar sign girl,0,,,,,,,,,,,,
10300297,Hello Juju-chan,0,,,,,,,,,,,,,,602,602,1,0,99,soul partner management rabbit,0,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
